Name,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
BACKBREAKER: VENGEANCE,Sports,505 Games,E,NaturalMotion Games,6.0
BALDUR'S GATE II: THRONE OF BHAAL,Role-Playing,Interplay,T,BioWare Corporation,8.9
BAND OF BUGS,Strategy,NinjaBee,E,NinjaBee,6.5
BANG! GUNSHIP ELITE,Shooter,Ubisoft,E,Red Storm Entertainment,7.2
BANGAI-O,Shooter,Conspiracy Entertainment,E,"Treasure Co., Ltd.",8.7
BANGAI-O HD: MISSILE FURY,Shooter,D3 Publisher,E10,"Treasure Co., Ltd.",7.9
BANKSHOT BILLIARDS 2,Sports,PixelStorm,E,PixelStorm,6.6
BATTLE: LOS ANGELES,Shooter,Konami,T,Live Action Studios,4.1
BATTLEFIELD 1942: SECRET WEAPONS OF WORLD WAR II,Shooter,Electronic Arts,T,Digital Illusions CE,7.8
BATTLEFIELD 1942: THE ROAD TO ROME,Shooter,Electronic Arts,T,Digital Illusions CE,8.3
BATTLEFIELD 1943,Shooter,Electronic Arts,T,EA DICE,8.4
BATTLEFIELD 2142: NORTHERN STRIKE,Shooter,Electronic Arts,T,Digital Illusions,7.8
BATTLEFIELD HEROES,Shooter,Electronic Arts,T,Digital Illusions,5.0
BATTLEFIELD: BAD COMPANY 2 VIETNAM,Shooter,Electronic Arts,M,EA Digital Illusions CE,8.3
BATTLESTAR GALACTICA,Shooter,Sierra Online,E10,Auran,5.3
BEATERATOR,Misc,Rockstar Games,E,Rockstar Leeds,7.9
BEATS,Misc,Sony Computer Entertainment,E,SCEE London Studio,7.0
BEJEWELED 2 DELUXE,Puzzle,Oberon Media,E,PopCap Games,6.9
BEJEWELED BLITZ LIVE,Puzzle,PopCap Games,E,Torpex Games,7.2
BEYOND GOOD & EVIL HD,Adventure,Ubisoft,T,Ubisoft,8.3
BEYOND OASIS,Role-Playing,Sega,E,Ancient,7.8
BIG BIZ TYCOON,Strategy,Activision,E,Animedia,5.8
BIG BUMPIN',Racing,King Games,E,Blitz Games,6.3
BIG TOWN SHOOT OUT,Shooter,Performance Designed Products,E10,Performance Designed Products,6.0
BIONIC COMMANDO REARMED,Platform,Capcom,M,GRIN,8.0
BIONIC COMMANDO REARMED 2,Platform,Capcom,T,Fatshark,6.5
BIT.TRIP BEAT,Misc,Aksys Games,E,Gaijin Games Inc.,7.5
BIT.TRIP CORE,Misc,Aksys Games,E,Gaijin Games Inc.,7.6
BIT.TRIP FATE,Shooter,Aksys Games,E,Gaijin Games Inc.,7.3
BIT.TRIP FLUX,Misc,Aksys Games,E,Gaijin Games Inc.,8.2
BIT.TRIP RUNNER,Platform,Aksys Games,E,Gaijin Games Inc.,7.4
BIT.TRIP VOID,Misc,Aksys Games,E,Gaijin Games Inc.,8.2
BLACKLIGHT: TANGO DOWN,Shooter,Ignition Entertainment,T,Zombie Studios,6.3
BLADE,Action,Activision,M,Hammerhead,4.0
BLADES OF THUNDER,Simulation,Summitsoft,T,InterActive Vision Games,3.8
BLAST FACTOR,Shooter,Sony Computer Entertainment,E,Bluepoint Games,6.4
BLAST OFF,Action,Halfbrick Studios,E,Halfbrick Studios,8.5
BLASTER MASTER: OVERDRIVE,Shooter,Sunsoft,E10,SunSoft,6.1
BLAZBLUE: CALAMITY TRIGGER PORTABLE,Fighting,Aksys Games,T,Arc System Works,7.9
BLISS ISLAND,Puzzle,Codemasters Online,E,PomPom Games,5.3
BLOOD BOWL,Sports,Focus Home Interactive,T,Cyanide Studio,5.0
BLOODY GOOD TIME,Shooter,Ubisoft,T,Outerlight,5.0
BLUE TOAD MURDER FILES: THE MYSTERIES OF RIDDLE LITTTLE - EPISODE TWO,Adventure,Relentless Software,E10,Relentless Software,6.8
BLUEBERRY GARDEN,Adventure,Erik Svedang,E,Erik Svedang,5.3
BOMBERMAN,Puzzle,Nokia,E,Hudson Soft,5.4
BOMBERMAN BLAST,Puzzle,Hudson Entertainment,E,Hudson Soft,8.1
BOMBERMAN LIVE,Puzzle,Hudson Soft,E,Backbone Entertainment,8.3
BOMBERMAN LIVE: BATTLEFEST,Puzzle,Hudson Soft,E,Pi Studios,7.3
BOMBERMAN ONLINE,Puzzle,Sega,E,Hudson Soft,8.4
BOMBERMAN ULTRA,Puzzle,Hudson Soft,E,Hudson Soft,8.0
BOOGIE BUNNIES,Puzzle,Sierra Online,E,Artech Studios,6.5
BOOM BOOM ROCKET,Puzzle,Electronic Arts,E,Bizarre Creations,6.3
BORDERLANDS: CLAPTRAP'S NEW ROBOT REVOLUTION,Shooter,2K Games,M,Gearbox Software,7.2
BORDERLANDS: MAD MOXXI'S UNDERDOME RIOT,Shooter,2K Games,M,Gearbox Software,5.6
BORDERLANDS: THE SECRET ARMORY OF GENERAL KNOXX,Shooter,2K Games,M,Gearbox Software,8.6
BORDERLANDS: THE ZOMBIE ISLAND OF DR. NED,Shooter,2K Games,M,Gearbox Software,8.0
BOULDER DASH-XL,Puzzle,Kalypso,E,Catnip Games,7.6
BOWLING,Sports,Agetec,E,Tamsoft,2.3
BRAIN CHALLENGE,Misc,Gameloft,E,Gameloft,6.1
BRAVE STORY: NEW TRAVELER,Role-Playing,Xseed Games,E10,Game Republic,7.5
BREACH,Shooter,Destineer,T,Atomic Games,5.2
BREAKQUEST,Puzzle,Beatshapers,E,Beatshapers,7.0
BUBBLE BOBBLE NEO!,Puzzle,Taito,E,Taito Corporation,7.5
BUBBLE TRUBBLE,Puzzle,Creat Studio,E,Creat Studios,6.0
BUGS'N'BALLS,Action,Nintendo,E,EnjoyUp Games,5.0
BUKU SUDOKU,Puzzle,Microsoft,E,Absolutist Ltd.,6.7
BULLETSTORM,Shooter,Electronic Arts,M,People Can Fly,8.3
BURGERTIME WORLD TOUR,Platform,Unknown,E,MonkeyPaw Games,5.8
BURN THE ROPE,Puzzle,Unknown,E,Big Blue Bubble Inc.,6.0
BURNOUT CRASH!,Racing,Electronic Arts,E10,Criterion Games,6.8
BURNOUT PARADISE: BIG SURF ISLAND,Racing,Electronic Arts,E10,Criterion Games,8.0
BUZZ LIGHTYEAR OF STAR COMMAND,Platform,Activision,E,Traveller's Tales,5.2
CAESARS PALACE,Misc,Interplay,E,Interplay,5.1
CAESARS PALACE 2000: MILLENNIUM GOLD EDITION,Misc,Interplay,E,Runecraft,2.5
CALL OF DUTY,Shooter,Activision,T,Activision,5.9
CALL OF DUTY CLASSIC,Shooter,Activision,T,Infinity Ward,7.5
CALL OF DUTY: BLACK OPS - ANNIHILATION,Shooter,Activision,M,Treyarch,7.0
CALL OF DUTY: BLACK OPS - ESCALATION,Shooter,Activision,M,Treyarch,8.3
CALL OF DUTY: BLACK OPS - FIRST STRIKE,Shooter,Activision,M,Treyarch,7.7
CALL OF DUTY: BLACK OPS - REZURRECTION,Shooter,Activision,M,Treyarch,7.5
CAMP LAZLO: LEAKY LAKE GAMES,Action,Crave Entertainment,E,Collision Studios,4.0
CANNON FODDER,Strategy,Virgin Interactive,T,Audio Visual Magic,9.0
CANNON SPIKE,Shooter,Capcom,T,Unknown,8.2
CAPCOM CLASSICS COLLECTION REMIXED,Misc,Capcom,T,Digital Eclipse,7.6
CAPCOM VS. SNK PRO,Fighting,Capcom,T,Capcom,7.7
CAR AND DRIVER PRESENTS: GRAND TOUR RACING '98,Racing,Activision,E,Eutechnyx,7.0
CAR TYCOON,Strategy,Fishtank Interactive,E,Fishtank Interactive,5.4
CARCASSONNE,Strategy,Sierra Online,E,Sierra Online,7.5
CARNIVAL CRUISE LINE TYCOON 2005: ISLAND HOPPING,Strategy,Activision,T,Artex Software,4.3
CARRIER,Adventure,Jaleco,M,Jaleco Entertainment,7.1
CART FLAG TO FLAG,Racing,Sega,E,Zoom Inc.,6.3
CARTOON NETWORK SPEEDWAY,Racing,Majesco,E,DC Studios,3.0
CASTLE CRASHERS,Action,The Behemoth,T,The Behemoth,7.0
CASTLEVANIA,Platform,Konami,E,Konami,7.5
CASTLEVANIA II: SIMON'S QUEST,Platform,Konami,E,Konami,7.0
CASTLEVANIA III: DRACULA'S CURSE,Platform,Capcom,E,Konami,9.0
CASTLEVANIA: HARMONY OF DESPAIR,Action,Konami,T,Konami,6.8
CASTLEVANIA: RONDO OF BLOOD,Platform,Konami,T,Konami,9.0
CASTLEVANIA: SYMPHONY OF THE NIGHT,Platform,Konami,T,Digital Eclipse,8.9
CASTLEVANIA: THE ADVENTURE REBIRTH,Platform,Konami,T,M2,8.2
CATAN,Strategy,Microsoft,E,Big Huge Games,7.5
CAVE STORY,Platform,Unknown,E10,Nicalis,8.8
CENTIPEDE,Shooter,Hasbro Interactive,E,Leaping Lizard Software Inc.,5.0
CHAMPIONSHIP SURFER,Sports,Mattel Interactive,E,Krome Studios,6.1
CHARGE 'N BLAST,Shooter,Xicat Interactive,T,Xicat Interactive,6.4
CHARLOTTE'S WEB,Action,Sega,E,Backbone Entertainment,6.0
CHESSMASTER LIVE,Strategy,Microsoft,E,Ubisoft Sofia,7.6
CHICKEN RUN,Adventure,Eidos Interactive,E,Blitz Games,6.1
CHIME,Puzzle,Valcon Games,E,Zoe Mode,8.0
CHIME SUPER DELUXE,Puzzle,Unknown,E,Zoe Mode,7.6
CHRISTMAS NIGHTS INTO DREAMS...,Platform,Sega,E,Sonic Team,8.0
CHRONICLES OF PERN: DRAGON RIDERS,Role-Playing,Ubisoft,T,Ubisoft,4.9
CLADUN X2,Role-Playing,Unknown,E10,System Prisma,6.0
CLADUN: THIS IS AN RPG,Role-Playing,NIS America,E10,System Prisma,8.0
CLONING CLYDE,Platform,NinjaBee,E10,NinjaBee,7.6
COASTER WORKS,Action,Xicat Interactive,E,Unknown,6.9
COFFEE TYCOON,Strategy,Anarchy Enterprises,E,Anarchy Enterprises,4.0
COLIN MCRAE RALLY 2005,Racing,Nokia,E,Ideaworks3D,8.3
COLLEGE HOOPS 2K7,Sports,2K Sports,E,Visual Concepts,7.1
COLORZ,Puzzle,Exkee,E,Exkee,7.0
COLUMNS,Puzzle,Sega,E,Sega,6.5
COLUMNS CROWN,Puzzle,THQ,E,Sega,7.3
COMET CRASH,Strategy,Pelfast,E,Pelfast,8.5
COMIC JUMPER,Platform,Twisted Pixel Games,T,Twisted Pixel Games,7.7
COMMAND & CONQUER RED ALERT 2: YURI'S REVENGE,Strategy,Electronic Arts,T,Westwood Studios,9.2
COMMANDERS: ATTACK OF THE GENOS,Strategy,Sierra Entertainment,E10,Sierra Online / Southend Interactive,7.0
CONFIDENTIAL MISSION,Shooter,Sega,T,Hitmaker,6.8
CONFLICT ZONE,Strategy,Ubisoft,T,MASA Group,5.3
CONTRA,Shooter,Konami,E10,Digital Eclipse,5.9
CONTRA REBIRTH,Shooter,Konami,E10,M2,8.1
COSTUME QUEST,Role-Playing,THQ,E10,Double Fine Productions,7.6
COSTUME QUEST: GRUBBINS ON ICE,Role-Playing,THQ,E10,Double Fine Productions,6.9
CRASH COMMANDO,Shooter,Sony Computer Entertainment,T,EPOS Game Studios,7.8
CRASH NITRO KART,Racing,Nokia,E,Vicarious Visions,6.0
CRAZY MACHINES ELEMENTS,Puzzle,DTP Entertainment,E,FAKT Software GmBH,5.0
CRAZY TAXI,Racing,Activision,T,Strangelite,5.0
CRAZY TAXI: FARE WARS,Racing,Sega,E10,Sniper Studios,6.3
CRIMSON ALLIANCE,Role-Playing,Microsoft,T,Certain Affinity,7.6
CRIMSON GEM SAGA,Role-Playing,Atlus,T,IronNos Corp.,7.3
CRIMSON SHROUD,Role-Playing,Level 5,T,Nex Entertainment,7.9
CRITTER CRUNCH,Puzzle,Capybara Games,E,Capybara Games,8.8
CRUSADERS OF MIGHT AND MAGIC,Role-Playing,3DO,T,3DO,4.8
CRUSH,Platform,Sega,E10,Zoe Mode,8.5
CRYSIS 3,Shooter,Electronic Arts,M,Crytek,7.5
CRYSTAL DEFENDERS,Strategy,Square Enix,E,TOSE Software,5.7
CRYSTAL DEFENDERS R1,Strategy,Square Enix,E,Square Enix,6.4
CRYSTAL DEFENDERS R2,Strategy,Square Enix,E,Square Enix,5.8
CRYSTAL QUEST,Shooter,Microsoft,E,Stainless Games,6.2
CUBIXX,Puzzle,Laughing Jackal,E,Laughing Jackal,6.6
CYBER TROOPERS VIRTUAL-ON: ORATORIO TANGRAM,Fighting,Activision,T,Sega-AM3,8.2
CYBER TROOPERS VIRTUAL-ON: ORATORIO TANGRAM VER. 5.66,Fighting,Sega,E,Sega-AM2,7.0
D-2,Adventure,Sega,M,Warp,6.4
DANTE'S INFERNO,Action,Electronic Arts,M,Artificial Mind & Movement,4.5
DARK AGE OF CAMELOT,Role-Playing,Mythic Entertainment,T,Mythic Entertainment,8.7
DARK VOID ZERO,Platform,Capcom,E,Other Ocean Interactive,8.5
DARWINIA+,Strategy,Introversion,E,Introversion Software,8.0
DAVE MIRRA FREESTYLE BMX,Sports,Acclaim Entertainment,E,"Z-Axis, Ltd.",7.1
DAYTONA USA,Racing,Sega,E,Amusement Vision,7.7
DEAD BLOCK,Action,Namco Bandai,T,Candygun Games,4.0
DEAD HEAD FRED,Action,D3 Publisher,M,Vicious Cycle,7.4
DEAD NATION,Shooter,Sony Computer Entertainment,M,Housemarque,7.0
DEAD RISING 2: CASE WEST,Action,Capcom,M,Blue Castle Games,7.6
DEAD RISING 2: CASE ZERO,Action,Capcom,M,Blue Castle Games,7.9
DEADLIEST WARRIOR: LEGENDS,Fighting,Unknown,M,"Pipeworks Software, Inc.",5.5
DEATH BY CUBE,Shooter,Square Enix,T,Premium Agency,4.5
DEATH CRIMSON OX,Shooter,Sammy Corporation,T,Ecole Software,5.1
DEATH JR. II: ROOT OF EVIL,Platform,Konami,T,Backbone Entertainment,6.9
DEATH TANK,Strategy,Microsoft,E10,Snowblind Studios,6.8
DEATHSPANK,Role-Playing,Electronic Arts,T,Hothead Games,7.7
DEATHSPANK: THONGS OF VIRTUE,Role-Playing,Electronic Arts,T,Hothead Games,8.3
DEEP FIGHTER,Simulation,Ubisoft,T,Criterion Games,7.3
DEEP SEA TYCOON: DIVER'S PARADISE,Strategy,eGames,E10,Pixel after Pixel,6.5
DEF JAM FIGHT FOR NY: THE TAKEOVER,Fighting,Electronic Arts,M,Aki Corp.,8.0
DEFEND YOUR CASTLE,Strategy,XGenStudios,E,XGen Studios,6.6
DEFENSE GRID: THE AWAKENING,Strategy,Hidden Path Entertainment,E10,Hidden Path Entertainment,8.5
DEFENSE OF THE MIDDLE KINGDOM,Strategy,Aksys Games,E,Aksys Games,8.0
DEMOLITION RACER: NO EXIT,Racing,Infogrames,E,Pitbull Syndicate,7.7
DEUS EX: HUMAN REVOLUTION - THE MISSING LINK,Action,Square Enix,M,Eidos Montreal,7.0
DEVIL'S CRUSH,Misc,Hudson Soft,E,Compile,7.5
DIG DUG,Puzzle,Namco Bandai,E,Namco,6.7
DIGIMON BATTLE SPIRIT,Fighting,Bandai,E,Bandai,6.3
DIGIMON WORLD 3,Role-Playing,Bandai,E,Bandai,4.0
DINER DASH,Puzzle,Hudson Soft,E,Hudson Entertainment,6.4
DINO CRISIS,Action,Capcom,M,Capcom Production Studio 4,7.2
DIRT TRAX FX,Racing,Acclaim Entertainment,E,Sculptured Software,7.0
DISGAEA: AFTERNOON OF DARKNESS,Role-Playing,NIS America,E10,Nippon Ichi Software,8.7
DISNEY FIREWORKS,Puzzle,Disney Interactive Studios,E,Disney Interactive Studios,5.0
DISNEY'S 102 DALMATIANS: PUPPIES TO THE RESCUE,Platform,Eidos Interactive,E,Crystal Dynamics,6.9
"DISNEY'S AMERICAN DRAGON: JAKE LONG, RISE OF THE HUNTSCLAN",Action,Buena Vista,E10,WayForward,6.0
DISNEY'S DINOSAUR,Action,Ubisoft,E,Disney Interactive,5.3
DISNEY'S DONALD DUCK: GOIN' QUACKERS,Platform,Ubisoft,E,Disney Interactive Studios,7.2
DISNEY'S MEET THE ROBINSONS,Action,Disney Interactive Studios,E,Climax Entertainment,4.7
DISSIDIA: FINAL FANTASY,Fighting,Square Enix,T,Square Enix,8.1
DJ MAX FEVER,Misc,PM Studios,T,Pentavision Entertainment,7.7
DONKEY KONG COUNTRY 2: DIDDY'S KONG QUEST,Platform,Nintendo,E,Rare Ltd.,8.8
DONKEY KONG COUNTRY 3: DIXIE KONG'S DOUBLE TROUBLE!,Platform,Nintendo,E,Rare Ltd.,8.5
DOOM 3: RESURRECTION OF EVIL,Shooter,Activision,M,Nerve Software,8.0
DORITOS CRASH COURSE,Racing,Microsoft Game Studios,E,Wanako Studios,8.0
DOTMAN,Action,Agetec,E10,SilverStarJapan,7.5
DOUBLE DUNGEONS,Role-Playing,Hudson Soft,E,NCS/Masaya,3.5
DR. SEUSS' THE CAT IN THE HAT,Adventure,VU Games,E,Digital Eclipse,3.9
DRACONUS: CULT OF THE WYRM,Adventure,Crave Entertainment,T,Treyarch,7.2
DRAGON AGE II: LEGACY,Role-Playing,Electronic Arts,M,BioWare,5.3
DRAGON AGE ORIGINS: DARKSPAWN CHRONICLES,Role-Playing,Electronic Arts,M,BioWare Corp.,5.0
DRAGON AGE ORIGINS: LELIANA'S SONG,Role-Playing,Electronic Arts,M,BioWare Corp.,7.0
DRAGON AGE ORIGINS: RETURN TO OSTAGAR,Role-Playing,Electronic Arts,M,BioWare Corp.,5.8
DRAGON AGE ORIGINS: THE STONE PRISONER,Role-Playing,Electronic Arts,M,BioWare Corp.,8.0
DRAGON QUEST WARS,Strategy,Square Enix,E,Intelligent Systems,8.5
DRAGON'S CURSE,Platform,Hudson Soft,E,Hudson Soft,7.5
DRAGONEER'S ARIA,Role-Playing,NIS America,E10,Hit Maker,5.2
DREAMKILLER,Shooter,Aspyr,M,Mindware Studios,4.6
DRIVER '76,Racing,Ubisoft,M,Sumo Digital,5.5
DROPLITZ,Puzzle,Atlus,E,Blitz Arcade,5.0
DUCATI WORLD CHAMPIONSHIP,Racing,Unknown,E,Artematica Entertainment,3.0
DUCATI WORLD RACING CHALLENGE,Racing,Acclaim Entertainment,E,Attention To Detail,2.4
DUNGEON DEFENDERS,Role-Playing,D3 Publisher,E10,Trendy Entertainment,7.3
DUNGEON EXPLORER,Role-Playing,Hudson Soft,E,Atlus Co.,6.0
DUNGEON HUNTER: ALLIANCE,Role-Playing,Gameloft,T,Gameloft,6.7
DUNGEON KEEPER,Strategy,Electronic Arts,M,Bullfrog Productions,9.5
DUNGEON KEEPER: THE DEEPER DUNGEONS,Strategy,Electronic Arts,M,Take-Two Interactive,5.9
DUNGEONS & DRAGONS: DAGGERDALE,Role-Playing,Atari,T,Bedlam Games,4.3
DYNAMITE COP!,Fighting,Sega,T,Sega-AM1,5.8
DYNASTY WARRIORS: STRIKEFORCE,Action,Tecmo Koei,T,Omega Force,6.4
ECCO THE DOLPHIN,Adventure,Sega,E,Novotrade International,6.3
ECHOCHROME II,Puzzle,Sony Computer Entertainment,E,SCE Japan Studio,8.0
ECHOES,Puzzle,Halfbrick Studios,E,Halfbrick Studios,7.9
ECHOSHIFT,Puzzle,Sony Computer Entertainment,E,SCE Japan Studio,7.5
ECKS VS. SEVER,Shooter,BAM! Entertainment,T,Crawfish Interactive,7.6
ECW HARDCORE REVOLUTION,Fighting,Acclaim Entertainment,M,Acclaim Entertainment,4.8
ECW: ANARCHY RULZ,Sports,Acclaim Entertainment,T,Acclaim Entertainment,4.8
ELEMENTAL GIMMICK GEAR,Role-Playing,Vatical Entertainment,E,Birthday,7.4
ESCAPEVEKTOR: CHAPTER 1,Action,Unknown,E,Nnooo,9.0
ESPN INTERNATIONAL TRACK & FIELD,Sports,Konami,E,KCEO,6.9
ESPN NBA 2NIGHT,Sports,Konami,E,"Sunset Entertainment, Inc.",2.5
EUROPA UNIVERSALIS III: HEIR TO THE THRONE,Strategy,Paradox Interactive,E10,Paradox Interactive,8.5
EVERQUEST,Role-Playing,Sony Online Entertainment,T,Verant Interactive,8.0
EVERYDAY SHOOTER,Shooter,Sony Computer Entertainment,E,Queasy Games,8.4
EVERYDAY SHOOTER (PSP),Shooter,Sony Computer Entertainment,E,Queasy Games,7.0
EVIL DEAD: HAIL TO THE KING,Adventure,THQ,M,Heavy Iron Studios,5.1
EVOLUTION 2: FAR OFF PROMISE,Role-Playing,Ubisoft,T,Sting,5.6
EVOLUTION: THE WORLD OF SACRED DEVICE,Role-Playing,Ubisoft,T,Sting,6.7
EXCITEBIKE: WORLD RALLY,Racing,Nintendo,E,Monster Games,6.5
EXIT,Puzzle,Taito,E,Taito Corporation,7.5
EXPENDABLE,Action,Infogrames,T,Rage Software,5.5
EXPLODEMON!,Platform,Unknown,E,Curve Studios,5.9
EXTREME PAINTBRAWL,Shooter,Head Games,T,Creative Carnage,1.2
F-ZERO,Racing,Nintendo,E,Nintendo EAD,7.8
F-ZERO X,Racing,Nintendo,E,Nintendo EAD,6.8
F1 WORLD GRAND PRIX,Racing,Sega,E,Paradigm Entertainment,8.0
F24: STEALTH FIGHTER,Simulation,Majesco,E10,Skyworks Technologies,3.6
F355 CHALLENGE: PASSIONE ROSSA,Racing,Acclaim Entertainment,E,Sega,8.5
FABLE II PUB GAMES,Misc,Microsoft Game Studios,M,Lionhead Studios,5.2
FABLE II: SEE THE FUTURE,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,6.0
FABLE III: TRAITOR'S KEEP QUEST PACK,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,7.4
FABLE III: UNDERSTONE QUEST PACK,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,4.5
FABLE: THE LOST CHAPTERS,Role-Playing,Microsoft Game Studios,M,Lionhead Studios,8.1
FALLING STARS,Role-Playing,Agetec,E,Ivolgamus,3.4
FALLOUT,Role-Playing,Interplay,M,Black Isle Studios,8.9
FALLOUT 3: BROKEN STEEL,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.3
FALLOUT 3: MOTHERSHIP ZETA,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,6.0
FALLOUT 3: POINT LOOKOUT,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,7.3
FALLOUT: NEW VEGAS - LONESOME ROAD,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,5.8
FALLOUT: NEW VEGAS - OLD WORLD BLUES,Role-Playing,Bethesda Softworks,M,Obsidian Entertainment,8.0
FAMILY TABLE TENNIS,Sports,Aksys Games,E,Ars System Works,4.7
FANTASTIC 4,Action,Activision,E10,Torus Games,5.5
FARM FRENZY,Simulation,Alawar Entertainment,E,"Alawar Entertainment, Inc.",4.0
FAST - RACING LEAGUE,Racing,Shin'en,E,Shin'en Multimedia,6.0
FAST DRAW SHOWDOWN,Shooter,Digital Leisure Inc.,T,Digital Leisure Inc.,3.8
FAT PRINCESS,Action,Sony Computer Entertainment,T,Titan Studios,7.8
FATAL FURY SPECIAL,Fighting,D4 Enterprise,T,SNK Corporation,8.0
FATAL FURY: MARK OF THE WOLVES,Fighting,Agetec,T,SNK Corporation,8.8
FATE/UNLIMITED CODES,Fighting,Capcom,T,Eighting,7.6
FAXANADU,Role-Playing,Hudson Soft,E,Nihon Falcom Corporation,8.5
FEEDING FRENZY,Puzzle,Oberon Media,E,Sprout Games,5.3
FIFA 07 SOCCER,Sports,Electronic Arts,E,EA Canada,4.1
FIFA 99,Sports,EA Sports,E,EA Canada,8.8
FIFA SOCCER 10 (PSP),Sports,EA Sports,E,EA Canada,7.9
FIFA SOCCER 11 (PSP),Sports,EA Sports,E,EA Canada,7.0
FIFA SOCCER 2004,Sports,EA Sports,E,Exient Entertainment,6.4
FIFA SOCCER 96,Sports,EA Sports,E,Probe Entertainment Limited,9.0
FIGHT NIGHT ROUND 3,Fighting,EA Sports,T,EA Chicago,7.2
FIGHTING FORCE 2,Action,Eidos Interactive,T,Core Design Ltd.,4.5
FINAL FANTASY,Role-Playing,Square Enix,E,Square,8.5
FINAL FANTASY CRYSTAL CHRONICLES: MY LIFE AS A DARKLORD,Strategy,Square Enix,E10,Square Enix,7.7
FINAL FANTASY CRYSTAL CHRONICLES: MY LIFE AS A KING,Strategy,Square Enix,E,Square Enix,7.7
FINAL FANTASY II (SNES),Role-Playing,Square Enix,E,Square,8.0
FINAL FANTASY III (SNES),Role-Playing,Square Enix,E10,SquareSoft,9.5
FINAL FANTASY IV: THE AFTER YEARS,Role-Playing,Square Enix,E,Matrix Software,6.8
FINAL FANTASY ORIGINS,Role-Playing,Square Enix,T,TOSE,8.3
FINAL FANTASY XI: CHAINS OF PROMATHIA,Role-Playing,Square Enix,T,Square Enix,6.8
FINAL FANTASY XI: TREASURES OF AHT URHGAN,Role-Playing,Square Enix,T,Square Enix,9.0
FINAL FANTASY XI: WINGS OF THE GODDESS,Role-Playing,Square Enix,T,Square Enix,6.5
FINAL FIGHT: DOUBLE IMPACT,Action,Capcom,T,Capcom,8.3
FIRE PROWRESTLING 2,Fighting,BAM! Entertainment,T,Spike,7.8
FIREWATCH,Adventure,Campo Santo,M,Campo Santo,8.2
FISHIE FISHIE,Sports,DK Games,E,DK Games,5.0
FLIGHT CONTROL,Simulation,Firemint,E,Firemint,8.0
FLIPNOTE STUDIO,Misc,Nintendo,E,Nintendo EAD Tokyo,9.0
FLIPPER,Puzzle,Xform,E,Goodbye Galaxy Games,7.5
FLOIGAN BROS. EPISODE 1,Action,Sega,E,Visual Concepts,6.9
FLOW,Simulation,Sony Computer Entertainment,E,thatgamecompany,7.4
FLOWER,Adventure,Sony Computer Entertainment,E,thatgamecompany,8.8
FLOWERWORKS,Adventure,Nocturnal Entertainment,E,Nocturnal Entertainment Australia,7.0
FLUIDITY,Puzzle,Nintendo,E,Curve Studios,8.4
FLUSHED AWAY,Platform,D3 Publisher,E,Altron,4.3
FOOTBALL MANAGER HANDHELD 2010,Sports,Sega,E,Sports Interactive,6.0
FORTIX,Strategy,Complete-IT,E,Nemesys Studio,6.0
FORZA MOTORSPORT 7,Racing,Microsoft Studios,E,Turn 10 Studios,8.1
FOSTER'S HOME FOR IMAGINARY FRIENDS,Action,Crave Entertainment,E,Collision Studios,5.5
FREEKSCAPE: ESCAPE FROM HELL,Platform,Creat Studio,E,Kidguru Studios,7.5
FREESTYLE STREET SOCCER,Sports,Acclaim Entertainment,T,Silicon Dreams,4.3
FRET NICE,Platform,Tecmo,E,Pieces Interactive,5.3
FROGGER,Action,Konami,E,Digital Eclipse,6.4
FROGGER 2: SWAMPY'S REVENGE,Action,Hasbro Interactive,E,Hasbro Interactive,7.4
FROM DUST,Adventure,Ubisoft,E10,Ubisoft Montpellier,8.0
FRUIT NINJA KINECT,Action,Microsoft,E,Halfbrick Studios,7.6
FULL HOUSE POKER FEATURING AVATAR SUPERSTARS,Misc,Microsoft,T,Krome Studios,8.0
FUNKY BARN,Simulation,505 Games,E,Tantalus Interactive,5.0
FUR FIGHTERS,Shooter,Acclaim Entertainment,T,Bizarre Creations,8.2
FUSION: GENESIS,Shooter,Microsoft,T,Starfire Studios,10.0
"GABRIEL KNIGHT 3: BLOOD OF THE SACRED, BLOOD OF THE DAMNED",Adventure,Sierra Entertainment,M,Sierra Entertainment,6.7
GAIN GROUND,Shooter,Sega,E,Sega,6.1
GALACTIC CIVILIZATIONS II: TWILIGHT OF THE ARNOR,Strategy,Stardock,E10,Stardock,9.4
GALAGA,Shooter,Namco Bandai,E,Namco Bandai Games,6.5
GALAGA LEGIONS,Shooter,Namco Bandai,E,Namco Bandai Games,7.5
GALAGA LEGIONS DX,Shooter,Namco Bandai,E,Namco Bandai Games,7.4
GANGS OF LONDON,Adventure,Sony Computer Entertainment,M,SCEE London Studio,5.0
GAROU: MARK OF THE WOLVES,Fighting,SNK Playmore,T,SNK Playmore Corporation,7.8
GATLING GEARS,Shooter,Electronic Arts,E10,Vanguard Games,7.5
GAUNTLET,Action,Midway Games,E,Digital Eclipse,6.4
