rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
8743,BLINX 2: MASTERS OF TIME & SPACE,2004-01-01,Platform,0.12,0.03,0,0.01,0.15,6.8,E,8.8,68
8748,DEPONIA,2012-01-01,Adventure,0,0.13,0,0.03,0.15,,,6.2,71
8749,HARVEST MOON: THE LOST VALLEY,2014-01-01,Simulation,0.12,0.02,0,0.01,0.15,,,,
8750,KNOCKOUT KINGS 2003,2002-01-01,Sports,0.12,0.03,0,0,0.15,,,6.8,78
8752,DRAGON'S CROWN,2001-01-01,Racing,0.41,0.12,0.29,0.1,0.91,,,8.4,82
8754,JEWEL QUEST SOLITAIRE,2009-01-01,Puzzle,0,0.14,0,0.02,0.15,,,,
8758,DISNEY'S STORY STUDIO: DISNEY'S MULAN,1999-01-01,Misc,0.09,0.06,0,0.01,0.15,,,,
8759,KLAX,1989-01-01,Puzzle,0.14,0.01,0,0,0.15,,,,
8760,PRESSURE COOKER,1982-01-01,Action,0.14,0.01,0,0,0.15,,,,
8763,JIKKYOU POWERFUL PRO YAKYUU PORTABLE,2006-01-01,Sports,0,0,0.15,0,0.15,,,,
8766,SONNY WITH A CHANCE,2010-01-01,Action,0.12,0.02,0,0.01,0.15,,,,
8768,FARM FRENZY: ANIMAL COUNTRY,2009-01-01,Simulation,0.13,0.01,0,0.01,0.15,,,,
8769,KINGDOM UNDER FIRE: HEROES,2005-01-01,Strategy,0.11,0.03,0,0.01,0.15,,,7.4,78
8773,NARUTO SHIPPUDEN: LEGENDS: AKATSUKI RISING,2009-01-01,Fighting,0.14,0,0,0.01,0.15,5.8,T,5.8,60
8775,STREAK: HOVERBOARD RACING,1998-01-01,Racing,0.09,0.06,0,0.01,0.15,,,,
8776,SAMURAI WARRIORS: KATANA,2007-01-01,Action,0.11,0,0.04,0.01,0.15,,,7.6,53
8777,PROJECT SYLPHEED: ARC OF DECEPTION,2006-01-01,Shooter,0.12,0.01,0.02,0.01,0.15,6.7,T,8.7,64
8778,ENTHUSIA PROFESSIONAL RACING,2005-01-01,Racing,0.07,0.06,0,0.02,0.15,,,7.7,70
8780,GET ON DA MIC,2004-01-01,Misc,0.07,0.06,0,0.02,0.15,,,6.3,49
8781,HEROES OF MANA,2007-01-01,Strategy,0.08,0.01,0.05,0.01,0.15,6.4,E10,,
8787,JIKKYOU POWERFUL PRO YAKYUU 2009,2009-01-01,Sports,0,0,0.15,0,0.15,,,,
8791,KIDOU SENKAN NADESICO,1997-01-01,Strategy,0,0,0.15,0,0.15,,,,
8792,TEARS TO TIARA II: HEIR OF THE OVERLORD,2013-01-01,Role-Playing,0.07,0.02,0.06,0.01,0.15,,,8.6,65
8793,RAYMAN 2: THE GREAT ESCAPE,2003-01-01,Platform,0.58,0.34,0,0.04,0.96,8.7,E,,
8798,ACTIVE LIFE EXPLORER,2010-01-01,Sports,0.14,0,0,0.01,0.15,,,,
8800,THE FAIRLY ODD PARENTS: CLASH WITH THE ANTI-WORLD,2005-01-01,Adventure,0.11,0.04,0,0,0.15,3.5,E,,
8801,THEATRHYTHM DRAGON QUEST,2015-01-01,Misc,0,0,0.15,0,0.15,,,,
8803,NARUTO: POWERFUL SHIPPUDEN,2012-01-01,Platform,0.08,0.02,0.04,0.01,0.15,,,,
8804,DISNEY'S THE LION KING: SIMBA'S MIGHTY ADVENTURE,2000-01-01,Action,0.08,0.06,0,0.01,0.15,,,,
8805,FAMILY PARTY: FITNESS FUN,2010-01-01,Sports,0.14,0,0,0.01,0.15,,,,
8811,ALL JAPAN PRO WRESTLING FEATURING VIRTUA,1997-01-01,Fighting,0,0,0.15,0,0.15,,,,
8812,RUDRA NO HIHOU,1996-01-01,Role-Playing,0,0,0.15,0,0.15,,,,
8815,CAKE MANIA: IN THE MIX!,2008-01-01,Puzzle,0.14,0,0,0.01,0.15,,,,
8816,ZOIDS: BATTLE LEGENDS,2003-01-01,Action,0.12,0.03,0,0,0.15,5,T,,
8818,SERIOUS SAM,2002-01-01,Shooter,0.11,0.03,0,0.01,0.15,,,8.2,75
8819,KOWLOON'S GATE,1997-01-01,Adventure,0,0,0.14,0.01,0.15,,,,
8821,KINGDOM OF PARADISE,2005-01-01,Role-Playing,0.14,0,0,0.01,0.15,7,T,7.5,72
8822,HIDDEN MYSTERIES: SALEM SECRETS - WITCH TRIALS OF 1692,2010-01-01,Puzzle,0.09,0.04,0,0.01,0.15,,,,
8824,THE SIMS MEDIEVAL: PIRATES AND NOBLES,2011-01-01,Simulation,0.05,0.08,0,0.02,0.15,5.5,T,,
8827,KIDS LEARN MATH: A+ EDITION,2011-01-01,Misc,0.14,0,0,0.01,0.15,,,,
8829,BUILD-A-BEAR WORKSHOP: WELCOME TO HUGSVILLE,2010-01-01,Misc,0.14,0,0,0.01,0.15,,,,
8832,SUZUMIYA HARUHI NO YAKUSOKU,2007-01-01,Adventure,0,0,0.15,0,0.15,,,,
8833,SHADOW OPS: RED MERCURY,2004-01-01,Shooter,0.11,0.03,0,0.01,0.15,,,6.1,61
8836,WORLD LEAGUE SOCCER,1991-01-01,Sports,0,0,0.15,0,0.15,,,,
8841,TONY HAWK: RIDE,2012-01-01,Shooter,1.54,0.42,0,0.21,2.16,4.3,E10,,
8844,MUSASHI: SAMURAI LEGEND,2005-01-01,Role-Playing,0.07,0.06,0,0.02,0.15,6.9,T,8,64
8847,CASTLEVANIA: LORDS OF SHADOW - MIRROR OF FATE,2013-01-01,Action,0.04,0.07,0.03,0.01,0.15,7.2,M,7.2,72
8854,J-LEAGUE VICTORY GOAL,1995-01-01,Sports,0,0,0.15,0,0.15,,,,
8856,ORESHIKA: TAINTED BLOODLINES,2014-01-01,Role-Playing,0,0,0.15,0,0.15,,,8,78
8857,WHITE KNIGHT CHRONICLES: ORIGINS,2011-01-01,Role-Playing,0,0.04,0.09,0.02,0.15,,,,
8858,RETURN TO POPOLOCROIS: A STORY OF SEASONS FAIRYTALE,2015-01-01,Simulation,0.04,0,0.1,0.01,0.15,7,E10,6.7,72
8859,SPONGEBOB SQUAREPANTS / FAIRLY ODD PARENTS DOUBLE PACK,2005-01-01,Action,0.11,0.04,0,0,0.15,,,,
8863,DERBY STALLION 64,2001-01-01,Sports,0,0,0.15,0,0.15,,,,
8864,DORAEMON 3: NOBI DAI NO MACHI SOS!,2000-01-01,Platform,0,0,0.09,0.06,0.15,,,,
8865,SPACE STATION SILICON VALLEY,1997-01-01,Adventure,0.12,0.03,0,0,0.15,8.3,E,,
8866,DARK RIFT,1997-01-01,Fighting,0.12,0.03,0,0,0.15,,,,
8870,PETZ: DOGZ TALENT SHOW,2009-01-01,Simulation,0.14,0,0,0.01,0.15,,,,
8871,T'AI FU: WRATH OF THE TIGER,1998-01-01,Action,0.08,0.06,0,0.01,0.15,,,,
8875,SAM & MAX: SEASON ONE,2008-01-01,Adventure,0.13,0.01,0,0.01,0.15,7.1,T,8.3,74
8879,PETZ DOGZ 2,2004-01-01,Shooter,1.28,0.74,0,0.23,2.24,,,,
8884,STAR TREK: VOYAGER ELITE FORCE,2001-01-01,Shooter,0.07,0.06,0,0.02,0.15,,,6.4,52
8886,BRAIN BOOST: GAMMA WAVE,2005-01-01,Puzzle,0.14,0,0,0.01,0.15,,,,
8889,CHESSMASTER II,1998-01-01,Strategy,0.08,0.06,0,0.01,0.15,7.5,E,,
8899,NCAA MARCH MADNESS 2004,2008-01-01,Simulation,0.68,0.44,0,0.14,1.27,,,8.8,82
8900,GEIST,2005-01-01,Adventure,0.11,0.03,0,0,0.15,6.6,M,8.1,66
8902,CARDINAL SYN,1998-01-01,Fighting,0.08,0.06,0,0.01,0.15,5.2,M,,
8905,THE WIZARD OF OZ: BEYOND THE YELLOW BRICK ROAD,2008-01-01,Role-Playing,0.13,0,0,0.01,0.15,6.4,E,6,68
8906,MOBILE SUIT GUNDAM SIDE STORY III: SABAKARESHI MONO,1997-01-01,Shooter,0,0,0.15,0,0.15,,,,
8907,RIDGE RACER DS,2004-01-01,Racing,0.14,0,0,0.01,0.15,6.3,E,6.7,63
8909,NANCY DREW: THE WHITE WOLF OF ICICLE CREEK,2008-01-01,Adventure,0.14,0,0,0.01,0.15,,,6.4,73
8911,METAL GEAR SOLID: PEACE WALKER HD EDITION,2011-01-01,Action,0,0,0.15,0,0.15,,,,
8913,NO.1 MUSCLE RANKING - KINNIKU BANZUKE VOL. 2: ARATANARUGENKAI ENOCHOUSEN!,2000-01-01,Sports,0,0,0.14,0.01,0.15,,,,
8914,BRAIN BOOST: BETA WAVE,2005-01-01,Puzzle,0.14,0,0,0.01,0.15,,,2.5,39
8915,POWER PRO KUN POCKET 9,2006-01-01,Sports,0,0,0.15,0,0.15,,,,
8917,GALLOP & RIDE!,2008-01-01,Sports,0.14,0,0,0.01,0.15,,,,
8921,FUGITIVE HUNTER: WAR ON TERROR,2003-01-01,Shooter,0.07,0.06,0,0.02,0.15,,,5,35
8924,ORE NO IMOUTO GA KONNA NI KAWAII WAKE GA NAI PORTABLE,2011-01-01,Adventure,0,0,0.15,0,0.15,,,,
8925,BASEBALL BLAST!,2009-01-01,Sports,0.14,0,0,0.01,0.15,,,,
8928,HARVEST MOON: HERO OF LEAF VALLEY,2009-01-01,Simulation,0.07,0.02,0.05,0.02,0.15,7.5,E,,
8933,KUNG-FU: HIGH IMPACT,2011-01-01,Action,0.08,0.06,0,0.01,0.15,,,,
8935,DARKSTALKERS CHRONICLE: THE CHAOS TOWER,2004-01-01,Fighting,0.13,0,0,0.01,0.15,7.5,T,7.9,74
8938,TOY STORY RACER,2001-01-01,Racing,0.08,0.06,0,0.01,0.15,,,8.2,76
8942,MOBILE SUIT GUNDAM: PERFECT ONE YEAR WAR,1997-01-01,Strategy,0,0,0.14,0.01,0.15,,,,
8943,GALERIANS,1999-01-01,Adventure,0.08,0.06,0,0.01,0.15,,,,
8945,DRUMMANIA,2000-01-01,Simulation,0,0,0.15,0,0.15,,,,
8946,YU-GI-OH! NIGHTMARE TROUBADOUR (US SALES),2005-01-01,Action,0.15,0,0,0,0.15,,,,
8947,CODE:REALIZE - SOUSEI NO HIMEGIMI,2014-01-01,Adventure,0.09,0,0.03,0.03,0.15,,,,
8948,HOPPECHAN: TSUKUTTE! ASONDE! PUNIPUNI TOWN!!,2013-01-01,Action,0,0,0.15,0,0.15,,,,
8951,TAMAGOTCHI NO NARIKIRI CHANNEL,2009-01-01,Role-Playing,0,0,0.15,0,0.15,,,,
8952,POWER PRO KUN POCKET 1+2,2004-01-01,Sports,0,0,0.14,0,0.15,,,,
8955,MEDAL OF HONOR: INFILTRATOR,2003-01-01,Shooter,0.11,0.04,0,0,0.15,,,,
8957,BLAZING DRAGONS,1996-01-01,Adventure,0.08,0.06,0,0.01,0.15,6.6,E,,
8961,SHIN CHAN: ¡AVENTURAS DE CINE!,2008-01-01,Platform,0,0,0.15,0,0.15,,,,
8963,HIGH VELOCITY BOWLING,2010-01-01,Sports,0.13,0,0,0.01,0.15,,,8.1,66
8964,TAMAGOTCHI COLLECTION,2011-01-01,Misc,0,0,0.15,0,0.15,,,,
8965,PAC-MAN PARTY 3D,2011-01-01,Misc,0.09,0.04,0,0.01,0.15,,,5.4,43
8966,"NEWU FITNESS FIRST MIND BODY, YOGA & PILATES WORKOUT",2010-01-01,Sports,0.12,0.02,0,0.01,0.15,,,,
8968,TURBO PROP RACING,1997-01-01,Racing,0.08,0.06,0,0.01,0.15,,,,
8969,BARBIE SUPERPACK: SECRET AGENT / GROOVY GAMES,2005-01-01,Misc,0.1,0.04,0,0,0.15,,,,
8971,DANCE DANCE REVOLUTION (NORTH AMERICA),2001-01-01,Simulation,0.08,0.06,0,0.01,0.15,,,,
8975,SUMMON NIGHT 5,2013-01-01,Role-Playing,0,0,0.15,0,0.15,,,8.1,74
8976,MOTOGP 2: ULTIMATE RACING TECHNOLOGY,2001-01-01,Racing,0.07,0.06,0,0.02,0.15,,,,
8977,BLACK * ROCK SHOOTER: THE GAME,2011-01-01,Role-Playing,0,0,0.15,0,0.15,,,,
8978,TRAVEL GAMES FOR DUMMIES,2008-01-01,Misc,0.13,0,0,0.01,0.15,,,,
8983,SONIC ADVANCE & SONIC PINBALL PARTY COMBO PACK,2005-01-01,Misc,0.1,0.04,0,0,0.15,,,,
8984,BOKTAI: THE SUN IS IN YOUR HAND,2003-01-01,Role-Playing,0.1,0.04,0,0,0.15,7.8,E,8.5,83
8987,DRAWN TO LIFE COLLECTION,2010-01-01,Misc,0.14,0,0,0.01,0.15,,,,
8988,GUILTY GEAR X2 #RELOAD,2004-01-01,Fighting,0.11,0.03,0,0.01,0.15,,,7.7,86
8989,WIZARDRY VII: GADEIA NO HOUSHU,1995-01-01,Role-Playing,0,0,0.14,0.01,0.15,,,,
8992,ELF: THE MOVIE,2004-01-01,Action,0.1,0.04,0,0,0.15,,,,
8993,METAL SLUG 7,2008-01-01,Shooter,0.13,0,0.01,0.01,0.15,6.9,T,7.2,70
8995,TAMAGOTCHI NO APPARE! NIJI VENTURE,2007-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
8996,GRABBED BY THE GHOULIES,2003-01-01,Action,0.11,0.03,0,0.01,0.14,,,7.6,66
8997,YS: THE OATH IN FELGHANA,2010-01-01,Role-Playing,0.09,0,0.04,0.01,0.14,8.2,T,7.9,73
8998,SHADOW HEARTS: FROM THE NEW WORLD,2005-01-01,Role-Playing,0.07,0.06,0,0.02,0.14,7.6,T,8.1,76
8999,MEGA MAN POWERED UP,2006-01-01,Platform,0.12,0.01,0,0.02,0.14,8.7,E,7.6,82
9000,CSI: 3 DIMENSIONS OF MURDER,2007-01-01,Adventure,0.07,0.06,0,0.02,0.14,,,,
9001,BARBARIAN,2002-01-01,Fighting,0.07,0.06,0,0.02,0.14,,,,
9002,QUICKSPOT,2006-01-01,Misc,0.02,0,0.13,0,0.14,,,,
9004,TENNIS NO OJI-SAMA: AIM AT THE VICTORY!,2002-01-01,Sports,0,0,0.14,0,0.14,,,,
9005,CALL OF DUTY: GHOSTS,2005-01-01,Racing,14.92,9.05,0.48,2.92,27.38,6.9,M,2.1,68
9006,"LUNAR 2: ETERNAL BLUE(SALES, BUT WRONG SYSTEM)",1994-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9008,PIPE DREAMS 3D,2001-01-01,Puzzle,0.08,0.05,0,0.01,0.14,,,,
9009,DERBY STALLION GOLD,2014-01-01,Sports,0,0,0.14,0,0.14,,,,
9012,FOX SPORTS GOLF '99,1997-01-01,Sports,0.08,0.05,0,0.01,0.14,,,,
9013,SENGOKU BASARA: SAMURAI HEROES,2009-01-01,Shooter,0.25,0.06,0.6,0.04,0.95,6,T,8,61
9015,SAKURA WARS GB,2000-01-01,Adventure,0,0,0.14,0,0.14,,,,
9017,RAYMAN 3,2003-01-01,Platform,0.1,0.04,0,0,0.14,7.9,E,7.5,83
9019,THE FIFTH ELEMENT,1998-01-01,Action,0.08,0.05,0,0.01,0.14,3.7,T,,
9021,TERMINATOR SALVATION,2010-01-01,Simulation,0.26,0.47,0.01,0.15,0.89,5,T,4,43
9023,ADRENALIN MISFITS,2010-01-01,Racing,0.12,0.02,0,0.01,0.14,4.7,E,,
9024,OKAERI! CHIBI-ROBO! HAPPY RICHIE OOSOUJI,2009-01-01,Adventure,0,0,0.14,0,0.14,,,,
9025,WILD ARMS 4,2005-01-01,Role-Playing,0.07,0.06,0,0.02,0.14,6.6,T,6.8,69
9026,HAUNTED HOUSE,2010-01-01,Action,0.13,0,0,0.01,0.14,,,,
9030,SUPER ROBOT TAISEN OG SAGA: ENDLESS FRONTIER (JP SALES),2008-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9031,SENGOKU MUSOU 3 EMPIRES,2011-01-01,Action,0,0,0.14,0,0.14,,,,
9033,THUNDER TRUCK RALLY,1997-01-01,Racing,0.08,0.05,0,0.01,0.14,,,,
9035,KLONOA: EMPIRE OF DREAMS,2001-01-01,Platform,0.1,0.04,0,0,0.14,8.6,E,,
9037,DRAGON AGE: ORIGINS - ULTIMATE EDITION,2010-01-01,Role-Playing,0,0.12,0,0.02,0.14,,,,
9040,IRON & BLOOD,1996-01-01,Fighting,0.08,0.05,0,0.01,0.14,,,,
9046,PHANTOM BRAVE,2004-01-01,Role-Playing,0.07,0.05,0,0.02,0.14,,,7.9,81
9048,ARMA II,2009-01-01,Shooter,0,0.12,0,0.03,0.14,,,7.5,77
9049,CHAMPIONSHIP MOTOCROSS 2001 FEATURING RICKY CARMICHAEL,2001-01-01,Racing,0.08,0.05,0,0.01,0.14,6.8,E,,
9050,KENKA BANCHOU 5: OTOKO NO HOUSOKU,2011-01-01,Action,0,0,0.14,0,0.14,,,,
9052,DOSHIN THE GIANT,2002-01-01,Simulation,0,0,0.14,0,0.14,,,,
9053,SHREK 2 AND SHARK TALE 2-IN-1 PACK,2005-01-01,Misc,0.1,0.04,0,0,0.14,,,,
9054,STAR OCEAN: BLUE SPHERE,2001-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9056,DESTROY ALL HUMANS! BIG WILLY UNLEASHED,2008-01-01,Action,0.13,0,0,0.01,0.14,5.3,T,7,53
9057,AGE OF EMPIRES: COLLECTOR'S EDITION,2000-01-01,Strategy,0.02,0.1,0,0.02,0.14,,,,
9059,KAMEN RIDER RYUKI,2002-01-01,Action,0,0,0.13,0.01,0.14,,,,
9060,FRONT MISSION ALTERNATIVE,1997-01-01,Strategy,0,0,0.13,0.01,0.14,,,,
9061,WORLD CHAMPIONSHIP POKER: HOWARD LEDERER - ALL IN,2006-01-01,Misc,0.13,0,0,0.01,0.14,5.1,T,,
9063,CAVE STORY 3D,2011-01-01,Platform,0.09,0.03,0.01,0.01,0.14,8.2,E10,7.6,82
9065,SUPER DODGEBALL BRAWLERS,2008-01-01,Sports,0.13,0,0,0.01,0.14,,,,
9066,VICTORIOUS BOXERS: REVOLUTION,2007-01-01,Fighting,0.07,0,0.06,0.01,0.14,5.8,T,5.4,59
9067,RECORD OF AGAREST WAR 2,2010-01-01,Role-Playing,0.09,0,0.04,0.01,0.14,,,,
9069,POWER STONE,1998-01-01,Fighting,0,0,0.14,0,0.14,8.6,T,,
9070,JONNY MOSELEY MAD TRIX,2001-01-01,Sports,0.07,0.05,0,0.02,0.14,,,5.7,44
9072,UTA NO * PRINCE-SAMA: REPEAT,2011-01-01,Adventure,0,0,0.14,0,0.14,,,,
9073,SENRAN KAGURA BURST: GUREN NO SH?JO-TACHI,2012-01-01,Action,0,0,0.14,0,0.14,,,,
9074,TETRIS WORLDS,2004-01-01,Misc,2.53,1.14,0,0.34,4.01,4.6,E,5.6,47
9075,CAKE MANIA 3,2009-01-01,Simulation,0.13,0,0,0.01,0.14,,,,
9076,.HACK//LINK,2010-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9081,CLASS OF HEROES,2008-01-01,Role-Playing,0.06,0,0.08,0.01,0.14,5.4,T,7.1,61
9082,MOBILE SUIT GUNDAM,2010-01-01,Action,0,0,0.83,0.03,0.86,,,,
9084,THE LEGEND OF HEROES II: PROPHECY OF THE MOONLIGHT WITCH,2004-01-01,Role-Playing,0.03,0,0.11,0,0.14,,,7.3,63
9085,CRANIUM KABOOKII,2007-01-01,Misc,0.13,0,0,0.01,0.14,,,5.4,64
9089,TRINITY: SOULS OF ZILL O'LL,2010-01-01,Role-Playing,0.06,0.03,0.03,0.02,0.14,5.5,T,6.4,55
9090,MARY-KATE AND ASHLEY: WINNERS CIRCLE,2001-01-01,Action,0.08,0.05,0,0.01,0.14,,,,
9091,PARAPPA THE RAPPER 2,2001-01-01,Misc,0.07,0.05,0,0.02,0.14,,,7.3,67
9092,HEXYZ FORCE,2009-01-01,Role-Playing,0.07,0,0.06,0.01,0.14,6.7,T,7.3,68
9093,OUTRUN 2,2004-01-01,Racing,0.11,0.03,0,0.01,0.14,,,,
9097,SOUKAIGI,1998-01-01,Role-Playing,0,0,0.13,0.01,0.14,,,,
9098,NARUTO SHIPPUDEN: NINJA DESTINY 3,2006-01-01,Fighting,0,0.01,0.13,0,0.14,,,,
9099,XEVIOUS 3D/G+,1997-01-01,Shooter,0.01,0.01,0.11,0.01,0.14,,,,
9102,SHONEN JUMP'S SHAMAN KING: MASTER OF SPIRITS,2004-01-01,Role-Playing,0.1,0.04,0,0,0.14,,,,
9103,PANGYA: FANTASY GOLF,2009-01-01,Sports,0.09,0,0.04,0.01,0.14,,,,
9105,SUMIKKO GURASHI: OMISE HAJIMERUNDESU,2015-01-01,Action,0,0,0.14,0,0.14,,,,
9107,FUR FIGHTERS: VIGGO'S REVENGE,2001-01-01,Action,0.07,0.05,0,0.02,0.14,,,7.3,64
9108,KRULL,1982-01-01,Action,0.13,0.01,0,0,0.14,,,,
9109,YU-GI-OH! MONSTER CAPTURE GB,2000-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9115,MR. DRILLER: DRILL SPIRITS,2004-01-01,Puzzle,0.08,0,0.05,0.01,0.14,,,8,70
9119,ANNO 1701: DAWN OF DISCOVERY,2007-01-01,Simulation,0.07,0.06,0,0.02,0.14,8,E,7.4,78
9124,T.R.A.G. - TACTICAL RESCUE ASSAULT GROUP: MISSION OF MERCY,1998-01-01,Adventure,0.08,0.05,0,0.01,0.14,,,,
9125,NARUTO RPG 2: CHIDORI VS RASENGAN,2005-01-01,Role-Playing,0,0,0.14,0,0.14,,,,
9126,DESTRUCTION DERBY RAW,2000-01-01,Racing,0.08,0.05,0,0.01,0.14,,,6.6,69
9127,PROJECT V6,1998-01-01,Strategy,0,0,0.13,0.01,0.14,,,,
9128,FARMING SIMULATOR 2012,2012-01-01,Action,0,0.12,0,0.02,0.14,,,,
9131,AKIBA'S TRIP,2011-01-01,Adventure,0,0,0.14,0,0.14,,,,
9132,BRAVO AIR RACE,1997-01-01,Racing,0.08,0.05,0,0.01,0.14,5.3,E,,
9133,ONIMUSHA ESSENTIALS,2008-01-01,Action,0.07,0.05,0,0.02,0.14,,,,
9135,GUNDAM: THE BATTLE MASTER,1997-01-01,Fighting,0,0,0.13,0.01,0.14,,,,
9137,¡SHIN CHAN FLIPA EN COLORES!,2007-01-01,Platform,0,0,0.14,0,0.14,,,,
9139,ETERNAL POISON,2008-01-01,Role-Playing,0.07,0.05,0,0.02,0.14,,,8.5,65
9140,LORD OF THE RINGS: TACTICS,2005-01-01,Strategy,0.11,0.02,0,0.02,0.14,6.9,T,,
9143,GUNGRAVE: OVERDOSE,2004-01-01,Shooter,0.07,0.05,0,0.02,0.14,,,8.9,68
9144,KIDOU SENSHI GUNDAM: SHIN GIHREN NO YABOU,2011-01-01,Strategy,0,0,0.14,0,0.14,,,,
9146,YOUR SHAPE: FITNESS EVOLVED 2013,2012-01-01,Action,0.06,0.07,0,0.01,0.14,,,6.3,76
9148,NBA SHOOTOUT 2002,2001-01-01,Sports,0.08,0.05,0,0.01,0.14,,,,
9149,SINGSTAR VOL. 3,2008-01-01,Misc,0,0.11,0,0.03,0.14,,,,
9150,THE GRANSTREAM SAGA,1997-01-01,Role-Playing,0.08,0.05,0,0.01,0.14,7.6,T,,
9152,"HOLY INVASION OF PRIVACY, BADMAN! WHAT DID I DO TO DESERVE THIS?",2007-01-01,Role-Playing,0,0,0.13,0,0.14,6.9,T,,
9154,MICRO MACHINES 64 TURBO,1999-01-01,Racing,0.11,0.03,0,0,0.14,,,,
9155,BASSMASTERS 2000,1999-01-01,Sports,0.11,0.03,0,0,0.14,,,,
9160,FATE/UNLIMITED CODES,2008-01-01,Fighting,0,0,0.14,0,0.14,7.6,T,7.8,72
9161,ATARI'S GREATEST HITS: VOLUME 1,2010-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9162,THE OPERATIVE: NO ONE LIVES FOREVER,2002-01-01,Shooter,0.07,0.05,0,0.02,0.14,6.8,T,8.4,67
9164,EPIDEMIC,1995-01-01,Shooter,0.02,0.01,0.1,0.01,0.14,,,,
9167,BUCK FEVER,2009-01-01,Sports,0.13,0,0,0.01,0.14,,,,
9168,NCAA BASKETBALL FINAL FOUR 97,1997-01-01,Sports,0.08,0.05,0,0.01,0.14,,,,
9171,THE BOMBING ISLANDS,1997-01-01,Platform,0.08,0.05,0,0.01,0.14,,,,
9176,GYAKUTEN SAIBAN 2,2002-01-01,Action,0,0,0.14,0,0.14,,,,
9180,MICRO MACHINES,2002-01-01,Racing,0.07,0.05,0,0.02,0.14,,,,
9181,DETECTIVE BARBIE: THE MYSTERY CRUISE,1999-01-01,Adventure,0.08,0.05,0,0.01,0.14,,,,
9182,JIM HENSON'S THE MUPPETS: ON WITH THE SHOW!,2003-01-01,Action,0.1,0.04,0,0,0.14,6.3,E,,
9184,VALHALLA KNIGHTS: ELDAR SAGA,2009-01-01,Role-Playing,0.1,0.01,0.01,0.01,0.14,3.5,T,6.7,35
9185,LIPS: I LOVE THE 80S,2010-01-01,Misc,0,0.12,0,0.02,0.14,,,,
9186,MONSTER HUNTER DIARY: POKA POKA AIROU VILLAGE DX,2015-01-01,Action,0,0,0.14,0,0.14,,,,
9187,FRANK THOMAS BIG HURT BASEBALL,1996-01-01,Sports,0.08,0.05,0,0.01,0.14,,,,
9188,TIM BURTON'S THE NIGHTMARE BEFORE CHRISTMAS: THE PUMPKIN KING,2005-01-01,Platform,0.1,0.04,0,0,0.14,,,,
9189,POWER PRO KUN POCKET 8,2005-01-01,Sports,0,0,0.14,0,0.14,,,,
9191,ENCLAVE,2002-01-01,Adventure,0.11,0.03,0,0.01,0.14,,,7,71
9194,DINO CRISIS 3,2003-01-01,Action,0.08,0.03,0.03,0,0.14,,,3.6,51
9196,ZOOBLES! SPRING TO LIFE!,2011-01-01,Misc,0.1,0.02,0,0.01,0.14,,,,
9198,THE KING OF FIGHTERS '94 (CD),1993-01-01,Fighting,0,0,0.14,0,0.14,,,,
9199,BORDERLANDS,2014-01-01,Adventure,3.6,1.49,0.03,0.62,5.73,8.2,M,7.7,81
9200,MASTER JIN JIN'S IQ CHALLENGE,2006-01-01,Misc,0.13,0,0,0.01,0.14,,,,
9204,BARBIE EXPLORER,2001-01-01,Platform,0.08,0.05,0,0.01,0.14,,,,
9206,MADDEN NFL 10,2005-01-01,Platform,6.56,0.34,0,0.67,7.57,7.5,E,6.1,85
9209,AGILE WARRIOR F-111X,1995-01-01,Simulation,0.08,0.05,0,0.01,0.14,,,,
9211,JIKKYOU POWERFUL PRO YAKYUU WII,2007-01-01,Sports,0,0,0.14,0,0.14,,,,
9212,REALITY FIGHTERS,2012-01-01,Fighting,0.06,0.06,0,0.03,0.14,,,3.8,54
9213,DYNASTY WARRIORS 7: EMPIRES,2012-01-01,Action,0,0,0.14,0,0.14,,,,
9218,NINJATOWN,2008-01-01,Strategy,0.12,0,0,0.01,0.14,,,8.3,80
9219,STAR WARS: JEDI POWER BATTLES,2002-01-01,Action,0.1,0.04,0,0,0.14,,,,
9220,ULTIMATE MUSCLE - THE KINNIKUMAN LEGACY: LEGENDS VS NEW GENERATION,2002-01-01,Fighting,0.04,0.01,0.08,0,0.14,8,T,,
9221,HARD ROCK CASINO,2007-01-01,Misc,0.12,0,0,0.01,0.14,3.8,T,,
9222,SPACE VENUS STARRING MORNING MUSUME,2001-01-01,Misc,0,0,0.14,0,0.14,,,,
9223,TO HEART,1999-01-01,Adventure,0,0,0.13,0.01,0.14,,,,
9224,WILD ARMS XF,2007-01-01,Role-Playing,0.07,0,0.06,0.01,0.14,6.4,E10,6.8,64
9225,DOUKYUUSEI,1995-01-01,Adventure,0,0,0.14,0,0.14,,,,
9226,ROCKMAN & FORTE,1998-01-01,Platform,0,0,0.14,0,0.14,,,,
9230,YU-GI-OH! NIGHTMARE TROUBADOUR (JP SALES),2005-01-01,Action,0,0.04,0.1,0,0.14,,,,
