rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
14654,NISENOCHIGIRI: OMOIDE NO SAKI E,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14658,BATTLEFIELD VIETNAM,2004-01-01,Shooter,0,0.02,0,0,0.03,8.5,T,7.5,84
14659,IN COLD BLOOD,2000-01-01,Adventure,0.02,0.01,0,0,0.03,,,7.1,67
14660,MEGA MINIS VOLUME 2,2011-01-01,Misc,0,0.02,0,0.01,0.03,,,,
14661,KAMIGAMI NO ASOBI,2013-01-01,Adventure,0,0,0.03,0,0.03,,,,
14663,KONG: KING OF ATLANTIS,2005-01-01,Action,0.02,0.01,0,0,0.03,,,,
14664,KIDOU SENSHI V GUNDAM,1994-01-01,Action,0,0,0.03,0,0.03,,,,
14665,GANBARE GOEMON: TOUKAI DOUCHUU OOEDO TENGURIGAESHI NO MAKI,2005-01-01,Action,0,0,0.03,0,0.03,,,,
14666,THE SETTLERS II 10TH ANNIVERSARY,2006-01-01,Action,0,0.02,0,0,0.03,,,,
14667,WRESTLE ANGELS: SURVIVOR 2,2008-01-01,Fighting,0,0,0.03,0,0.03,,,,
14672,BETTY BOOP'S DOUBLE SHIFT,2007-01-01,Puzzle,0.03,0,0,0,0.03,,,,
14673,WARHAMMER: MARK OF CHAOS,2006-01-01,Strategy,0,0.02,0,0,0.03,,,7.2,73
14674,TSUKU MONOGATARI,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14675,VITAMIN Z,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14676,KAITOU TENSHI TWIN ANGEL: TOKI TO SEKAI NO MEIKYUU,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14677,SHIN KOIHIME MUSOU: OTOME RYOURAN * SANGOKUSHI ENGI - WU-HEN,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14678,HARUKANARU TOKI NO NAKA DE 5: KAZAHANAKI,2012-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14680,NOBUNAGA NO YABOU DS 2,2008-01-01,Strategy,0,0,0.03,0,0.03,,,,
14681,THE IDOLM@STER: GRAVURE FOR YOU! VOL. 6,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14684,SECRETS OF THE TITANIC,2012-01-01,Action,0,0.02,0,0,0.03,,,,
14685,METAL SAGA: HAGANE NO KISETSU,2006-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14686,ANIMANIACS: THE GREAT EDGAR HUNT,2005-01-01,Platform,0.02,0.01,0,0,0.03,,,,
14689,DREAM CLUB ZERO PORTABLE,2011-01-01,Simulation,0,0,0.03,0,0.03,,,,
14691,COSSACKS: EUROPEAN WARS,2001-01-01,Strategy,0,0.02,0,0,0.03,,,8.2,74
14692,THE ISLAND OF DR. FRANKENSTEIN,2009-01-01,Adventure,0.03,0,0,0,0.03,,,,
14693,TV TOTAL EVENTS,2011-01-01,Misc,0,0.02,0,0,0.03,,,,
14694,BATTLE ARENA TOSHINDEN URA,1995-01-01,Fighting,0,0,0.03,0,0.03,,,,
14695,DARIUS BURST: CHRONICLE SAVIOURS,2016-01-01,Action,0,0,0.03,0,0.03,,,,
14697,LABYRINTH CROSS BLOOD: INFINITY,2013-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14698,PRINCE OF PERSIA (2008),2008-01-01,Action,0,0.02,0,0,0.03,,,,
14700,HOTBRAIN,2007-01-01,Puzzle,0.02,0,0,0,0.03,,,,
14703,MECHASSAULT: PHANTOM WAR,2006-01-01,Simulation,0.03,0,0,0,0.03,,,4.5,66
14704,MAGICKA,2011-01-01,Role-Playing,0,0.02,0,0.01,0.03,7.6,T,7.6,74
14706,MOTO RACER DS,2008-01-01,Racing,0,0.02,0,0,0.03,,,,
14707,THE LAST GUY,2009-01-01,Action,0,0,0.03,0,0.03,7.2,E10,6.8,77
14709,AKANE IRO NI SOMARU SAKA PARALLEL,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14710,OTOME WA OANESAMA NI KOI SHITERU PORTABLE: 2-JIN NO ELDER,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14711,MONSTER HUNTER FRONTIER ONLINE: FORWARD 1,2011-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14712,X3: TERRAN CONFLICT,2008-01-01,Simulation,0,0.02,0,0.01,0.03,,,7.9,73
14713,TIMESHOCK! PRO PINBALL,1998-01-01,Misc,0.02,0.01,0,0,0.03,,,,
14716,STARRY ? SKY: IN WINTER,2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14717,LITTLE BEARS,2009-01-01,Simulation,0.03,0,0,0,0.03,,,,
14718,RUSH HOUR,1997-01-01,Misc,0.02,0.01,0,0,0.03,,,,
14719,PRO CAST SPORTS FISHING,2003-01-01,Sports,0.02,0.01,0,0,0.03,,,,
14720,GINTAMA: BANJI OKU CHUUBU!,2007-01-01,Action,0,0,0.03,0,0.03,,,,
14722,SAKA AGARI HURRICANE PORTABLE,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14723,NEGIMA!? DREAM TACTIC YUMEMIRU OTOME PRINCESS,2007-01-01,Strategy,0,0,0.03,0,0.03,,,,
14724,KING ARTHUR II,2011-01-01,Strategy,0,0.02,0,0,0.03,,,,
14730,"HANAYAKA KANA, WARE GA ICHIZOKU TWIN PACK",2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14732,GUILD WARS: NIGHTFALL,2006-01-01,Role-Playing,0,0.02,0,0.01,0.03,8,T,,
14735,MY ANIMAL CENTRE,2009-01-01,Simulation,0,0.02,0,0,0.03,,,,
14736,ECO CREATURES: SAVE THE FOREST,2007-01-01,Adventure,0.03,0,0,0,0.03,,,,
14736,LOCOROCO,2007-01-01,Adventure,0.42,0.15,0.48,0.12,1.17,8.1,E,7.1,79
14736,GOLDEN SUN: DARK DAWN,2007-01-01,Adventure,3.36,0.66,0.78,0.3,5.04,8,E10,8.2,79
14736,SOULCALIBUR IV,2007-01-01,Adventure,9.84,5.1,1.26,2.1,18.36,8.3,T,7.8,85
14737,KINTAIHI SHOUNEN NO JIKEN: KYAKUSEN ERIS-GOU NO SANGEKI,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14738,KAIZOKU SENTAI GOKAIGER: ATSUMETE HENSHIN! 35 SENTAI!,2011-01-01,Action,0,0,0.03,0,0.03,,,,
14739,DRAGON TAMER: SOUND SPIRIT,2007-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14742,LA PUCELLE: RAGNAROK,2009-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14743,KINIRO NO CORDA 2 F ENCORE,2009-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14744,DARIUS II,1995-01-01,Shooter,0,0,0.03,0,0.03,,,,
14746,ROLLERCOASTER TYCOON 2: TRIPLE THRILL PACK,2003-01-01,Strategy,0,0.02,0,0.01,0.03,,,,
14747,BLEACH: SOUL CARNIVAL 2,2009-01-01,Fighting,0,0,0.03,0,0.03,,,,
14748,PARAPARAPARADISE,2001-01-01,Misc,0,0,0.03,0,0.03,,,,
14749,TIGER & BUNNY: ON-AIR JACK!,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14751,EUREKA SEVEN AO: JUNGFRAU NO HANABANATACHI,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14752,WARSHIP GUNNER 2,2006-01-01,Simulation,0.01,0.01,0,0,0.03,,,8.5,62
14753,GOTCHA FORCE,2003-01-01,Shooter,0.01,0,0.01,0,0.03,5.8,E,8.5,56
14754,THE BATTLE OF YUU YUU HAKUSHO: SHITOU! ANKOKU BUJUTSUKAI! 120%,2007-01-01,Fighting,0,0,0.03,0,0.03,,,,
14759,THE PERFECT GOLF,1995-01-01,Sports,0,0,0.03,0,0.03,,,,
14760,LET'S SING 2016,2015-01-01,Action,0.02,0,0,0.01,0.03,,,,
14761,WRESTLE KINGDOM,2006-01-01,Fighting,0,0,0.03,0,0.03,,,,
14762,DEMON DRIVER: TIME TO BURN RUBBER!,2003-01-01,Racing,0.02,0.01,0,0,0.03,,,,
14764,BIGFOOT KING OF CRUSH,2011-01-01,Racing,0.02,0,0,0,0.03,,,,
14765,NHL FACEOFF 2001,2003-01-01,Puzzle,0.23,0.16,0,0.04,0.43,4.6,E,4,57
14768,MAHOU SENSEI NEGIMA! KAGAI JUGYOU ~OTOME NO DOKIDOKI BEACHSIDE~,2006-01-01,Adventure,0,0,0.03,0,0.03,,,,
14769,NEKKETSU KOUHA KUNIO-KUN SP: RANTOU KYOUSOUKYOKU,2013-01-01,Fighting,0,0,0.03,0,0.03,,,,
14770,THE SIMS 2: BON VOYAGE,2007-01-01,Simulation,0.01,0.01,0,0,0.03,,,7.4,74
14772,DARK SOULS,2008-01-01,Adventure,1.39,0.88,0.54,0.32,3.14,9,M,8.7,89
14773,BROTHERS CONFLICT: PASSION PINK,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14774,KURYUU YOUMA GAKUENKI RECHARGE,2006-01-01,Adventure,0,0,0.03,0,0.03,,,,
14775,MY FROGGER: TOY TRIALS,2006-01-01,Action,0.02,0,0,0,0.03,,,6,66
14776,JET GRIND RADIO,2003-01-01,Action,0.02,0.01,0,0,0.03,7.1,E,8,74
14778,STRIKE WITCHES: AOI NO DENGEKISEN - SHIN TAICHOU FUNTOUSURU!,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14779,3DS CLASSIC COLLECTION,2016-01-01,Misc,0.02,0,0,0,0.03,,,,
14782,THE ADVENTURES OF LOMAX,1996-01-01,Platform,0.01,0.01,0,0,0.03,,,,
14783,NEVERWINTER NIGHTS DIAMOND,2004-01-01,Role-Playing,0,0.02,0,0,0.03,,,,
14784,DIVINITY II: FLAMES OF VENGEANCE,2010-01-01,Role-Playing,0,0.02,0,0.01,0.03,,,,
14785,UNDER THE SKIN,2004-01-01,Action,0.01,0.01,0,0,0.03,,,,
14786,BATTLEFIELD 2142,2006-01-01,Shooter,0,0.02,0,0,0.03,,,6.8,80
14787,KABU TRADER SHUN,2007-01-01,Action,0,0,0.03,0,0.03,,,,
14789,POY POY,1997-01-01,Action,0.01,0.01,0,0,0.03,,,,
14790,HERMIE HOPPERHEAD: SCRAP PANIC,1995-01-01,Platform,0,0,0.02,0,0.03,,,,
14793,DRUMMANIA 7TH MIX,2001-01-01,Simulation,0,0,0.03,0,0.03,,,,
14794,RUNABOUT 3: NEO AGE,2002-01-01,Racing,0,0,0.03,0,0.03,,,,
14795,AMNESIA WORLD,2014-01-01,Adventure,0,0,0.03,0,0.03,,,,
14799,GUILD WARS,2005-01-01,Role-Playing,0.02,0,0,0,0.03,8.7,T,8.4,89
14800,CLANNAD: MITSUMI MAMORU SAKAMICHI DE - GEKAN,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14802,SENGOKU EFUDA YUUGI: HOTOTOGISU TAIRAN,2010-01-01,Strategy,0,0,0.03,0,0.03,,,,
14806,TOUCH SHOT! LOVE APPLICATION,2012-01-01,Adventure,0,0,0.03,0,0.03,,,,
14808,GALILEO,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14810,CAPTAIN TSUBASA J: THE WAY TO WORLD YOUTH,1995-01-01,Sports,0,0,0.03,0,0.03,,,,
14811,GRAND SLAM TENNIS 2,2006-01-01,Platform,0.19,0.18,0,0.06,0.43,,,5.3,71
14812,ALIEN BREED TRILOGY,2011-01-01,Shooter,0,0.02,0,0,0.03,,,,
14816,KISUATO,2015-01-01,Adventure,0,0,0.03,0,0.03,,,,
14818,RENEGADE RACERS,1999-01-01,Racing,0.01,0.01,0,0,0.03,,,,
14819,THE LEGEND OF KORRA (3DS),2014-01-01,Strategy,0.02,0,0,0,0.03,,,,
14820,ANIMATES!,2007-01-01,Simulation,0.02,0,0,0,0.03,,,,
14822,FRANKLIN THE TURTLE,2005-01-01,Misc,0.02,0.01,0,0,0.03,,,,
14823,PURE FUTBOL,2015-01-01,Adventure,0.14,0.22,0,0.07,0.42,3.8,E,7.5,46
14824,CATAN,2009-01-01,Strategy,0,0.02,0,0,0.03,7.5,E,7.7,81
14827,GAUNTLET / RAMPART,2005-01-01,Misc,0.02,0.01,0,0,0.03,4,E,,
14828,AGE OF EMPIRES III: GOLD EDITION,2007-01-01,Strategy,0,0.02,0,0.01,0.03,,,,
14831,DREAM GIRL PREMIER,2015-01-01,Misc,0,0,0.03,0,0.03,,,,
14832,RIVER KING: WONDERFUL JOURNEY,2005-01-01,Sports,0.01,0.01,0,0,0.03,,,,
14833,SENRAN KAGURA: BON APPÉTIT!,2014-01-01,Misc,0,0,0.03,0,0.03,,,,
14834,DUCATI MOTO,2008-01-01,Racing,0.02,0,0,0,0.03,,,,
14835,JUSTICE LEAGUE HEROES: THE FLASH,2006-01-01,Action,0.02,0.01,0,0,0.03,8,E10,7.3,72
14836,POP CUTIE! STREET FASHION SIMULATION (JP SALES),2008-01-01,Simulation,0,0,0.03,0,0.03,,,,
14838,KAWASAKI SNOWMOBILES,2008-01-01,Racing,0.02,0,0,0,0.03,,,,
14839,DUNGEON SIEGE II,2005-01-01,Role-Playing,0,0.02,0,0,0.03,,,7.7,80
14840,BAE YONG-JOON TO MANABU KANKOKUGO DS,2009-01-01,Misc,0,0,0.03,0,0.03,,,,
14841,WORLD WAR II COMBAT: ROAD TO BERLIN,2006-01-01,Shooter,0.02,0.01,0,0,0.03,,,,
14842,METAL SAGA,2005-01-01,Role-Playing,0.01,0.01,0,0,0.03,6.1,T,7.6,62
14843,IMAGINE: SWEET 16,2010-01-01,Simulation,0.02,0,0,0,0.03,,,,
14844,SWAT 4,2005-01-01,Shooter,0,0.02,0,0,0.03,,,8.6,85
14845,LAST ESCORT 2: SHINYA NO AMAI TOGE,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14846,POP'N MUSIC 13 CARNIVAL,2006-01-01,Simulation,0,0,0.03,0,0.03,,,,
14847,MAGICKA COLLECTION,2011-01-01,Adventure,0,0.02,0,0,0.03,,,,
14849,TOKUSHU HOUDOUBU,2012-01-01,Adventure,0,0,0.03,0,0.03,,,,
14851,MY DOITALL,2009-01-01,Misc,0.02,0,0,0,0.03,,,,
14853,SHAKUGAN NO SHANA,2006-01-01,Adventure,0,0,0.03,0,0.03,,,,
14855,I HEART GEEKS,2011-01-01,Puzzle,0.02,0,0,0,0.03,,,,
14859,WAND OF FORTUNE 2: JIKUU NI SHIZUMU MOKUSHIROKU,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14861,HANKOU SHASHIN,1996-01-01,Adventure,0,0,0.03,0,0.03,,,,
14862,MEIQ NO CHIKA NI SHISU: A MAZE TO ERADICATE THEM ALL,2015-01-01,Role-Playing,0,0.01,0.01,0,0.03,,,,
14863,MARKER MAN ADVENTURES,2009-01-01,Platform,0.02,0,0,0,0.03,,,,
14864,CAPCOM DIGITAL COLLECTION,2012-01-01,Action,0.02,0.01,0,0,0.03,,,5.3,65
14867,MONSTER HUNTER FRONTIER ONLINE: FORWARD 2,2011-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14868,MOYASHIMON DS,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14869,A RESSHA DE GYOUKOU 2001,2001-01-01,Simulation,0,0,0.03,0,0.03,,,,
14870,DIABOLIK LOVERS: LUNATIC PARADE,2016-01-01,Adventure,0,0,0.03,0,0.03,,,,
14873,NEVERWINTER NIGHTS 2,2006-01-01,Role-Playing,0,0.02,0,0,0.03,8,T,6.6,82
14875,BATTLEFIELD 1942,2002-01-01,Shooter,0.01,0.01,0,0,0.03,9,T,8.6,89
14877,PITBALL,1996-01-01,Sports,0.01,0.01,0,0,0.03,,,,
14880,D.C. III: DA CAPO III,2013-01-01,Adventure,0,0,0.03,0,0.03,,,,
14882,OCEAN COMMANDER,2009-01-01,Simulation,0.02,0,0,0,0.03,,,,
14884,WAND OF FORTUNE 2 FD: KIMI NI SASAGERU EPILOGUE,2012-01-01,Adventure,0,0,0.03,0,0.03,,,,
14885,GOD EATER OFF SHOT: LINDOW-HEN TWIN PACK & ANIMATION VOL. 2,2015-01-01,Misc,0,0,0.03,0,0.03,,,,
14886,TANK BEAT,2006-01-01,Strategy,0.01,0.01,0,0,0.03,,,5.4,40
14891,TENKAICHI * SENGOKU LOVERS,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14892,DAITO GIKEN KOUSHIKI PACHI-SLOT SIMULATOR HIHOUDEN: TAIYOU O MOTOMERU MONOTACHI,2013-01-01,Misc,0,0,0.03,0,0.03,,,,
14893,JISSEN PACHI-SLOT HISSHOUHOU! HOKUTO NO KEN 2,2007-01-01,Misc,0,0,0.03,0,0.03,,,,
14894,BODE MILLER ALPINE SKIING,2006-01-01,Sports,0.01,0.01,0,0,0.03,,,,
14895,MAHOU SENSEI NEGIMA! PRIVATE LESSON 2: OJAMA SHIMASU PARASITE DE CHU,2006-01-01,Role-Playing,0,0,0.02,0,0.03,,,,
14896,R-TYPE DELTA,1998-01-01,Shooter,0.01,0.01,0,0,0.03,,,,
14897,ANGELIQUE: MAREN NO ROKUKISHI,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14898,SOUL EATER: BATTLE RESONANCE,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14900,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES DS VOL. 3: SHINSEIKI EVANGELION - YAKUSOKU NO TOKI,2008-01-01,Misc,0,0,0.03,0,0.03,,,,
14901,THE GREAT BATTLE GAIDEN 2: MATSURI DA WASSHOI,1994-01-01,Action,0,0,0.03,0,0.03,,,,
14902,JAMES BOND 007: NIGHTFIRE,2007-01-01,Puzzle,2.73,1.71,0.12,0.51,5.06,7.2,T,7.8,78
14904,ROCK 'N' ROLL ADVENTURES,2007-01-01,Platform,0.02,0,0,0,0.03,,,,
14906,NHL BREAKAWAY 98,2009-01-01,Action,0.38,0.07,0,0.01,0.46,,,,
14907,DOKI OKI,1995-01-01,Adventure,0,0,0.02,0,0.03,,,,
14908,GAKUEN ALICE: WAKUWAKU * HAPPY FRIENDS,2007-01-01,Adventure,0,0,0.03,0,0.03,,,,
14909,18 WHEELER: AMERICAN PRO TRUCKER,2012-01-01,Adventure,0.29,0.17,0,0.05,0.51,5,E,5.6,61
14910,KONOHANA 2: TODOKE KANAI REQUIEM,2002-01-01,Adventure,0,0,0.03,0,0.03,,,,
14911,DERBY TIME 2006,2006-01-01,Sports,0,0,0.03,0,0.03,,,,
14912,YUUSHA SHISU.,2016-01-01,Role-Playing,0,0,0.02,0,0.02,,,,
14914,SENJOU NO WALTZ,2014-01-01,Adventure,0,0,0.02,0,0.02,,,,
14915,CHUCK E. CHEESE'S SPORTS GAMES,2011-01-01,Sports,0.02,0,0,0,0.02,,,,
14917,STRONGHOLD 2 DELUXE,2005-01-01,Strategy,0,0.02,0,0,0.02,,,,
14918,MAPLUS: PORTABLE NAVI 3,2009-01-01,Misc,0,0,0.02,0,0.02,,,,
14919,DEATH NOTE: L O TSUGU MONO,2007-01-01,Adventure,0,0,0.02,0,0.02,,,,
14921,PUPPET SHOW 3: LOST TOWN,2011-01-01,Puzzle,0,0.02,0,0,0.02,,,,
14922,STAR WARS: EMPIRE AT WAR - FORCES OF CORRUPTION,2006-01-01,Strategy,0,0.02,0,0,0.02,,,,
14924,OTOMETEKI KOI KAKUMEI * LOVE REVO! PORTABLE,2010-01-01,Adventure,0,0,0.02,0,0.02,,,,
14926,ROOM ZOOM: RACE FOR IMPACT,2004-01-01,Racing,0.02,0.01,0,0,0.02,,,,
14927,YAHARI GAME DEMO ORE NO SEISHUN LOVE-KOME HAMACHI GATTEIRU,2013-01-01,Adventure,0,0,0.02,0,0.02,,,,
14929,GHOST PIRATES OF VOOJU ISLAND,2009-01-01,Adventure,0,0.02,0,0,0.02,,,,
14930,AMERICA OUDAN ULTRA-QUIZ,1995-01-01,Misc,0,0,0.02,0,0.02,,,,
14931,DODONPACHI DAI-OUJOU: BLACK LABEL EXTRA,2009-01-01,Shooter,0,0,0.02,0,0.02,,,,
14932,MIND YOUR LANGUAGE: LEARN ENGLISH! / FRENCH! / GERMAN! / SPANISH! /JAPANESE!,2009-01-01,Misc,0,0.02,0,0,0.02,,,,
14933,PARAWORLD,2006-01-01,Strategy,0,0.02,0,0,0.02,,,8.2,71
14934,TROPICO RELOADED,2009-01-01,Strategy,0,0.02,0,0,0.02,,,,
14935,SHINSEIKI EVANGELION: BATTLE ORCHESTRA,2007-01-01,Fighting,0,0,0.02,0,0.02,,,,
14936,PHARAOH,1998-01-01,Strategy,0,0.02,0,0,0.02,,,,
14937,VAMPIRE MANSION: LINDA HYDE,2011-01-01,Adventure,0,0.02,0,0,0.02,,,,
14938,YES! PRECURE 5 GO GO ZENIN SHU GO! DREAM FESTIVAL,2008-01-01,Action,0,0,0.02,0,0.02,,,,
14939,BATTLEFIELD 2: MODERN COMBAT(JP SALES),2005-01-01,Shooter,0,0,0.02,0,0.02,,,,
14940,THE IDOLMASTER: GRAVURE FOR YOU! VOL.7,2012-01-01,Action,0,0,0.02,0,0.02,,,,
14941,STAKE: FORTUNE FIGHTERS,2003-01-01,Fighting,0.02,0.01,0,0,0.02,,,3.7,26
14944,MY BABY: FIRST STEPS,2010-01-01,Simulation,0.4,0.03,0,0.03,0.46,,,,
14946,POP'N MUSIC 12 IROHA,2006-01-01,Simulation,0,0,0.02,0,0.02,,,,
14947,BEATMANIA IIDX 11: IIDX RED,2006-01-01,Simulation,0,0,0.02,0,0.02,,,,
14948,WARHAMMER ONLINE: AGE OF RECKONING,2008-01-01,Role-Playing,0,0.02,0,0,0.02,,,7.9,86
14950,ROAD TRIP: THE ARCADE EDITION,2002-01-01,Racing,0.02,0,0,0,0.02,,,,
14951,JUUSANSHI ENGI ENGETSU SANGOKUDEN 2,2014-01-01,Action,0,0,0.02,0,0.02,,,,
14953,VIRTUA TENNIS: WORLD TOUR (JP SALES),2005-01-01,Sports,0,0,0.02,0,0.02,,,,
14955,ANO HI MITA HANA NO NAMAE O BOKUTACHI WA MADA SHIRANAI,2012-01-01,Action,0,0,0.02,0,0.02,,,,
14956,COLD WAR,2005-01-01,Shooter,0.02,0.01,0,0,0.02,,,6,64
14957,STEEL BATTALION: LINE OF CONTACT,2004-01-01,Simulation,0.02,0.01,0,0,0.02,,,8,70
14959,KEN TO MAHOU TO GAKUEN MONO. 2G,2010-01-01,Role-Playing,0,0,0.02,0,0.02,,,,
14960,NBA STARTING FIVE,2002-01-01,Sports,0.02,0.01,0,0,0.02,,,7.3,53
14961,KAMI NARU KIMI TO,2011-01-01,Adventure,0,0,0.02,0,0.02,,,,
14962,SPY HUNTER: NOWHERE TO RUN,2006-01-01,Racing,0.01,0.01,0,0,0.02,,,4,51
14964,IKKI TOUSEN: ELOQUENT FIST,2008-01-01,Fighting,0,0,0.02,0,0.02,,,,
14967,DISNEY'S MAGICAL QUEST 3 STARRING MICKEY AND DONALD,2003-01-01,Action,0.02,0.01,0,0,0.02,6.5,E,,
14968,CHILI CON CARNAGE,2007-01-01,Shooter,0,0.02,0,0.01,0.02,,,7.5,74
14969,BUS SIMULATOR 16,2016-01-01,Simulation,0,0.02,0,0,0.02,,,6,46
14970,RENGOKU II:  THE STAIRWAY TO H.E.A.V.E.N.,2006-01-01,Action,0.02,0,0,0,0.02,,,,
14971,TEDDY TOGETHER,2016-01-01,Simulation,0,0.02,0,0,0.02,,,,
14972,PONY LUV,2008-01-01,Simulation,0.02,0,0,0,0.02,,,,
14973,STRIKE WITCHES 2: IYASU NAOSU PUNIPUNISURU,2010-01-01,Action,0,0,0.02,0,0.02,,,,
14974,OMEGA QUINTET,2014-01-01,Role-Playing,0,0,0.02,0,0.02,,,7.1,58
14975,TV ANIME IDOLM@STER: CINDERELLA GIRLS G4U! PACK VOL.1,2015-01-01,Action,0,0,0.02,0,0.02,,,,
14976,DEMIGOD,2009-01-01,Strategy,0,0.02,0,0,0.02,7.2,T,7.7,76
14979,BUNMEI HARUKA: AOIZA IBUNROKU,2011-01-01,Action,0,0,0.02,0,0.02,,,,
14980,TV ANIME IDOLM@STER: CINDERELLA GIRLS G4U! PACK VOL.6,2015-01-01,Adventure,0,0,0.02,0,0.02,,,,
14982,VANTAGE MASTER PORTABLE,2008-01-01,Role-Playing,0,0,0.02,0,0.02,,,,
14983,LILPRI DS: HIME-CHEN! APPLE PINK,2010-01-01,Adventure,0,0,0.02,0,0.02,,,,
14984,STAR TREK ONLINE,2010-01-01,Role-Playing,0,0.02,0,0,0.02,5.9,T,6.2,66
14985,RAPALA FOR KINECT,2011-01-01,Sports,0,0.02,0,0,0.02,,,,
14988,DIABOLIK LOVERS: VANDEAD CARNIVAL,2014-01-01,Action,0,0,0.02,0,0.02,,,,
14989,O.M.G. 26 - OUR MINI GAMES,2007-01-01,Puzzle,0.02,0,0,0,0.02,,,,
14991,AMF XTREME BOWLING,2006-01-01,Sports,0.01,0.01,0,0,0.02,,,,
14993,BOMBERMAN FANTASY RACE,1998-01-01,Racing,0.01,0.01,0,0,0.02,6.3,E,,
14995,CARNAGE HEART EXA,2010-01-01,Strategy,0,0,0.02,0,0.02,,,,
14996,TROPICO 4: MODERN TIMES,2012-01-01,Strategy,0,0.02,0,0,0.02,,,7.7,78
14997,EUROPA UNIVERSALIS III COMPLETE,2008-01-01,Strategy,0,0.02,0,0,0.02,,,,
14998,BUGRIDERS: THE RACE OF KINGS,1997-01-01,Racing,0.01,0.01,0,0,0.02,3,E,,
14999,BUST-A-MOVE,1994-01-01,Puzzle,0,0,0.02,0,0.02,,,,
15003,WANGAN MIDNIGHT PORTABLE,2007-01-01,Racing,0,0,0.02,0,0.02,,,,
15004,CROSS ANGE: TENSHI TO RYUU NO RONDO TR.,2015-01-01,Action,0,0,0.02,0,0.02,,,,
15005,CANVAS 2,2006-01-01,Adventure,0,0,0.02,0,0.02,,,,
15006,MEMORIES OFF: SOREKARA AGAIN,2006-01-01,Adventure,0,0,0.02,0,0.02,,,,
15007,SEGA SUPERSTARS TENNIS,2008-01-01,Shooter,2.55,2.08,0,0.85,5.49,6.2,E,6.7,67
15009,KENKA BANCHO OTOME,2016-01-01,Action,0,0,0.02,0,0.02,,,,
15010,SUPERMODEL MAKEOVER BY LAUREN LUKE,2009-01-01,Simulation,0,0.02,0,0,0.02,,,,
15014,PETER PAN IN DISNEY'S RETURN TO NEVER LAND,2002-01-01,Platform,0.01,0.01,0,0,0.02,,,,
15015,FERRARI CHALLENGE TROFEO PIRELLI DELUXE,2009-01-01,Racing,0,0.02,0,0,0.02,,,,
15016,XENOSAGA I·II,2006-01-01,Role-Playing,0,0,0.02,0,0.02,,,,
15017,SIMCITY SOCIETIES,2007-01-01,Simulation,0,0.02,0,0,0.02,,,4.3,63
15018,MESAZE!! TSURI MASTER: SEKAI NI CHALLENGE! HEN,2008-01-01,Sports,0,0,0.02,0,0.02,,,,
15020,FISHDOM 2 DELUXE,2010-01-01,Puzzle,0,0.02,0,0.01,0.02,,,,
15021,KUUSEN II,2004-01-01,Simulation,0,0,0.02,0,0.02,,,,
15022,CROSS CHANNEL: IN MEMORY OF ALL PEOPLE,2011-01-01,Adventure,0,0,0.02,0,0.02,,,,
15027,ARE YOU ALICE?,2011-01-01,Adventure,0,0,0.02,0,0.02,,,,
15029,STRONGHOLD CRUSADER EXTREME,2008-01-01,Strategy,0,0.02,0,0,0.02,4.3,T,,
15030,KENSEI: SACRED FIST,1997-01-01,Fighting,0.01,0.01,0,0,0.02,5.7,T,,
15032,OKASHI NA SHIMA NO PETER PAN: SWEET NEVER LAND,2011-01-01,Adventure,0,0,0.02,0,0.02,,,,
15033,URAKATA HAKUOKI,2013-01-01,Adventure,0,0,0.02,0,0.02,,,,
