rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,0.37,0.35,0,0.07,0.8,Sega,7.7,,E,
2578,Goldeneye 007: Reloaded,PS3,2011,Shooter,0.33,0.35,0,0.13,0.8,Activision,7.4,,T,
2579,NBA 2K16,PS3,2015,Sports,0.44,0.19,0.03,0.13,0.8,Take-Two Interactive,8.3,,E10,
2582,Prince of Persia: Warrior Within,XB,2004,Action,0.48,0.28,0,0.04,0.8,Ubisoft,8.2,,M,
2584,Darksiders II,X360,2012,Action,0.45,0.28,0,0.07,0.8,THQ,7.8,,M,
2585,Resident Evil: Revelations,PS3,2013,Action,0.14,0.32,0.22,0.12,0.8,Capcom,7,,M,
2586,Rayman Raving Rabbids 2,DS,2007,Misc,0.73,0.01,0,0.06,0.8,Ubisoft,6.6,,E10,
2588,PES 2009: Pro Evolution Soccer,PSP,N/A,Sports,0.04,0.33,0.26,0.17,0.8,Konami Digital Entertainment,7.3,,E,
2589,Need for Speed: Hot Pursuit 2,GC,2002,Racing,0.68,0.09,0,0.02,0.8,Electronic Arts,6.7,,E,
2590,Star Wars: The Force Unleashed II,Wii,2010,Action,0.54,0.19,0,0.06,0.8,LucasArts,4,,T,
2591,Band Hero,X360,2009,Misc,0.51,0.22,0,0.07,0.8,Activision,6,,E10,
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,0.39,0.22,0.13,0.06,0.8,Nintendo,5.9,,E,
2595,Sniper: Ghost Warrior,PS3,2011,Shooter,0.26,0.36,0.04,0.14,0.8,City Interactive,4.3,,M,
2596,The Godfather II,X360,2009,Action,0.47,0.24,0.01,0.08,0.79,Electronic Arts,6.2,,M,
2601,Rayman Origins,X360,2011,Platform,0.38,0.34,0,0.08,0.79,Ubisoft,8.5,,E10,
2603,Ridge Racer,PS,1994,Racing,0,0,0.74,0.05,0.79,Sony Computer Entertainment,8.8,,E,
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,0.42,0.03,0.3,0.04,0.79,Square Enix,8.1,,E10,
2605,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,0.61,0.16,0,0.02,0.79,Ubisoft,8.2,,E,
2607,Invizimals,PSP,2009,Strategy,0.17,0.51,0,0.11,0.79,Sony Computer Entertainment,6.6,,E10,
2609,Tiger Woods PGA Tour 10,PS3,2009,Sports,0.42,0.25,0,0.12,0.79,Electronic Arts,8.1,,E,
2612,Mega Man 5,NES,1992,Platform,0.39,0.07,0.32,0.01,0.79,Capcom,8.5,,E,
2613,Star Ocean: The Last Hope,X360,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79,Square Enix,7.3,,T,
2617,Ghost Squad,Wii,2007,Shooter,0.42,0.21,0.08,0.07,0.79,Sega,7,,T,
2618,Dead Island: Riptide,X360,2013,Action,0.44,0.27,0.01,0.07,0.79,Deep Silver,5.6,,M,
2622,Too Human,X360,2008,Role-Playing,0.38,0.3,0.03,0.08,0.79,Microsoft Game Studios,6.5,,T,
2623,Sid Meier's Civilization Revolution,PS3,2008,Strategy,0.49,0.19,0.01,0.1,0.79,Take-Two Interactive,8.2,7.6,E10,E10
2625,FIFA Soccer 2004,XB,2003,Sports,0.24,0.49,0,0.05,0.79,Electronic Arts,6.4,,E,
2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,0.43,0.27,0.01,0.07,0.79,Namco Bandai Games,7.3,,T,
2628,PokePark 2: Wonders Beyond,Wii,2011,Action,0.27,0.2,0.27,0.05,0.79,Nintendo,6.5,,E,
2629,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,0,0.48,0.25,0.06,0.78,Nintendo,8,,E10,
2630,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,0.67,0.05,0.01,0.06,0.78,Ubisoft,5.6,8.3,M,M
2631,Yars' Revenge,2600,1982,Shooter,0.73,0.04,0,0.01,0.78,Atari,5.5,,E10,
2632,Lips,X360,2008,Misc,0.12,0.56,0,0.1,0.78,Microsoft Game Studios,7.1,,T,
2634,Metroid Prime Hunters,DS,2006,Shooter,0.58,0.04,0.11,0.06,0.78,Nintendo,8.4,,T,
2636,Doom,PS,1994,Shooter,0.43,0.3,0,0.05,0.78,Infogrames,8,,M,
2641,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,0.43,0.3,0,0.05,0.78,Capcom,8.5,,T,
2644,Tetris Party Deluxe,DS,2010,Puzzle,0.29,0.3,0.12,0.07,0.78,Nintendo,7.3,,E,
2646,Worms: Open Warfare,PSP,2006,Strategy,0.11,0.43,0,0.24,0.78,THQ,6.9,,E10,
2647,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,0.38,0.24,0,0.16,0.78,LucasArts,5.9,,T,
2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,0.53,0.19,0,0.06,0.78,THQ,4.5,,E,
2650,NBA 2K7,PS2,2006,Sports,0.65,0.02,0,0.11,0.78,Take-Two Interactive,8.1,,E,
2651,Need for Speed: ProStreet,PSP,2008,Racing,0.24,0.33,0.01,0.2,0.78,Electronic Arts,5.6,,E,
2652,Toy Story 3: The Video Game,X360,2010,Action,0.41,0.29,0,0.07,0.78,Disney Interactive Studios,7.5,,E10,
2655,James Bond 007: Nightfire,GC,2002,Shooter,0.6,0.16,0,0.02,0.78,Electronic Arts,7.2,,T,
2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,0.32,0.36,0,0.09,0.78,Microsoft Game Studios,8,,E10,
2659,Harry Potter and the Half-Blood Prince,Wii,2009,Action,0.28,0.4,0,0.09,0.77,Electronic Arts,6,3.8,E10,E10
2660,DJ Hero,Wii,2009,Misc,0.47,0.23,0,0.07,0.77,Activision,8.3,,T,
2661,Perfect Dark Zero,X360,2005,Shooter,0.66,0.02,0.03,0.06,0.77,Microsoft Game Studios,8.1,8.9,M,M
2663,Andretti Racing,PS,1996,Racing,0.43,0.29,0,0.05,0.77,Electronic Arts,7.3,,E,
2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,0.43,0.29,0,0.05,0.77,Interplay,2.5,,E,
2665,Madden NFL 25,XOne,2013,Sports,0.67,0.05,0,0.05,0.77,Electronic Arts,7.1,,E,
2668,Duke Nukem Forever,PS3,2011,Shooter,0.33,0.31,0,0.12,0.77,Take-Two Interactive,4.3,,M,
2670,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,0.64,0.02,0,0.1,0.77,Electronic Arts,6,,T,
2671,Boxing,2600,1980,Fighting,0.72,0.04,0,0.01,0.77,Activision,5.9,,T,
2673,Dragon Ball: Raging Blast,PS3,2009,Fighting,0.37,0.19,0.11,0.1,0.77,Namco Bandai Games,5.6,,T,
2675,Conker's Bad Fur Day,N64,2001,Platform,0.53,0.22,0,0.02,0.77,THQ,9.2,,M,
2680,Twisted Metal: Head On,PSP,2005,Action,0.71,0,0,0.06,0.77,Sony Computer Entertainment,7.5,,T,
2681,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,0.38,0.29,0,0.1,0.77,SCi,6.9,,T,
2682,Maximo: Ghosts to Glory,PS2,2001,Platform,0.38,0.29,0,0.1,0.77,Capcom,8.7,,T,
2683,Pokemon Dash,DS,2004,Racing,0.21,0.14,0.38,0.04,0.77,Nintendo,5.3,,E,
2684,Donkey Kong Country 3,GBA,2005,Platform,0.45,0.17,0.14,0.01,0.77,Nintendo,7.5,,E,
2685,All-Star Baseball 2003,PS2,2002,Sports,0.38,0.29,0,0.1,0.77,Acclaim Entertainment,7.7,,E,
2686,Unlimited Saga,PS2,2002,Role-Playing,0.1,0.08,0.56,0.03,0.77,Atari,4.9,,T,
2688,Sonic Unleashed,PS2,2008,Platform,0.37,0.04,0,0.36,0.76,Sega,5.3,8.2,E10,E10
2692,The Sims 3,3DS,2011,Simulation,0.3,0.37,0.03,0.07,0.76,Electronic Arts,5.6,,T,
2697,Mortal Kombat,PSV,2012,Fighting,0.47,0.18,0,0.12,0.76,Warner Bros. Interactive Entertainment,8.3,,M,
2699,Lost Planet 2,X360,2010,Shooter,0.38,0.24,0.08,0.06,0.76,Capcom,6.5,,T,
2701,Portal 2,PC,2011,Shooter,0.33,0.32,0,0.11,0.76,Valve Software,9.6,,E10,
2704,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,0.29,0.39,0,0.08,0.76,THQ,5.8,,E,
2705,The Lord of the Rings: Conquest,PS3,2009,Action,0.38,0.26,0,0.12,0.76,Electronic Arts,5.5,,T,
2707,Tony Hawk's Pro Skater 2,N64,2001,Sports,0.59,0.16,0,0.01,0.76,Activision,8,,E,
2711,FIFA Soccer 11,PS2,2010,Sports,0.11,0.29,0,0.36,0.76,Electronic Arts,7,,E,
2713,Kane & Lynch: Dead Men,X360,2007,Shooter,0.36,0.31,0.01,0.08,0.76,Eidos Interactive,6.8,,M,
2714,Assassin's Creed: Revelations,PC,2011,Action,0.14,0.48,0,0.14,0.76,Ubisoft,7.9,,M,
2715,Mortal Kombat: Deception,XB,2004,Fighting,0.61,0.12,0,0.03,0.76,Midway Games,7.2,,M,
2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,0.27,0.15,0.3,0.04,0.76,Capcom,7.7,,T,
2718,FIFA 15,Wii,2014,Sports,0.24,0.46,0,0.06,0.76,Electronic Arts,6.9,,E,
2720,Need for Speed: Shift,PSP,2009,Racing,0.16,0.38,0.01,0.21,0.76,Electronic Arts,8.2,,E,
2721,Kane & Lynch: Dead Men,PS3,2007,Shooter,0.29,0.32,0.01,0.13,0.76,Eidos Interactive,6.8,,M,
2723,True Crime: New York City,PS2,2005,Action,0.57,0.02,0.07,0.09,0.76,Activision,6.4,,M,
2725,Rockstar Games presents Table Tennis,X360,2006,Sports,0.28,0.39,0,0.09,0.76,Take-Two Interactive,6.8,,E,
2727,Genji: Days of the Blade,PS3,2006,Action,0.18,0.38,0.06,0.14,0.76,Sony Computer Entertainment,5,,T,
2730,Total War: Rome II,PC,2013,Strategy,0.12,0.53,0,0.11,0.76,Sega,8,,T,
2732,Spectrobes,DS,2007,Role-Playing,0.67,0.03,0,0.06,0.75,Disney Interactive Studios,6.2,,E,
2733,Wall-E,PS2,2008,Platform,0.21,0,0,0.54,0.75,THQ,5.3,,E,
