rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
6602,Castlevania: Harmony of Dissonance,GBA,2002,Platform,0.16,0.06,0.04,0,0.26,Konami Digital Entertainment,8.6,,T,
6603,Metroid Prime Pinball,DS,2005,Misc,0.21,0,0.02,0.02,0.26,Nintendo,7.6,,E,
6604,Formula One 2001,PS2,2001,Racing,0.13,0.1,0,0.03,0.26,Sony Computer Entertainment,7,,E,
6607,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,0.19,0.06,0,0.01,0.26,Acclaim Entertainment,7.8,,T,
6608,MVP Baseball 2004,GC,2004,Sports,0.2,0.05,0,0.01,0.26,Electronic Arts,8.9,,E,
6615,Teen Titans,PS2,2006,Action,0.12,0.1,0,0.03,0.25,THQ,6.3,,E10,
6617,Spelling Challenges and more!,PSP,2007,Misc,0.24,0,0,0.02,0.25,Crave Entertainment,4.5,,E,
6618,Crusaders of Might and Magic,PS,1999,Role-Playing,0.14,0.1,0,0.02,0.25,3DO,4.8,,T,
6621,Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,0.17,0.01,0,0.08,0.25,LucasArts,4.8,,T,
6622,Bomberman Generation,GC,2002,Adventure,0.15,0.04,0.06,0.01,0.25,Vivendi Games,8.4,,E,
6623,NASCAR 09,X360,2008,Racing,0.23,0,0,0.02,0.25,Electronic Arts,7.1,,E,
6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,0.12,0.1,0,0.04,0.25,Vivendi Games,8,,M,
6627,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,0.14,0.04,0.06,0.02,0.25,Capcom,5.8,,M,
6629,Ice Age 2: The Meltdown,GBA,2006,Platform,0.18,0.07,0,0,0.25,Vivendi Games,5,,E,
6631,World Series of Poker,XB,2005,Misc,0.19,0.05,0,0.01,0.25,Activision,3.3,,E10,
6636,Happy Feet,GC,2006,Action,0.2,0.05,0,0.01,0.25,Midway Games,5.1,,E,
6646,Tony Hawk's Proving Ground,Wii,2007,Sports,0.22,0.01,0,0.02,0.25,Activision,7.2,,T,
6648,Blaster Master: Blasting Again,PS,2000,Shooter,0.14,0.1,0,0.02,0.25,Sunsoft,7.7,,T,
6649,College Hoops 2K6,PS2,N/A,Sports,0.12,0.1,0,0.03,0.25,Unknown,6.5,,E,
6651,Cars,X360,2006,Racing,0.22,0.02,0,0.02,0.25,THQ,4.5,,E,
6653,Kung Fu Panda 2,X360,2011,Action,0.16,0.07,0,0.02,0.25,THQ,3,,E10,
6654,Up,PS3,2009,Action,0.15,0.07,0,0.03,0.25,THQ,6.5,,E10,
6657,WipEout XL,PS,1996,Racing,0.14,0.1,0,0.02,0.25,Psygnosis,8.8,,E,
6665,Bomberman Tournament,GBA,2001,Puzzle,0.1,0.04,0.1,0.01,0.25,Activision,8.8,,E,
6666,Medal of Honor European Assault,GC,2005,Shooter,0.19,0.05,0,0.01,0.25,Electronic Arts,7.9,,T,
6667,Spider-Man: Web of Shadows,Wii,2008,Action,0.22,0.01,0,0.02,0.25,Activision,5.3,,T,
6668,Billy Hatcher and the Giant Egg,GC,2003,Platform,0.19,0.05,0,0.01,0.25,Sega,7.3,,E,
6673,Spider-Man: Edge of Time,X360,2011,Action,0.18,0.05,0,0.02,0.25,Activision,5.5,,T,
6674,UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,0.06,0.13,0,0.06,0.25,Electronic Arts,6.9,,E,
6676,The Outfit,X360,2006,Action,0.21,0.02,0,0.02,0.25,THQ,7,,M,
6680,Ultimate Fighting Championship,PS,2000,Fighting,0.14,0.09,0,0.02,0.25,Ubisoft,8.6,,T,
6682,MotoGP '07,X360,2007,Racing,0.23,0,0,0.02,0.25,THQ,7.7,8,E,E
6684,Mortal Kombat: Armageddon,Wii,2007,Fighting,0.21,0.02,0,0.02,0.25,Midway Games,6.8,,M,
6685,Don King Presents: Prizefighter,X360,2008,Sports,0.14,0.08,0,0.02,0.25,Take-Two Interactive,4,,T,
6686,Hybrid Heaven,N64,1999,Role-Playing,0.16,0.04,0.05,0,0.25,Konami Digital Entertainment,7,,T,
6687,NBA Showtime: NBA on NBC,N64,1999,Sports,0.23,0.02,0,0,0.25,Midway Games,8.1,,E,
6698,Def Jam Vendetta,GC,2003,Fighting,0.19,0.05,0,0.01,0.25,Electronic Arts,8.8,,T,
6701,The Sims 2,XB,2005,Simulation,0.19,0.05,0,0.01,0.25,Electronic Arts,6.2,,T,
6709,Hitman: Absolution,PC,2012,Action,0.03,0.17,0,0.04,0.25,Square Enix,9,,M,
6711,Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,0.17,0.04,0,0.04,0.25,Activision,5.6,,T,
6712,The Legend of Legacy,3DS,2015,Role-Playing,0.11,0.02,0.1,0.01,0.25,FuRyu,6,,E10,
6713,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,0.1,0.01,0.12,0.02,0.25,Nippon Ichi Software,8.1,,T,
6717,Far Cry Instincts Predator,X360,2006,Shooter,0.2,0.03,0,0.02,0.25,Ubisoft,8,,M,
6720,X-Men: Destiny,PS3,2011,Action,0.14,0.08,0,0.03,0.25,Activision,2,,E10,
6721,Shadow Man,PS,1998,Action,0.14,0.09,0,0.02,0.25,Acclaim Entertainment,8.2,,M,
6722,X-Men Origins: Wolverine,Wii,2009,Action,0.19,0.04,0,0.02,0.25,Activision,5.4,,T,
6727,Prince of Persia: The Forgotten Sands,Wii,2010,Action,0.11,0.11,0,0.02,0.25,Ubisoft,7.5,,T,
6728,Dynasty Warriors 6,PS2,2008,Action,0.12,0.09,0,0.03,0.25,Tecmo Koei,6.2,,T,
6732,Grandia,PS,1999,Role-Playing,0.14,0.09,0,0.02,0.25,Ubisoft,8.4,9,E,E
6733,TV Superstars,PS3,2010,Misc,0.07,0.13,0,0.05,0.25,Sony Computer Entertainment,6.2,,E,
6734,Armored Core 4,X360,2007,Simulation,0.19,0.01,0.03,0.02,0.25,505 Games,6.5,,T,
6741,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,0.19,0.05,0,0.01,0.25,Midway Games,4.6,,E,
6744,Harry Potter and the Order of the Phoenix,PS3,2007,Action,0.18,0.04,0,0.03,0.25,Electronic Arts,4.8,,E10,
6749,Fuel,PS3,2009,Racing,0.08,0.12,0,0.05,0.25,Codemasters,6.4,,E,
6751,Pro Evolution Soccer 2014,X360,2013,Action,0.06,0.16,0,0.03,0.25,Konami Digital Entertainment,7.9,,E,
6756,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,0.12,0.09,0,0.03,0.25,Square Enix,6.8,,T,
6759,Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,0.18,0.07,0,0,0.25,Vivendi Games,6,,E,
6760,Major League Baseball 2K7,PS3,2007,Sports,0.23,0,0,0.02,0.25,Spike,6.3,,E,
6761,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,0.19,0.05,0,0.01,0.25,Activision,7.9,,T,
6763,Driver '76,PSP,2007,Racing,0.03,0.14,0,0.08,0.25,Ubisoft,5.5,,M,
6765,NBA Courtside 2002,GC,2002,Sports,0.19,0.05,0,0.01,0.25,Nintendo,7.6,,E,
6767,The Adventures of Tintin: The Game,X360,2011,Action,0.07,0.14,0,0.03,0.25,Ubisoft,5,,E10,
6768,Classic NES Series: Excitebike,GBA,2004,Racing,0.11,0.04,0.1,0.01,0.25,Nintendo,6.4,,E,
6769,Classic NES Series: Xevious,GBA,2004,Shooter,0.08,0.03,0.12,0.01,0.25,Nintendo,6.4,,E,
6775,Dynasty Warriors 7,X360,2011,Action,0.16,0.07,0,0.02,0.24,Tecmo Koei,5.8,,T,
6779,Mega Man X Collection,PS2,N/A,Misc,0.12,0.09,0,0.03,0.24,Unknown,7.5,,E,
6782,Avalon Code,DS,2008,Role-Playing,0.11,0,0.12,0.01,0.24,Rising Star Games,7.1,,E10,
6787,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,0.12,0.1,0,0.02,0.24,Ubisoft,7.5,,T,
6789,Spawn the Eternal,PS,1997,Action,0.14,0.09,0,0.02,0.24,Sony Computer Entertainment,1.9,,M,
6790,MLB,PSP,2005,Sports,0.23,0,0,0.02,0.24,Sony Computer Entertainment,8,,E,
6791,Army Men: Sarge's Heroes 2,PS,2000,Shooter,0.14,0.09,0,0.02,0.24,3DO,6,,T,
6792,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,0.16,0.06,0,0.02,0.24,Electronic Arts,7,,T,
6793,Dreamcast Collection,X360,2011,Misc,0.16,0.07,0,0.02,0.24,Sega,5.3,,T,
6794,Madden NFL 13,WiiU,2012,Sports,0.22,0,0,0.02,0.24,Electronic Arts,6.2,,E,
6796,Homefront,PC,2011,Shooter,0.11,0.1,0,0.03,0.24,THQ,6.6,,M,
6798,Bakugan: Battle Brawlers,X360,2009,Action,0.2,0.02,0,0.02,0.24,Activision,6.4,,E,
6799,Britney's Dance Beat,PS2,2002,Misc,0.12,0.09,0,0.03,0.24,THQ,6.3,,E,
6802,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,0.1,0.06,0.08,0.01,0.24,Namco Bandai Games,7,,T,
6806,Vexx,PS2,2003,Platform,0.12,0.09,0,0.03,0.24,Acclaim Entertainment,5.9,,T,
6807,The Incredible Hulk,DS,2008,Action,0.22,0,0,0.02,0.24,Sega,5.6,,T,
6808,BioShock 2,PC,N/A,Shooter,0.02,0.19,0,0.04,0.24,Take-Two Interactive,8.5,,M,
6812,TimeSplitters: Future Perfect,PS2,2005,Shooter,0.12,0.09,0,0.03,0.24,Electronic Arts,8.4,,M,
6813,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,0.11,0.01,0.12,0.01,0.24,Ubisoft,7.4,,E,
6814,Harvest Moon: Magical Melody,GC,2005,Simulation,0.19,0.05,0,0.01,0.24,Ubisoft,6.3,,E,
6816,DK: King of Swing,GBA,2005,Platform,0.17,0.06,0,0,0.24,Nintendo,7.1,,E,
6819,Pure Futbol,PS3,2010,Sports,0.06,0.13,0,0.05,0.24,Ubisoft,3.8,,E,
6820,Spider-Man: Shattered Dimensions,Wii,2010,Action,0.13,0.09,0,0.02,0.24,Activision,7.5,,T,
6821,Corvette,XB,2003,Racing,0.18,0.05,0,0.01,0.24,TDK Mediactive,4.9,,E,
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,0.21,0.01,0,0.02,0.24,MTV Games,6.7,,T,
6825,Harry Potter and the Goblet of Fire,DS,2005,Action,0.21,0.02,0,0.02,0.24,Electronic Arts,6,,E10,
6826,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,0.21,0.01,0,0.02,0.24,Midway Games,5.6,,M,
6828,Skylanders SWAP Force,3DS,2013,Platform,0.1,0.12,0,0.02,0.24,Activision,7.7,,E10,
6834,Singularity,PS3,N/A,Shooter,0.17,0.04,0.01,0.03,0.24,Unknown,7.5,,M,
6840,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,0.19,0.05,0,0.01,0.24,Ubisoft,6,,T,
6841,Stella Glow,3DS,2015,Role-Playing,0.16,0.01,0.05,0.02,0.24,Atlus,7.5,,T,
6845,The Simpsons: Road Rage,GC,2001,Racing,0.19,0.05,0,0.01,0.24,Electronic Arts,6,,T,
6850,Luminous Arc,DS,2007,Role-Playing,0.16,0,0.06,0.01,0.24,Rising Star Games,6.8,,T,
6852,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,0.17,0.05,0,0.02,0.24,Warner Bros. Interactive Entertainment,6.4,,T,
6853,Dragon Ball Z: Sagas,XB,2005,Fighting,0.18,0.05,0,0.01,0.24,Atari,5.7,,T,
6861,Valhalla Knights,PSP,2006,Role-Playing,0.15,0,0.07,0.01,0.24,Rising Star Games,5.2,,E10,
6862,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,0.19,0.05,0,0.01,0.24,Marvelous Interactive,7.7,,E,
6863,NBA Live 10,PSP,2009,Sports,0.21,0,0.01,0.02,0.24,Electronic Arts,5.9,,E,
6866,MX vs. ATV Reflex,PSP,2009,Racing,0.18,0.03,0,0.03,0.24,THQ,5.3,,E,
6867,Bakugan: Battle Brawlers,PS3,2009,Action,0.19,0.03,0,0.02,0.24,Activision,6.4,,E,
6869,Paperboy,N64,1999,Action,0.19,0.05,0,0,0.24,Midway Games,8,,E,
6870,South Park: Chef's Luv Shack,N64,1999,Misc,0.19,0.05,0,0,0.24,Acclaim Entertainment,3.1,,M,
6871,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,0.19,0.05,0,0,0.24,Midway Games,6.7,,E,
6873,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,0.19,0.05,0,0,0.24,Midway Games,4.8,,E,
6874,Army Men: Air Combat,N64,2000,Action,0.19,0.05,0,0,0.24,3DO,7.6,,T,
6878,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,0.12,0.1,0,0.02,0.24,Electronic Arts,4.3,,E10,
6881,Fantastic 4,GC,2005,Action,0.19,0.05,0,0.01,0.24,Activision,5.5,,E10,
6883,Ghost Rider,PSP,2007,Action,0.22,0,0,0.02,0.24,Take-Two Interactive,5,,T,
6884,Tony Hawk's American Sk8land,GBA,2005,Sports,0.17,0.06,0,0,0.24,Activision,6,,E,
6886,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,0.22,0,0,0.02,0.24,THQ,4,,E,
6892,LEGO The Hobbit,3DS,2014,Action,0.09,0.13,0,0.02,0.24,Warner Bros. Interactive Entertainment,7,,E10,
6894,The Hobbit,XB,2003,Platform,0.18,0.05,0,0.01,0.24,Vivendi Games,5,,E,
6897,Divinity II: Ego Draconis,X360,2009,Role-Playing,0.18,0.04,0,0.02,0.24,DTP Entertainment,6,,M,
6900,X-Men: Destiny,X360,2011,Action,0.18,0.05,0,0.02,0.24,Activision,2,,E10,
6902,Chibi-Robo! Zip Lash,3DS,2015,Platform,0.09,0.08,0.06,0.02,0.24,Nintendo,5.5,,E,
6905,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,0.19,0,0.03,0.02,0.24,GungHo,7.9,,T,
6907,Grand Theft Auto,GBA,2004,Action,0.17,0.06,0,0,0.24,Take-Two Interactive,6,,M,
6909,Viva Pinata: Party Animals,X360,2007,Misc,0.19,0.03,0,0.02,0.24,Microsoft Game Studios,5.5,,E,
6913,Dynasty Warriors 6 Empires,X360,2009,Action,0.16,0.02,0.04,0.02,0.24,Tecmo Koei,6.3,,T,
6916,Shadow Hearts: Covenant,PS2,2004,Role-Playing,0.12,0.09,0,0.03,0.24,Midway Games,8.1,,T,
6917,Tiger Woods PGA Tour 10,PSP,2009,Sports,0.12,0.07,0,0.05,0.24,Electronic Arts,8.1,,E,
6919,Angry Birds,PC,2011,Puzzle,0,0.18,0,0.05,0.24,Focus Home Interactive,7.5,,E,
6920,Risen 2: Dark Waters,PS3,2012,Role-Playing,0.04,0.14,0.01,0.05,0.24,Deep Silver,5.5,,M,
6923,Game & Wario,WiiU,2013,Misc,0.06,0.06,0.11,0.01,0.24,Nintendo,6.2,,E,
6930,LEGO Harry Potter: Years 5-7,PSV,2012,Action,0.09,0.1,0,0.05,0.24,Warner Bros. Interactive Entertainment,9,,E10,
6931,TrackMania: Build to Race,Wii,2010,Racing,0.1,0.11,0,0.03,0.24,Focus Home Interactive,7,,E,
6934,G.I. Joe: The Rise of Cobra,X360,2009,Action,0.17,0.05,0,0.02,0.24,Electronic Arts,3.8,,T,
6935,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,0.08,0.01,0.13,0.01,0.24,Tecmo Koei,7,,M,
6936,FIFA World Cup Germany 2006,XB,2006,Sports,0.18,0.05,0,0.01,0.24,Electronic Arts,6.5,,E,
6944,Afro Samurai,X360,2009,Action,0.16,0.05,0,0.02,0.24,Atari,6.4,,M,
6946,Sands of Destruction,DS,2008,Role-Playing,0.09,0,0.13,0.01,0.24,Sega,6.5,,T,
6947,NASCAR 2011: The Game,Wii,2011,Racing,0.22,0,0,0.01,0.24,Activision,4.3,,E,
6949,Lunar Knights,DS,2006,Role-Playing,0.17,0.01,0.04,0.02,0.24,Konami Digital Entertainment,8.2,,E10,
6952,DC Universe Online,PC,2011,Role-Playing,0.16,0.06,0,0.02,0.24,Sony Online Entertainment,6.5,,T,
6959,Wallace & Gromit in Project Zoo,PS2,2003,Platform,0.11,0.09,0,0.03,0.23,BAM! Entertainment,6.6,,E,
6963,Etrian Mystery Dungeon,3DS,2015,Role-Playing,0.09,0.01,0.12,0.01,0.23,Nippon Ichi Software,7.6,,E10,
6975,Star Wars: The Force Unleashed II,DS,2010,Action,0.18,0.04,0,0.02,0.23,LucasArts,4,,T,
6976,Harry Potter and the Goblet of Fire,XB,2005,Action,0.18,0.05,0,0.01,0.23,Electronic Arts,6,,E10,
6980,Meteos,DS,2005,Puzzle,0.15,0.01,0.06,0.01,0.23,Nintendo,8.8,,E,
6981,Virtua Tennis 4,X360,2011,Sports,0.11,0.1,0.01,0.02,0.23,Sega,5.2,,E,
6982,Kung Fu Panda 2,DS,2011,Action,0.16,0.05,0,0.02,0.23,THQ,3,,E10,
6983,Cross Edge,PS3,2008,Role-Playing,0.14,0.02,0.05,0.02,0.23,Nippon Ichi Software,5.4,,T,
6987,Me & My Katamari,PSP,2005,Puzzle,0.13,0.02,0.08,0,0.23,Namco Bandai Games,7.2,,E,
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,0.08,0.13,0,0.03,0.23,Sega,5,,E,
6995,Starsky & Hutch,XB,2003,Racing,0.17,0.05,0,0.01,0.23,Empire Interactive,6,,T,
6998,The Club,PS3,2008,Shooter,0.14,0.07,0,0.03,0.23,Sega,7.5,,M,
7000,Jeremy McGrath Supercross World,PS2,2001,Racing,0.11,0.09,0,0.03,0.23,Acclaim Entertainment,2.7,,E,
7003,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,0.11,0.09,0,0.03,0.23,Universal Interactive,5.2,,T,
7007,All-Star Baseball 2001,N64,2000,Sports,0.22,0.01,0,0,0.23,Acclaim Entertainment,9.2,,E,
7008,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,0.2,0.01,0,0.02,0.23,Play It,7.2,,E,
7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,0.18,0.05,0,0.01,0.23,Activision,7.1,,T,
7011,Tom Clancy's Splinter Cell,GC,2003,Action,0.18,0.05,0,0.01,0.23,Ubisoft,9.3,9.1,T,T
7014,Worms: Battle Islands,Wii,2010,Strategy,0.11,0.1,0,0.02,0.23,THQ,7.3,,E10,
7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,0.17,0.05,0,0.01,0.23,Vivendi Games,8.7,,T,
7021,Skylanders: SuperChargers,XOne,2015,Action,0.16,0.05,0,0.02,0.23,Activision,8,,E10,
7023,Virtua Fighter Kids,SAT,1995,Fighting,0,0,0.23,0,0.23,Sega,6.6,,T,
7026,Shaun White Snowboarding,DS,2008,Sports,0.21,0,0,0.02,0.23,Ubisoft,6,,T,
7027,LEGO The Hobbit,WiiU,2014,Action,0.1,0.11,0,0.02,0.23,Warner Bros. Interactive Entertainment,7,,E10,
7029,NBA 2K6,X360,2005,Action,0.21,0.01,0,0.02,0.23,Take-Two Interactive,8,,E,
7032,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,0.13,0.09,0,0.02,0.23,Ubisoft,8,,T,
7033,NHL FaceOff 2001,PS,2000,Sports,0.13,0.09,0,0.02,0.23,Sony Computer Entertainment,4.6,,E,
7038,Colony Wars: Vengeance,PS,1998,Simulation,0.13,0.09,0,0.02,0.23,Psygnosis,8.6,,E,
7041,Dynasty Warriors: Strikeforce,X360,2009,Action,0.13,0.06,0.02,0.02,0.23,Tecmo Koei,6.4,,T,
7044,Madden NFL 06,GBA,2005,Sports,0.17,0.06,0,0,0.23,Electronic Arts,7.7,,E,
7049,Luminous Arc 2,DS,2008,Role-Playing,0.21,0,0,0.02,0.23,Rising Star Games,7.5,,T,
7051,Major League Baseball 2K10,PS2,2010,Sports,0.11,0.09,0,0.03,0.23,Take-Two Interactive,2.8,,E,
7053,Mafia,XB,2004,Action,0.17,0.05,0,0.01,0.23,Take-Two Interactive,6.5,,M,
7054,Spider-Man: Edge of Time,PS3,2011,Action,0.13,0.07,0,0.03,0.23,Activision,5.5,,T,
7055,Deadly Creatures,Wii,2009,Action,0.08,0.12,0,0.03,0.23,THQ,6.9,6.8,T,T
7061,Risen 2: Dark Waters,PC,2012,Role-Playing,0,0.19,0,0.04,0.23,Deep Silver,5.5,,M,
7066,Tony Hawk's Proving Ground,DS,2007,Sports,0.21,0.01,0,0.02,0.23,Activision,7.2,,T,
7071,WWE All Stars,3DS,2011,Fighting,0.15,0.06,0,0.02,0.23,THQ,7,,T,
7074,Rocket League,PS4,2016,Sports,0.02,0.14,0,0.07,0.23,505 Games,8,,E,
7078,Barbie as The Island Princess,GBA,2007,Adventure,0.16,0.06,0,0,0.23,Activision,5.5,,E,
7087,Freedom Fighters,XB,2003,Shooter,0.17,0.05,0,0.01,0.23,Electronic Arts,8.8,,T,
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,0.06,0.05,0.1,0.02,0.23,Square Enix,9,,T,
7093,Alundra,PS,1997,Role-Playing,0.13,0.09,0,0.01,0.23,Psygnosis,8.8,,T,
7100,BlowOut,PS2,2003,Shooter,0.11,0.09,0,0.03,0.23,Zoo Digital Publishing,6.5,,T,
7108,Valhalla Knights 2,PSP,2008,Role-Playing,0.09,0,0.12,0.01,0.23,Rising Star Games,5,,E10,
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,0.11,0.09,0,0.03,0.23,Namco Bandai Games,6.2,,T,
7110,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,0.15,0.01,0.04,0.02,0.23,Tecmo Koei,8.7,,E10,
7112,NCAA Football 09,PSP,2008,Sports,0.21,0,0,0.02,0.23,Electronic Arts,6.5,,E,
7116,The Polar Express,PS2,2004,Adventure,0.11,0.09,0,0.03,0.23,THQ,3.3,,E,
7119,Child of Eden,PS3,2011,Shooter,0.09,0.1,0,0.04,0.23,Ubisoft,7.7,,E10,
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,0.21,0,0,0.02,0.23,MTV Games,6.7,,T,
7130,Rogue Ops,PS2,2003,Action,0.11,0.09,0,0.03,0.23,Kemco,6.1,,M,
7131,NBA Street: Showdown,PSP,2005,Sports,0.2,0,0,0.02,0.23,Electronic Arts,7.5,,E,
7133,Cars 2,3DS,2011,Racing,0.21,0,0,0.02,0.23,Disney Interactive Studios,6.5,,E,
7134,Petz Monkeyz House,DS,2008,Simulation,0.2,0,0,0.02,0.23,Ubisoft,5.5,,E,
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,0.2,0.01,0,0.02,0.22,Electronic Arts,6.7,,T,
7140,TNA iMPACT!,PS2,2008,Fighting,0.1,0,0,0.12,0.22,Midway Games,5.3,,T,
7144,Spartan: Total Warrior,PS2,2005,Action,0.11,0.09,0,0.03,0.22,Sega,7,,M,
7153,Ys Seven,PSP,2009,Role-Playing,0.14,0,0.08,0.01,0.22,Falcom Corporation,7.6,,T,
7154,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,0.17,0.03,0,0.02,0.22,THQ,4.8,,E10,
7156,G-Force,PS3,2009,Action,0.13,0.06,0,0.03,0.22,Disney Interactive Studios,7,,E10,
7167,Skies of Arcadia Legends,GC,2002,Role-Playing,0.17,0.04,0,0.01,0.22,Atari,8.6,,T,
7168,Cloudy With a Chance of Meatballs,DS,2009,Platform,0.2,0.01,0,0.02,0.22,Ubisoft,6,,E,
7169,MotoGP 08,PS2,2008,Racing,0.01,0,0,0.21,0.22,Capcom,6.8,,E,
7170,Madden NFL 12,PSP,2011,Sports,0.21,0,0,0.02,0.22,Electronic Arts,7,,E,
7172,Breath of Fire,GBA,2001,Role-Playing,0.11,0.04,0.06,0,0.22,Ubisoft,7.8,,E,
7173,Ragnarok DS,DS,2008,Role-Playing,0.1,0,0.11,0.01,0.22,GungHo,7,,E10,
7176,Hamtaro: Ham-Ham Games,GBA,2004,Sports,0.16,0.06,0,0,0.22,Nintendo,7.5,,E,
7177,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,0.16,0.06,0,0,0.22,THQ,7.5,,E,
7179,MotoGP 09/10,PS3,2010,Racing,0.05,0.13,0,0.04,0.22,Capcom,7,,E,
7180,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,0.14,0,0.07,0.01,0.22,Marvelous Interactive,6.5,,E10,
7181,A Boy and His Blob,Wii,2009,Platform,0.19,0.02,0,0.02,0.22,Majesco Entertainment,7.9,,E,
7188,Bust-A-Move 4,PS,1998,Puzzle,0.12,0.08,0,0.01,0.22,Acclaim Entertainment,7.8,,E,
7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,0.03,0.02,0.17,0.01,0.22,Namco Bandai Games,7.3,,T,
7197,Shinobi,3DS,2011,Platform,0.14,0.07,0,0.02,0.22,Sega,7,,T,
7207,Tenchu: Shadow Assassins,Wii,2008,Action,0.16,0.01,0.03,0.02,0.22,Ubisoft,7,,M,
7211,Jackass the Game,PSP,2007,Action,0.09,0.08,0,0.05,0.22,Empire Interactive,5.6,,M,
7215,LEGO Harry Potter: Years 5-7,PC,N/A,Action,0.05,0.14,0,0.03,0.22,Warner Bros. Interactive Entertainment,9,,E10,
7216,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,0.16,0.06,0,0,0.22,Atari,5.8,,E,
7219,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,0.16,0.06,0,0,0.22,Electronic Arts,7.9,,T,
7220,Cursed Mountain,Wii,2009,Adventure,0.09,0.1,0,0.02,0.22,Deep Silver,6.3,,M,
7222,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,0,0,0.22,0,0.22,Square Enix,8,,E10,
7223,Tetris Worlds,GC,2002,Puzzle,0.17,0.04,0,0.01,0.22,THQ,4.6,,E,
7225,ECW Hardcore Revolution,N64,2000,Fighting,0.18,0.04,0,0,0.22,Acclaim Entertainment,4.8,,M,
7229,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,0.18,0.04,0,0,0.22,Namco Bandai Games,6.9,,E,
7231,Age of Empires: Mythologies,DS,2008,Strategy,0.17,0.03,0,0.02,0.22,THQ,8.2,,E10,
7240,Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.02,0.22,Kalypso Media,7.7,,T,
7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,0.17,0.03,0,0.02,0.22,Electronic Arts,3.8,,T,
7246,Hunted: The Demon's Forge,X360,2011,Action,0.13,0.07,0,0.02,0.22,Bethesda Softworks,6,,M,
7247,Kartia: The Word of Fate,PS,1998,Strategy,0.05,0.03,0.12,0.01,0.22,Konami Digital Entertainment,7.9,,E,
7249,All-Star Baseball 2002,GC,2001,Sports,0.17,0.04,0,0.01,0.22,Acclaim Entertainment,6.5,,E,
7250,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,0.11,0.08,0,0.03,0.22,505 Games,6.1,,T,
7252,Capcom vs. SNK,DC,2000,Fighting,0,0,0.22,0,0.22,Virgin Interactive,8.8,,T,
7254,Infinite Space,DS,2009,Role-Playing,0.07,0.06,0.07,0.01,0.22,Sega,7.2,,T,
7258,From Russia With Love,GC,2005,Action,0.17,0.04,0,0.01,0.22,Electronic Arts,7.3,,T,
