metascore,name,console,userscore,date
46,R-TYPE III: THE THIRD LIGHTNING,GBA,tbd,16-Mar-04
46,CATWOMAN 2004,PC,3.9,20-Jul-04
46,BACKYARD WRESTLING 2: THERE GOES THE NEIGHBORHOOD,PS2,4.7,16-Nov-04
45,CATWOMAN,XBOX,4.6,20-Jul-04
63,EXILE'S END,PS4,tbd,25-Oct-16
63,THROUGH THE WOODS,PC,5.9,27-Oct-16
63,WHEELS OF AURELIA,PC,5.8,20-Sep-16
63,COSSACKS 3,PC,5.3,20-Sep-16
63,CRUSH YOUR ENEMIES,PC,6.5,13-Jul-16
63,NINJA USAGIMARU: THE MYSTERIOUS KARAKURI CASTLE,3DS,tbd,29-Sep-16
63,THE WESTPORT INDEPENDENT,PC,5.8,21-Jan-16
62,SHELTERED,PC,4.3,15-Mar-16
62,MAFIA III,PC,3.6,7-Oct-16
62,GAS GUZZLERS EXTREME,XONE,8,4-Nov-16
62,SONIC BOOM: FIRE & ICE,3DS,7.1,27-Sep-16
62,BETWEEN ME AND THE NIGHT,PC,5.8,22-Jan-16
62,LITTLE KING'S STORY,PC,7.3,5-Aug-16
62,HERE THEY LIE,PS4,6.9,13-Oct-16
62,TINY TROOPERS: JOINT OPS,XONE,5.1,26-Feb-16
62,MOON HUNTERS,PC,6.1,10-Mar-16
62,SENRAN KAGURA: BON APPETIT! - FULL COURSE,PC,tbd,10-Nov-16
62,THE LITTLE ACRE,PC,6.5,13-Dec-16
61,GUNSCAPE,PS4,5,1-Mar-16
61,THARSIS,PC,4.6,11-Jan-16
61,DUNGEONS 2,PS4,6.9,24-May-16
61,INTO THE STARS,PC,3.1,4-Mar-16
61,FILTHY LUCRE,PS4,6.4,16-Sep-16
61,JOJO'S BIZARRE ADVENTURE: EYES OF HEAVEN,PS4,7.2,28-Jun-16
61,NO MAN'S SKY,PC,2.8,12-Aug-16
61,MEGATAGMENSION BLANC + NEPTUNE VS ZOMBIES,VITA,6.8,10-May-16
61,ASEMBLANCE,PS4,5.2,21-Jun-16
61,THE DESCENDANT,PC,7.3,24-Mar-16
60,TEMPEST 2015,PC,6,22-Aug-16
60,LIFELESS PLANET: PREMIER EDITION,PS4,4.6,19-Jul-16
60,WE ARE THE DWARVES,PC,7.7,26-Feb-16
60,EVE: GUNJACK,PS4,6.1,13-Oct-16
60,MARIO & SONIC AT THE RIO 2016 OLYMPIC GAMES,3DS,6.8,18-Mar-16
60,ASSASSIN'S CREED CHRONICLES: RUSSIA,PS4,3.9,9-Feb-16
60,ONE PIECE: BURNING BLOOD,XONE,6.4,31-May-16
59,N.E.R.O.: NOTHING EVER REMAINS OBSCURE,PS4,6.5,24-Jun-16
59,LOST SEA,PS4,6.2,4-Jul-16
59,HARVEST MOON: SKYTREE VILLAGE,3DS,6.5,8-Nov-16
59,CHASE: COLD CASE INVESTIGATIONS - DISTANT MEMORIES,3DS,7.4,13-Oct-16
59,NECROPOLIS,PC,4.7,12-Jul-16
59,DRIVE!DRIVE!DRIVE!,PS4,5,13-Dec-16
59,PLAYSTATION VR WORLDS,PS4,6.8,10-Oct-16
59,GUNWORLD 2,XONE,5.6,13-May-16
59,SHOOTING STARS!,PC,7.2,19-Jan-16
58,STAR OCEAN: INTEGRITY AND FAITHLESSNESS,PS4,6.4,28-Jun-16
58,CORNERSTONE: THE SONG OF TYRIM,PC,7,26-Apr-16
58,ATTRACTIO,PS4,6.1,19-Jan-16
58,CLOCKWORK EMPIRES,PC,3.5,26-Oct-16
58,SPACE HULK: DEATHWING,PC,5.3,14-Dec-16
58,MITSURUGI KAMUI HIKAE,PS4,3.6,16-Feb-16
58,RECORE,PC,6.2,13-Sep-16
58,THE DWARVES,XONE,3.8,1-Dec-16
58,TOUHOU: SCARLET CURIOSITY,PS4,6.8,22-Sep-16
58,SCRAP GARDEN,PC,tbd,6-May-16
58,CARNIVAL GAMES VR,PS4,6.4,28-Oct-16
58,TIME MACHINE VR,PC,8.4,19-May-16
57,SHADOW PUPPETEER,WIIU,6.2,28-Jan-16
57,MOBILE SUIT GUNDAM: EXTREME VS-FORCE,VITA,7.1,12-Jul-16
57,GOLIATH,PC,6.9,12-May-16
57,THE BUNKER,PC,5.7,20-Sep-16
57,ZHEROS,XONE,4.2,15-Jan-16
57,AEGIS OF EARTH: PROTONOVUS ASSAULT,PS4,6.4,15-Mar-16
57,CATLATERAL DAMAGE,PS4,5.4,22-Mar-16
57,TRIALS OF THE BLOOD DRAGON,XONE,5.9,13-Jun-16
56,MEIQ: LABYRINTH OF DEATH,VITA,7.4,13-Sep-16
56,THE TECHNOMANCER,PC,6.6,28-Jun-16
56,Q*BERT: REBOOTED: THE XBOX ONE @!#?@! EDITION,XONE,6.1,12-Feb-16
56,LETHAL VR,PS4,4.6,20-Dec-16
56,HARDWARE: RIVALS,PS4,5.2,5-Jan-16
56,SHATTERED SKIES,PC,5.3,21-Jul-16
56,SYNDROME,PC,5.6,6-Oct-16
55,SPORTSBARVR,PS4,6,18-Oct-16
55,TOUHOU GENSO RONDO: BULLET BALLET,PS4,5.3,6-Sep-16
62,RESIDENT EVIL ARCHIVES: RESIDENT EVIL ZERO,WII,8.4,1-Dec-09
62,WIREWAY,DS,tbd,3-Nov-09
62,FABLE II: SEE THE FUTURE,X360,6.6,12-May-09
62,BUZZ! QUIZ WORLD,PSP,6.3,17-Dec-09
62,NHL 2K11,WII,5.8,15-Sep-09
62,TOWER BLOXX DELUXE,X360,7.3,21-Oct-09
62,DYNASTY WARRIORS 6 EMPIRES,PS3,7.1,23-Jun-09
62,CRYSTAL DEFENDERS R1,WII,tbd,20-Apr-09
61,STAR WARS BATTLEFRONT: ELITE SQUADRON,DS,5.6,3-Nov-09
61,UP,X360,6.8,26-May-09
61,HERACLES CHARIOT RACING,WII,tbd,6-Jul-09
61,NINJA BLADE,PC,6.4,31-Oct-09
61,MINI NINJAS,DS,6.2,8-Sep-09
61,SMASH CARS,PS3,6.3,20-Aug-09
61,WANTED: WEAPONS OF FATE,PS3,7,24-Mar-09
61,CLASS OF HEROES,PSP,7.1,9-Jun-09
61,FOOTBALL GENIUS - THE ULTIMATE QUIZ,X360,tbd,30-Sep-09
61,DEAD RISING: CHOP TILL YOU DROP,WII,6.4,24-Feb-09
61,INVINCIBLE TIGER: THE LEGEND OF HAN TAO,X360,7.7,26-Aug-09
61,ELITE FORCES: UNIT 77,DS,tbd,28-Apr-09
61,SPORE HERO,WII,7.2,6-Oct-09
61,AGE OF PIRATES 2: CITY OF ABANDONED SHIPS,PC,7.7,26-May-09
61,SECRET AGENT CLANK,PS2,6.5,26-May-09
61,MAJOR LEAGUE BASEBALL 2K9,PS3,4,3-Mar-09
61,ZOMBIE APOCALYPSE,PS3,7.3,24-Sep-09
61,VELVET ASSASSIN,PC,6.3,30-Apr-09
61,BEN 10 ALIEN FORCE: VILGAX ATTACKS,X360,8.3,27-Oct-09
61,WATCHMEN: THE END IS NIGH,PC,7.4,4-Mar-09
60,DOKAPON JOURNEY,DS,7,14-Apr-09
60,GARDENING MAMA,DS,6.8,31-Mar-09
60,TOMB RAIDER UNDERWORLD: BENEATH THE ASHES,X360,7.5,24-Feb-09
60,THE SECRET SATURDAYS: BEASTS OF THE 5TH SUN,WII,tbd,20-Oct-09
60,BAKUGAN BATTLE BRAWLERS,X360,5.2,20-Oct-09
60,MY PET SHOP,DS,tbd,9-Mar-09
60,STEAL PRINCESS,DS,tbd,19-May-09
60,JAMES CAMERON'S AVATAR: THE GAME,WII,3.7,1-Dec-09
60,ENCLEVERMENT EXPERIMENT,X360,5.8,11-Nov-09
60,TEENAGE MUTANT NINJA TURTLES: TURTLES IN TIME RE-SHELLED,X360,7.1,5-Aug-09
60,ADVENTURE ISLAND: THE BEGINNING,WII,tbd,25-May-09
60,NARUTO SHIPPUDEN: LEGENDS: AKATSUKI RISING,PSP,5.8,6-Oct-09
60,ZOMBIE DRIVER,PC,6.4,4-Dec-09
59,SBK SUPERBIKE WORLD CHAMPIONSHIP,PS3,6.1,10-Mar-09
59,SAW,PS3,6.3,6-Oct-09
59,LUCIDITY,PC,5.1,7-Oct-09
59,SQUEEBALLS PARTY,WII,tbd,12-Oct-09
59,MEGA MAN STAR FORCE 3: RED JOKER,DS,7.7,30-Jun-09
59,WATCHMEN: THE END IS NIGH COMPLETE EXPERIENCE,PS3,7.8,21-Jul-09
59,COCOTO PLATFORM JUMPER,WII,tbd,27-Apr-09
59,COLORZ,WII,tbd,7-Sep-09
59,THE CHASE: FELIX MEETS FELICITY,DS,tbd,27-Jan-09
59,GUITAR HERO: VAN HALEN,PS3,5.2,22-Dec-09
59,BLEACH: THE 3RD PHANTOM,DS,7.4,15-Sep-09
59,EVASIVE SPACE,WII,tbd,16-Feb-09
59,POKEMON RUMBLE,WII,8.3,16-Nov-09
58,MEGA MAN STAR FORCE 3: BLACK ACE,DS,8.2,30-Jun-09
58,BLACK SIGIL: BLADE OF THE EXILED,DS,7.5,9-Jun-09
58,DRAWN TO LIFE: THE NEXT CHAPTER,WII,6,27-Oct-09
58,WHEELMAN,PC,7,24-Mar-09
58,ALIENS IN THE ATTIC,DS,6.7,4-Aug-09
58,FORTIX,PSP,6.8,24-Nov-09
58,CARS RACE-O-RAMA,WII,4.8,12-Oct-09
58,SIMANIMALS,WII,2.1,21-Jan-09
58,WIZARDS OF WAVERLY PLACE,DS,tbd,25-Aug-09
58,ADVENTURES TO GO!,PSP,7.2,27-Oct-09
58,OVERLORD MINIONS,DS,4,23-Jun-09
58,HERO OF SPARTA,PSP,6,1-Oct-09
58,ARKANOID LIVE!,X360,3.6,6-May-09
57,CRIMECRAFT,PC,5.9,25-Aug-09
57,THE LORD OF THE RINGS: CONQUEST,PC,6.7,13-Jan-09
57,CHRONICLES OF MYSTERY: CURSE OF THE ANCIENT TEMPLE,DS,tbd,2-Nov-09
57,DRAGON BALL: RAGING BLAST,PS3,7.4,10-Nov-09
57,SHERLOCK HOLMES: THE MYSTERY OF THE MUMMY,DS,3.1,13-Jul-09
56,JEWEL MASTER: EGYPT,DS,tbd,3-Nov-09
56,UNBOUND SAGA,PSP,7.3,16-Jul-09
56,WARRIORS OROCHI 2,PSP,8,28-Aug-09
57,DYNASTY WARRIORS VOL. 2,PSP,8.2,24-Oct-06
57,SPONGEBOB SQUAREPANTS: CREATURE FROM THE KRUSTY KRAB,WII,5.5,13-Nov-06
57,STRONGHOLD LEGENDS,PC,7.2,23-Oct-06
57,WARPATH,PC,6.4,18-Jul-06
57,RUFF TRIGGER: THE VANOCORE CONSPIRACY,PS2,7,28-Jun-06
57,MOSCOW TO BERLIN: RED SIEGE,PC,tbd,14-Jun-06
57,PARADISE 2006,PC,8.5,3-May-06
57,DEEP LABYRINTH,DS,7,15-Aug-06
57,UBERSOLDIER,PC,6.3,31-Mar-06
56,AGE OF PIRATES: CARIBBEAN TALES,PC,6.3,12-Sep-06
56,MLB SLUGFEST 2006,PS2,7.5,5-Jun-06
56,IRON WARRIORS: T-72 TANK COMMAND,PC,6.6,24-May-06
56,SCOOBY-DOO! WHO'S WATCHING WHO?,DS,tbd,16-Oct-06
56,DANCE FACTORY,PS2,6,29-Aug-06
56,GARFIELD AND HIS NINE LIVES,GBA,tbd,10-May-06
56,RF ONLINE,PC,5.7,21-Feb-06
56,STAR TREK: LEGACY,PC,4,5-Dec-06
56,EA REPLAY,PSP,tbd,14-Nov-06
56,SUPER MONKEY BALL ADVENTURE,PSP,6.4,29-Aug-06
56,AVATAR: THE LAST AIRBENDER,WII,5.8,13-Nov-06
55,GENJI: DAYS OF THE BLADE,PS3,5.9,14-Nov-06
55,SONIC RIDERS,PS2,7.4,21-Feb-06
55,NARUTO: NINJA COUNCIL 2,GBA,7.9,4-Oct-06
55,IGPX: IMMORTAL GRAND PRIX,PS2,tbd,12-Sep-06
55,WARHAMMER: BATTLE FOR ATLUMA,PSP,7.4,14-Nov-06
54,BATTLE OF EUROPE,PC,tbd,23-Mar-06
54,TRUE CRIME: NEW YORK CITY,PC,6.6,24-Mar-06
54,SCOOBY DOO! WHO'S WATCHING WHO?,PSP,tbd,16-Oct-06
54,POCKETBIKE RACER,X360,6.5,19-Nov-06
54,IMPORT TUNER CHALLENGE,X360,7.7,26-Sep-06
54,EL MATADOR,PC,4.7,29-Sep-06
54,NIGHT WATCH,PC,6.5,26-Jun-06
54,GODS: LANDS OF INFINITY,PC,6,10-Jun-06
54,TOM CLANCY'S RAINBOW SIX CRITICAL HOUR,XBOX,3.6,14-Mar-06
54,SNEAK KING,X360,5.6,19-Nov-06
54,CARS,DS,2.1,6-Jun-06
54,RAINBOW ISLANDS REVOLUTION,DS,tbd,3-Oct-06
53,CURIOUS GEORGE,PS2,7.7,1-Feb-06
53,AMERICAN CONQUEST: DIVIDED NATION,PC,7.3,27-Mar-06
53,THE HISTORY CHANNEL: CIVIL WAR - A NATION DIVIDED,X360,6.9,14-Nov-06
53,FAMILY GUY,XBOX,4.8,16-Oct-06
53,DEAD OR ALIVE XTREME 2,X360,6.7,13-Nov-06
53,NICKTOONS UNITE!,DS,7.5,10-Jan-06
52,SAMURAI WARRIORS 2,X360,8.7,19-Sep-06
52,GANGS OF LONDON,PSP,6.7,3-Oct-06
52,OVER THE HEDGE: HAMMY GOES NUTS!,DS,tbd,24-Oct-06
52,THE DA VINCI CODE,XBOX,2.8,19-May-06
52,X-MEN: THE OFFICIAL GAME,X360,6.1,16-May-06
52,50 CENT: BULLETPROOF G UNIT EDITION,PSP,4.5,29-Aug-06
52,HI HI PUFFY AMIYUMI: THE GENIE & THE AMP,DS,7.2,27-Jun-06
51,PAC-MAN WORLD RALLY,PSP,6.8,22-Aug-06
51,MONSTER 4X4: WORLD CIRCUIT,WII,7.8,19-Nov-06
51,RENGOKU II: THE STAIRWAY TO H.E.A.V.E.N.,PSP,7.6,12-Sep-06
51,RIVER KING: A WONDERFUL JOURNEY,PS2,tbd,28-Mar-06
51,SPY HUNTER: NOWHERE TO RUN,XBOX,4,5-Sep-06
51,ERAGON,PC,5.4,14-Nov-06
51,APE ESCAPE ACADEMY,PSP,6.4,17-Jan-06
51,STAR TREK: ENCOUNTERS,PS2,8.2,4-Oct-06
51,CRUSTY DEMONS,XBOX,6.5,27-Jun-06
51,JAWS UNLEASHED,XBOX,6.2,23-May-06
58,PET ALIEN: AN INTERGALACTIC PUZZLEPALOOZA,DS,tbd,28-Aug-07
58,THE FAST AND THE FURIOUS,PSP,5.3,24-Apr-07
58,CODE LYOKO: QUEST FOR INFINITY,WII,8.3,16-Nov-07
58,DAWNSPIRE: PRELUDE,PC,7.3,3-Apr-07
58,FISHING MASTER,WII,8.1,18-Sep-07
58,THE LEGEND OF HEROES III: SONG OF THE OCEAN,PSP,7.1,23-Jan-07
58,MEGA MAN STAR FORCE: LEO,DS,8.5,7-Aug-07
58,LOST IN BLUE 2,DS,tbd,20-Mar-07
58,MAELSTROM 2007,PC,6.3,20-Feb-07
58,ROCKY BALBOA,PSP,6.6,13-Mar-07
58,AEGIS WING,X360,7,16-May-07
58,WII PLAY,WII,6.5,12-Feb-07
57,UNDERCOVER: OPERATION WINTERSUN,PC,tbd,28-Aug-07
57,DRIVER '76,PSP,7.7,8-May-07
57,FRONTLINE: FIELDS OF THUNDER,PC,7.4,9-Apr-07
57,DRAGON BALL Z: HARUKANARU DENSETSU,DS,6.4,5-Jun-07
57,NARUTO: PATH OF THE NINJA,DS,7.2,23-Oct-07
57,RAYMAN RAVING RABBIDS 2,DS,6.9,13-Nov-07
57,NASCAR 08,PS3,4.9,23-Jul-07
57,BOOGIE,WII,5.3,7-Aug-07
57,GENESIS RISING: THE UNIVERSAL CRUSADE,PC,6.1,20-Mar-07
57,DREAMWORKS SHREK THE THIRD,PSP,2.7,5-Jun-07
57,DOUBLE DRAGON,X360,6.4,9-May-07
57,CHULIP,PS2,7.5,14-Feb-07
57,DAWN OF MANA,PS2,6.9,24-May-07
57,TOY HOME,PS3,5.4,20-Dec-07
56,NARUTO: NINJA COUNCIL 3,DS,6.5,22-May-07
56,XEVIOUS,X360,tbd,23-May-07
56,RAYMAN RAVING RABBIDS,DS,6.8,6-Mar-07
56,CODED ARMS: CONTAGION,PSP,6.8,18-Sep-07
56,DYNASTY WARRIORS DS: FIGHTER'S BATTLE,DS,7.3,25-Jul-07
56,HIGH SCHOOL MUSICAL: SING IT!,PS2,tbd,30-Oct-07
56,GYRUSS,X360,tbd,18-Apr-07
56,DRAGONEER'S ARIA,PSP,6.5,21-Aug-07
65,PRINCE OF PERSIA REVELATIONS,PSP,8,6-Dec-05
56,VIVA PINATA: PARTY ANIMALS,X360,6,30-Oct-07
56,TOUCH THE DEAD,DS,5.6,16-May-07
56,HOT DOG KING A FAST FOOD EMPIRE,PC,7.4,9-Apr-07
56,NEXT LIFE,PC,4.6,20-Nov-07
56,TENCHU Z,X360,7.3,12-Jun-07
56,RAFA NADAL TENNIS,DS,tbd,30-Jun-07
55,DYNASTY WARRIORS: GUNDAM,X360,6.4,28-Aug-07
64,MARIO PARTY 7,GC,7.8,7-Nov-05
64,BATTLES OF PRINCE OF PERSIA,DS,7.7,6-Dec-05
64,DEVIL KINGS,PS2,7.2,12-Oct-05
64,POKEMON XD: GALE OF DARKNESS,GC,8.2,28-Sep-05
64,SCOOBY-DOO! UNMASKED,GC,6.4,12-Sep-05
64,TONY HAWK'S AMERICAN SK8LAND,GBA,5.4,18-Oct-05
64,SONIC GEMS COLLECTION,GC,8.2,16-Aug-05
64,OPERATION FLASHPOINT: ELITE,XBOX,8.3,8-Nov-05
55,MONSTER MADNESS: BATTLE FOR SUBURBIA,X360,5.2,12-Jun-07
55,300: MARCH TO GLORY,PSP,7.3,27-Feb-07
55,HOT PIXEL,PSP,7,2-Oct-07
55,HOSHIGAMI: RUINING BLUE EARTH REMIX,DS,7.5,25-Jun-07
55,TRIONCUBE,DS,tbd,20-Feb-07
55,ASTEROIDS & DELUXE,X360,5,28-Nov-07
55,DISNEY/PIXAR RATATOUILLE,PS3,5.8,23-Oct-07
64,NBA LIVE 06,X360,6.1,16-Nov-05
64,FLIPNIC: ULTIMATE PINBALL,PS2,8.1,13-Jul-05
64,THE LORD OF THE RINGS: TACTICS,PSP,7.6,8-Nov-05
64,MUSASHI: SAMURAI LEGEND,PS2,8,15-Mar-05
64,HARDWOOD HEARTS,X360,7.4,8-Dec-05
64,ZOO TYCOON 2: ENDANGERED SPECIES,PC,7.8,19-Oct-05
55,BULLET WITCH,X360,6,27-Feb-07
55,BLITZKRIEG II: FALL OF THE REICH,PC,tbd,22-Feb-07
55,BATTLESTAR GALACTICA,X360,6.7,24-Oct-07
55,HARD TO BE A GOD,PC,6.8,19-Oct-07
55,CAKE MANIA,DS,6.1,9-Apr-07
55,TRANSFORMERS: THE GAME,PC,5.3,26-Jun-07
55,SAMURAI WARRIORS 2: EMPIRES,PS2,7.3,27-Feb-07
64,COLD WAR,PC,6,27-Sep-05
64,HELLO KITTY: ROLLER RESCUE,GC,7.3,16-Aug-05
63,JUICED,PC,7.4,13-Jun-05
63,SUIKODEN IV,PS2,7.6,11-Jan-05
63,WORLD POKER TOUR,XBOX,7.8,18-Oct-05
63,THE CON,PSP,7.2,18-Oct-05
63,SBK: SNOWBOARD KIDS,DS,6.6,22-Nov-05
63,ATV OFFROAD FURY: BLAZIN' TRAILS,PSP,7.8,19-Apr-05
63,STRONGHOLD 2,PC,5.7,18-Apr-05
55,CENTIPEDE & MILLIPEDE,X360,6.6,2-May-07
55,FURY,PC,4.7,16-Oct-07
54,THE LEGEND OF SPYRO: THE ETERNAL NIGHT,PS2,5.5,2-Oct-07
54,SPYGLASS BOARD GAMES,X360,3.8,1-Aug-07
54,AVATAR: THE LAST AIRBENDER - THE BURNING EARTH,X360,5.9,19-Nov-07
63,OBSCURE,PC,7.7,6-Apr-05
63,MIDWAY ARCADE TREASURES: EXTENDED PLAY,PSP,7.8,13-Dec-05
63,CHAOS FIELD,GC,5,20-Dec-05
63,SPACE HACK,PC,7.7,18-Nov-05
62,HARDWOOD BACKGAMMON,X360,6.6,8-Dec-05
62,DEMOCRACY,PC,4.8,1-Apr-05
62,FIFA 06: ROAD TO FIFA WORLD CUP,X360,6,16-Nov-05
53,VALHALLA KNIGHTS,PSP,6.3,17-Apr-07
53,TETRIS SPLASH,X360,7.6,3-Oct-07
53,THE ADVENTURES OF DARWIN,PS2,tbd,25-Jun-07
53,LAIR,PS3,6.4,30-Aug-07
53,SPIDER-MAN 3,WII,5.3,4-May-07
53,FULL AUTO 2: BATTLELINES,PSP,7,20-Mar-07
53,SAMURAI WARRIORS 2 EMPIRES,X360,8.6,27-Feb-07
62,DYNASTY WARRIORS,PSP,7.3,16-Mar-05
62,CHROME SPECFORCE,PC,7.1,30-Nov-05
62,HARDWOOD SPADES,X360,6.5,8-Dec-05
62,ATOMIC BETTY,GBA,7.9,25-Oct-05
62,MR. DRILLER 2,GBA,tbd,10-Apr-05
62,AERIAL STRIKE: THE YAGER MISSIONS,PC,tbd,4-Feb-05
62,TORK: PREHISTORIC PUNK,XBOX,6.2,12-Jan-05
53,ECCO THE DOLPHIN,X360,8,15-Aug-07
53,WAR ROCK,PC,5.4,7-Feb-07
53,BUST-A-MOVE BASH!,WII,3.5,17-Apr-07
61,CONFLICT: GLOBAL TERROR,PC,7.4,3-Oct-05
61,NEOPETS: THE DARKEST FAERIE,PS2,8.4,16-Nov-05
61,RAYMAN: HOODLUM'S REVENGE,GBA,7.2,15-Mar-05
61,GRETZKY NHL,PSP,7,14-Mar-05
61,DISNEY'S KIM POSSIBLE: KIMMUNICATOR,DS,7.5,9-Nov-05
61,VIETCONG 2,PC,6.5,24-Oct-05
61,DEATH JR.,PSP,7,16-Aug-05
61,GHOST IN THE SHELL: STAND ALONE COMPLEX,PSP,7.4,26-Oct-05
61,BOILING POINT: ROAD TO HELL,PC,7.4,6-Jun-05
61,FANTASTIC 4,GC,4,27-Jun-05
61,DELTA FORCE: BLACK HAWK DOWN,XBOX,6.8,26-Jul-05
61,PLAYBOY: THE MANSION,XBOX,4.3,25-Jan-05
61,SHINING TEARS,PS2,6.5,22-Mar-05
60,YOSHI TOPSY-TURVY,GBA,6.3,13-Jun-05
60,BRATZ: ROCK ANGELZ,PS2,5.8,6-Oct-05
60,ER 2005,PC,tbd,31-May-05
60,TRAPT,PS2,8.1,1-Nov-05
60,RAVE MASTER,GC,6.3,8-Mar-05
60,"SHAMAN KING: LEGACY OF THE SPIRITS, SPRINTING WOLF",GBA,8.8,8-Feb-05
60,CONSTANTINE,XBOX,7.2,14-Feb-05
60,NAMCO MUSEUM 50TH ANNIVERSARY,GBA,tbd,30-Aug-05
60,STAR WARS EPISODE III: REVENGE OF THE SITH,PS2,7.2,4-May-05
60,SPECIAL FORCES: NEMESIS STRIKE,XBOX,6.4,22-Mar-05
60,DISNEY'S CHICKEN LITTLE,PS2,8.6,20-Oct-05
60,URBAN REIGN,PS2,8.3,13-Sep-05
59,"SPONGEBOB SQUAREPANTS: LIGHTS, CAMERA, PANTS!",PS2,7.3,21-Oct-05
59,FINNY THE FISH & THE SEVEN WATERS,PS2,tbd,17-May-05
59,"SHAMAN KING: LEGACY OF THE SPIRITS, SOARING HAWK",GBA,6.5,8-Feb-05
59,ARC THE LAD: END OF DARKNESS,PS2,4.2,14-Jun-05
59,WINNIE THE POOH'S RUMBLY TUMBLY ADVENTURE,GC,tbd,8-Feb-05
59,KONG: THE 8TH WONDER OF THE WORLD,GBA,8.5,21-Nov-05
56,TOREN,PS4,5.4,12-May-15
56,SUPREME LEAGUE OF PATRIOTS,PC,4.6,29-Jan-15
56,SUBMERGED,PS4,4.7,4-Aug-15
55,CUBE LIFE: ISLAND SURVIVAL,WIIU,7,4-Jun-15
55,GRYPHON KNIGHT EPIC,PC,7.4,20-Aug-15
55,CRIMINAL GIRLS: INVITE ONLY,VITA,6.8,3-Feb-15
55,WOOLFE - THE RED HOOD DIARIES,PC,5.9,17-May-15
55,WARHAMMER QUEST,PC,2.5,7-Jan-15
54,GUNS UP!,PS4,6.3,5-Dec-15
54,FARMING SIMULATOR 15,PS4,5.5,19-May-15
54,SON OF NOR,PC,7.7,31-Mar-15
54,HATOFUL BOYFRIEND: HOLIDAY STAR,PC,7.7,15-Dec-15
54,CARMAGEDDON: REINCARNATION,PC,4.3,21-May-15
54,TEMPLE OF YOG,WIIU,6.9,16-Dec-15
53,RED GODDESS: INNER WORLD,PC,7,1-Sep-15
53,BEDLAM: THE GAME BY CHRISTOPHER BROOKMYRE,PS4,5.3,13-Oct-15
52,WORLDS OF MAGIC,PC,5.5,19-Mar-15
52,SPECTRA: 8BIT RACING,XONE,6.5,10-Jul-15
52,BEYOND EYES,PS4,4.6,8-Sep-15
52,NO TIME TO EXPLAIN,XONE,5.3,17-Jul-15
51,CHIVALRY: MEDIEVAL WARFARE,XONE,4.6,2-Dec-15
51,RISEN 3: TITAN LORDS - ENHANCED EDITION,PS4,4.8,21-Aug-15
50,ANIMAL GODS,PC,tbd,12-Oct-15
49,CORPSE OF DISCOVERY,PC,1.3,25-Aug-15
49,CANVALEON,WIIU,5.9,23-Jul-15
48,LUCIUS II,PC,3.3,13-Feb-15
48,IRONFALL INVASION,3DS,5.6,26-Feb-15
48,THE MUPPETS: MOVIE ADVENTURES,VITA,6.5,1-Sep-15
47,SOLARIX,PC,4.1,30-Apr-15
47,CITIES XXL,PC,1.7,5-Feb-15
47,COAST GUARD,PC,3.8,21-Oct-15
46,PRIMAL CARNAGE: EXTINCTION,PS4,5.9,20-Oct-15
46,ATTACK ON TITAN: HUMANITY IN CHAINS,3DS,4.5,12-May-15
46,ANIMAL CROSSING: AMIIBO FESTIVAL,WIIU,4.3,13-Nov-15
45,LA COPS,PC,6.1,13-Mar-15
45,INFINITY RUNNER,PS4,5.5,21-Apr-15
45,RODEA THE SKY SOLDIER,3DS,5.6,10-Nov-15
44,Q*BERT: REBOOTED,PS4,5,17-Feb-15
44,CALVINO NOIR,PS4,7.1,25-Aug-15
43,DEVIL'S THIRD,WIIU,6.6,28-Aug-15
43,HATRED,PC,4.6,1-Jun-15
43,FUNK OF TITANS,XONE,4.2,9-Jan-15
43,ENKI,PC,4.4,31-Jul-15
42,MX VS. ATV SUPERCROSS ENCORE,PS4,3.8,27-Oct-15
40,CHRONUS ARC,3DS,5.4,1-Oct-15
38,PROJECT ROOT,XONE,5,29-Apr-15
38,GODZILLA,PS4,3.1,14-Jul-15
32,ZOMBEER,PC,5,30-Jan-15
32,GIANA SISTERS: DREAM RUNNERS,XONE,4.7,19-Aug-15
32,TONY HAWK'S PRO SKATER 5,PS4,1.4,29-Sep-15
27,RAVEN'S CRY,PC,3.3,30-Jan-15
21,AFRO SAMURAI 2: REVENGE OF KUMA VOLUME ONE,PS4,2.6,22-Sep-15
19,ALONE IN THE DARK: ILLUMINATION,PC,1.2,11-Jun-15
58,BLASTER MASTER: OVERDRIVE,WII,8.4,8-Feb-10
58,THE LORD OF THE RINGS: ARAGORN'S QUEST,PS3,6.3,14-Sep-10
58,FURRY LEGENDS,WII,6.3,19-Jul-10
57,VANCOUVER 2010 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC WINTER GAMES,PC,3.7,15-Jan-10
57,DRAGON BALL: RAGING BLAST 2,X360,7.6,2-Nov-10
57,LANDIT BANDIT,PS3,7,13-Jul-10
57,DARK VOID,PC,5.3,19-Jan-10
57,DREAMWORKS SHREK FOREVER AFTER,PS3,2.5,18-May-10
57,DECA SPORTS DS,DS,tbd,2-Mar-10
57,ART OF MURDER: CARDS OF DESTINY,PC,5.9,23-Feb-10
57,FAERY: LEGENDS OF AVALON,X360,6.6,10-Nov-10
57,PRINCE OF PERSIA: THE FORGOTTEN SANDS,DS,6.3,18-May-10
