metascore,name,console,userscore,date
70,METAL SLUG 7,DS,7.2,18-Nov-08
70,SINGSTAR POP VOL. 2,PS2,tbd,23-Sep-08
70,NCAA BASKETBALL 09,X360,5.6,17-Nov-08
70,LITTLE LEAGUE WORLD SERIES BASEBALL 2008,WII,8,5-Aug-08
70,ELEFUNK,PS3,6.1,17-Jul-08
70,LOST PLANET: EXTREME CONDITION COLONIES EDITION,PC,7.4,27-May-08
70,GUITAR HERO: AEROSMITH,PS3,5,29-Jun-08
70,KUNG FU PANDA,WII,6.7,3-Jun-08
70,MERCENARIES 2: WORLD IN FLAMES,PC,6,4-Sep-08
70,DRACULA: ORIGIN,PC,6.5,23-May-08
70,REAL SOCCER 2009,DS,tbd,4-Nov-08
70,ART STYLE: ROTOHEX,WII,tbd,27-Oct-08
69,NANCY DREW: THE PHANTOM OF VENICE,PC,6.8,11-Jul-08
69,SUPER STARDUST PORTABLE,PSP,7.3,4-Dec-08
69,RHEM 3: THE SECRET LIBRARY,PC,tbd,28-Feb-08
69,TRANSFORMERS ANIMATED: THE GAME,DS,tbd,21-Oct-08
69,MANA KHEMIA: ALCHEMISTS OF AL-REVIS,PS2,7.9,1-Apr-08
69,RONDO OF SWORDS,DS,7.9,15-Apr-08
69,MYSTERY DUNGEON: SHIREN THE WANDERER,DS,8.2,4-Mar-08
69,GYROSTARR,WII,8.5,23-Jun-08
69,TOM CLANCY'S ENDWAR,DS,5.8,4-Nov-08
69,ALONE IN THE DARK: INFERNO,PS3,5.4,18-Nov-08
69,R-TYPE COMMAND,PSP,7.4,6-May-08
69,1942: JOINT STRIKE,PS3,5.8,24-Jul-08
69,GOLF: TEE IT UP!,X360,8.4,9-Jul-08
69,BUZZ! JUNIOR: DINO DEN,PS2,tbd,25-Sep-08
69,JACK KEANE,PC,6.9,15-Apr-08
69,MARIO SUPER SLUGGERS,WII,7.8,25-Aug-08
69,DANCE DANCE REVOLUTION: HOTTEST PARTY 2,WII,6.8,12-Sep-08
69,FIFA MANAGER 09,PC,7.1,19-Dec-08
69,BIOLOGY BATTLE,X360,8.7,18-Nov-08
68,KINGDOM HEARTS RE: CHAIN OF MEMORIES,PS2,8.1,2-Dec-08
68,NIKOPOL: SECRETS OF THE IMMORTALS,PC,5.9,20-Sep-08
68,BUCCANEER: THE PURSUIT OF INFAMY,PC,6.7,5-Dec-08
68,SINKING ISLAND,PC,7,21-Aug-08
68,BLITZ: THE LEAGUE II,X360,7.2,13-Oct-08
68,TALES OF SYMPHONIA: DAWN OF THE NEW WORLD,WII,7,11-Nov-08
68,DRAWN TO LIFE: SPONGEBOB SQUAREPANTS EDITION,DS,5.5,15-Sep-08
68,STAR WARS THE CLONE WARS: JEDI ALLIANCE,DS,7.8,11-Nov-08
68,POKEMON RANGER: SHADOWS OF ALMIA,DS,8.3,10-Nov-08
68,BUZZ! MASTER QUIZ,PSP,7,23-Sep-08
68,SAMBA DE AMIGO,WII,8.2,23-Sep-08
68,TOP SPIN 3,WII,5.7,23-Jun-08
68,LITTLE RED RIDING HOOD'S ZOMBIE BBQ,DS,7.4,6-Nov-08
68,GO! GO! BREAK STEADY,X360,7.4,23-Jul-08
73,YOUR SHAPE: FITNESS EVOLVED,X360,7.5,4-Nov-10
73,RESIDENT EVIL 5: DESPERATE ESCAPE,PS3,6.9,4-Mar-10
73,WARIOWARE D.I.Y. SHOWCASE,WII,8.4,29-Mar-10
73,FIFA SOCCER 11,WII,6.7,4-Oct-10
73,SCOTT PILGRIM VS. THE WORLD: THE GAME,X360,7.5,25-Aug-10
73,ARMA II: OPERATION ARROWHEAD,PC,8.1,29-Jun-10
73,FUNKY LAB RAT,PS3,6.4,30-Nov-10
73,SPIDER-MAN: SHATTERED DIMENSIONS,DS,7.4,7-Sep-10
73,EARTHWORM JIM HD,X360,7.7,9-Jun-10
73,DISNEY EPIC MICKEY,WII,7.1,30-Nov-10
73,BLOOD BOWL: LEGENDARY EDITION,PC,6.4,28-Oct-10
73,MODNATION RACERS,PSP,7.7,24-May-10
73,KINECT SPORTS,X360,7.5,4-Nov-10
72,CHICK CHICK BOOM,WII,8.7,27-Dec-10
72,WORMS: BATTLE ISLANDS,PSP,7.8,22-Nov-10
72,AFTER BURNER CLIMAX,X360,5,21-Apr-10
72,MONSTERS PROBABLY STOLE MY PRINCESS,PSP,7.6,22-Apr-10
72,MEDAL OF HONOR,PC,6.4,12-Oct-10
72,LEGO HARRY POTTER: YEARS 1-4,DS,7.2,29-Jun-10
72,ROCKET KNIGHT,X360,7.7,12-May-10
72,TETRIS PARTY DELUXE,WII,5.8,25-May-10
72,GUITAR HERO: WARRIORS OF ROCK,X360,6.5,28-Sep-10
72,SERIOUS SAM HD: THE SECOND ENCOUNTER,X360,7.1,22-Sep-10
72,SONIC THE HEDGEHOG 4: EPISODE I,X360,5.6,13-Oct-10
72,FLOTILLA,PC,7.3,26-Feb-10
72,HEAVY RAIN: MOVE EDITION,PS3,8.2,22-Sep-10
72,MAJIN AND THE FORSAKEN KINGDOM,PS3,7.8,23-Nov-10
71,SHIREN THE WANDERER,WII,7.6,9-Feb-10
71,UDRAW STUDIO,WII,tbd,14-Nov-10
71,YOUNG THOR,PSP,tbd,20-Jul-10
71,SHANK,X360,6.4,25-Aug-10
71,POKER NIGHT AT THE INVENTORY,PC,7,22-Nov-10
71,EUROPA UNIVERSALIS III: DIVINE WIND,PC,8.7,14-Dec-10
71,JOLLY ROVER,PC,7.7,7-Jun-10
71,MAX & THE MAGIC MARKER,PC,5.4,8-Feb-10
71,SBK-09 SUPERBIKE WORLD CHAMPIONSHIP,PS3,7.4,18-Jun-10
71,MASS EFFECT 2: KASUMI - STOLEN MEMORY,PC,7.3,6-Apr-10
71,THE KINGS' CRUSADE,PC,6.9,8-Oct-10
71,FINAL FANTASY: THE 4 HEROES OF LIGHT,DS,8.6,5-Oct-10
71,NO HEROES ALLOWED!,PSP,6,1-Nov-10
71,NBA JAM,PS3,5.9,15-Nov-10
71,ACE COMBAT: JOINT ASSAULT,PSP,7.3,31-Aug-10
71,PICTIONARY,WII,tbd,14-Nov-10
71,SAVE THE TURTLES,DS,7.9,29-Mar-10
70,TOP DARTS,PS3,tbd,21-Dec-10
70,CRACKDOWN 2,X360,6,6-Jul-10
70,LEAD AND GOLD: GANGS OF THE WILD WEST,PC,8.3,8-Apr-10
70,2010 FIFA WORLD CUP SOUTH AFRICA,WII,6.7,27-Apr-10
70,GLOBAL AGENDA,PC,7.9,1-Feb-10
70,EYEPET: MOVE EDITION,PS3,4.1,5-Sep-10
70,BATMAN: THE BRAVE AND THE BOLD - THE VIDEOGAME,WII,7.3,7-Sep-10
70,BOMBERMAN LIVE: BATTLEFEST,X360,8.3,8-Dec-10
70,100 CLASSIC BOOKS,DS,6,14-Jun-10
70,PHOTO DOJO,DS,7.3,10-May-10
70,JETT ROCKET,WII,8.4,28-Jun-10
70,EVOCHRON MERCENARY,PC,7.6,17-Sep-10
70,SONIC CLASSIC COLLECTION,DS,7.5,2-Mar-10
70,BEAT HAZARD,PC,7.2,15-Apr-10
70,PEARL HARBOR TRILOGY - 1941: RED SUN RISING,WII,8.4,5-Jul-10
70,DRAGON BALL: ORIGINS 2,DS,tbd,22-Jun-10
70,VANDAL HEARTS: FLAMES OF JUDGMENT,PS3,6.5,21-Jan-10
70,MOTOGP 09/10,PS3,5.4,23-Mar-10
70,THE WHISPERED WORLD,PC,7.6,26-Apr-10
70,CITIES XL 2011,PC,5.7,14-Oct-10
70,BEAT CITY,DS,tbd,20-Apr-10
70,FALLOUT: NEW VEGAS - DEAD MONEY,X360,6.1,21-Dec-10
70,LEGO UNIVERSE,PC,7.6,26-Oct-10
70,SUPER MARIO ALL-STARS: 25TH ANNIVERSARY EDITION,WII,7.8,12-Dec-10
70,X-MEN: THE ARCADE GAME,X360,6.9,15-Dec-10
69,INVIZIMALS,PSP,7.6,12-Oct-10
69,HOOPWORLD,WII,7.6,19-Jul-10
69,GLORY OF HERACLES,DS,7.4,18-Jan-10
69,MAGIC: THE GATHERING - DUELS OF THE PLANESWALKERS,PC,4.8,15-Jun-10
69,ANCIENTS OF OOGA,X360,5.8,30-Jun-10
69,THE EYE OF JUDGMENT: LEGENDS,PSP,7.9,10-Mar-10
74,ANNA'S QUEST,PC,6.9,2-Jul-15
74,RESIDENT EVIL: REVELATIONS 2,PC,7,18-Mar-15
74,A PIXEL STORY,PC,5.8,30-Mar-15
74,DYING LIGHT,XONE,7.8,27-Jan-15
74,SHANTAE: RISKY'S REVENGE - DIRECTOR'S CUT,PS4,7.2,23-Jun-15
74,GAME OF THRONES: EPISODE FIVE - A NEST OF VIPERS,PC,6.7,21-Jul-15
74,SUMMON NIGHT 5,PSP,8.1,15-Dec-15
74,THE ELDER SCROLLS ONLINE: TAMRIEL UNLIMITED,PS4,7.7,9-Jun-15
74,THE RED SOLSTICE,PC,7.4,9-Jul-15
74,MEGA COIN SQUAD,XONE,6.4,20-May-15
74,DRAGON AGE: INQUISITION - JAWS OF HAKKON,PC,5.7,24-Mar-15
73,ULTRATRON,WIIU,6.5,14-May-15
73,JUST DANCE 2016,PS4,5.9,20-Oct-15
73,BABOON!,VITA,7.6,28-Jan-15
73,PURE HOLD 'EM,PS4,4.7,18-Aug-15
73,KIRBY AND THE RAINBOW CURSE,WIIU,8,20-Feb-15
73,PUZZLE & DRAGONS Z + PUZZLE & DRAGONS: SUPER MARIO BROS. EDITION,3DS,7.5,22-May-15
73,THE CREW: WILD RUN,PS4,6.4,17-Nov-15
73,THE LEGEND OF ZELDA: TRI FORCE HEROES,3DS,7.5,23-Oct-15
73,DRAGON QUEST HEROES: THE WORLD TREE'S WOE AND THE BLIGHT BELOW,PC,6.9,3-Dec-15
73,MINECRAFT: STORY MODE - EPISODE 3: THE LAST PLACE YOU LOOK,PS4,4,24-Nov-15
73,DUNGEON TRAVELERS 2: THE ROYAL LIBRARY & THE MONSTER SEAL,VITA,8.4,18-Aug-15
73,YATAGARASU: ATTACK ON CATACLYSM,PC,5,7-Jul-15
73,RESIDENT EVIL: REVELATIONS 2 - EPISODE 1: PENAL COLONY,XONE,7.1,25-Feb-15
73,THE SIMS 4: GET TO WORK,PC,6,31-Mar-15
73,SAMURAI WARRIORS 4-II,PS4,6.9,29-Sep-15
73,THEA: THE AWAKENING,PC,8.6,20-Nov-15
73,HARD WEST,PC,7.5,18-Nov-15
73,0RBITALIS,PC,7.3,28-May-15
73,MASSIVE CHALICE,PC,6,1-Jun-15
73,BROKEN AGE: ACT 2,PC,6.4,28-Apr-15
73,CALL OF DUTY: BLACK OPS III,PC,3,5-Nov-15
73,LBX: LITTLE BATTLERS EXPERIENCE,3DS,7.4,21-Aug-15
73,LEMMA,PC,7.7,12-May-15
72,MAD MAX,XONE,7.7,1-Sep-15
72,ADVENTURES OF PIP,PC,6.8,17-Mar-15
72,DESTINY: HOUSE OF WOLVES,PS4,4.2,19-May-15
72,BEYOND: TWO SOULS,PS4,7.9,24-Nov-15
72,BROKEN SWORD 5: THE SERPENT'S CURSE,PS4,7.2,8-Sep-15
72,HATOFUL BOYFRIEND,PS4,6.4,21-Jul-15
72,CALL OF DUTY: ADVANCED WARFARE - HAVOC,XONE,6.7,27-Jan-15
72,EARTH DEFENSE FORCE 2: INVADERS FROM PLANET SPACE,VITA,8.2,8-Dec-15
72,ANNO 2205,PC,6,2-Nov-15
72,BLOCK N LOAD,PC,7.5,30-Apr-15
72,LEO'S FORTUNE,XONE,6.4,11-Sep-15
72,TALES OF ZESTIRIA,PS4,7.4,20-Oct-15
72,RENOWNED EXPLORERS: INTERNATIONAL SOCIETY,PC,6.4,2-Sep-15
72,STAR WARS BATTLEFRONT,PC,3.5,17-Nov-15
72,CONVOY,PC,5.5,21-Apr-15
72,BIG PHARMA,PC,6.3,27-Aug-15
72,STATE OF DECAY: YEAR ONE SURVIVAL EDITION,XONE,6.8,28-Apr-15
72,WWE 2K16,XONE,5.5,27-Oct-15
72,GUILD OF DUNGEONEERING,PC,5,14-Jul-15
72,"WARHAMMER 40,000: REGICIDE",PC,7.7,8-Sep-15
72,TORMENTUM - DARK SORROW,PC,8,4-Mar-15
72,HOMESICK,PC,7,28-May-15
72,THE SIMS 4: GET TOGETHER,PC,7.3,8-Dec-15
72,DARKSIDERS II: DEATHINITIVE EDITION,PS4,7.2,30-Oct-15
72,ASSASSIN'S CREED SYNDICATE: JACK THE RIPPER,PS4,6.6,15-Dec-15
72,AMNESIA: MEMORIES,VITA,6.9,25-Aug-15
72,TEMBO THE BADASS ELEPHANT,PS4,6.8,21-Jul-15
72,METAL GEAR SOLID V: METAL GEAR ONLINE,PS4,7.1,6-Oct-15
71,HYPERDIMENSION NEPTUNIA U: ACTION UNLEASHED,VITA,7.2,19-May-15
70,PIYOTAMA,PS3,6.8,9-Aug-07
70,DUNGEON MAKER: HUNTING GROUND,PSP,6.4,19-Jun-07
70,NEED FOR SPEED: PROSTREET,PC,6.1,13-Nov-07
70,HOT SHOTS TENNIS,PS2,8.3,17-Jul-07
70,NARUTO: ULTIMATE NINJA HEROES,PSP,6.6,28-Aug-07
70,NEVES,DS,tbd,6-Nov-07
70,MAKING HISTORY: THE CALM AND THE STORM,PC,8.8,13-Mar-07
70,LUMINOUS ARC,DS,7.1,14-Aug-07
70,BUZZ! JUNIOR: JUNGLE PARTY,PS2,8.6,2-Oct-07
70,SHREK THE THIRD,DS,3.8,2-May-07
70,CRASH OF THE TITANS,PS2,6.1,4-Oct-07
70,DANCE DANCE REVOLUTION SUPERNOVA 2,PS2,8,25-Sep-07
70,GARFIELD'S NIGHTMARE,DS,8.7,4-Sep-07
70,THE GODFATHER: THE DON'S EDITION,PS3,7.2,20-Mar-07
70,NOSTRADAMUS: THE LAST PROPHECY,PC,5.9,30-Sep-07
70,TIMESHIFT,PS3,6.3,19-Nov-07
70,PRINCE OF PERSIA: RIVAL SWORDS,WII,7.7,3-Apr-07
70,SYPHON FILTER: DARK MIRROR,PS2,8,18-Sep-07
70,HEROES OF MIGHT AND MAGIC V: TRIBES OF THE EAST,PC,8.7,16-Oct-07
69,MASTER OF ILLUSION,DS,tbd,26-Nov-07
69,KORORINPA: MARBLE MANIA,WII,8.3,20-Mar-07
69,SIMCITY DS,DS,6.4,19-Jun-07
69,GUITAR HERO ENCORE: ROCKS THE 80S,PS2,6.3,24-Jul-07
69,EARTH DEFENSE FORCE 2017,X360,7.6,20-Mar-07
69,NIGHTS: JOURNEY OF DREAMS,WII,8.5,18-Dec-07
69,GHOST SQUAD,WII,7.4,20-Nov-07
69,SONIC AND THE SECRET RINGS,WII,6.3,20-Feb-07
69,FREESTYLE STREET BASKETBALL,PC,7.4,15-May-07
69,MEDAL OF HONOR HEROES 2,PSP,7.1,13-Nov-07
69,PINBALL FX,X360,7.9,25-Apr-07
69,CONAN,PS3,7.2,23-Oct-07
69,BOOM BOOM ROCKET,X360,6.1,11-Apr-07
69,DEATH TO SPIES,PC,7.7,16-Oct-07
68,BAND OF BUGS,X360,6,20-Jun-07
68,LINK'S CROSSBOW TRAINING,WII,7.1,19-Nov-07
68,HANNSPREE TEN KATE HONDA: SBK-07 SUPERBIKE WORLD CHAMPIONSHIP,PS2,8.2,29-Oct-07
68,ORCS & ELVES,DS,8,13-Nov-07
68,DEF JAM: ICON,PS3,4.2,6-Mar-07
68,VANGUARD: SAGA OF HEROES,PC,7.1,30-Jan-07
68,SPACE GIRAFFE,X360,7.5,22-Aug-07
68,HARRY POTTER AND THE ORDER OF THE PHOENIX,X360,4.5,25-Jun-07
68,QUICKSPOT,DS,tbd,19-Mar-07
68,ZENDOKU,DS,tbd,26-Jun-07
68,BIG BRAIN ACADEMY: WII DEGREE,WII,6.9,11-Jun-07
68,ROCKSTAR GAMES PRESENTS TABLE TENNIS,WII,5.6,16-Oct-07
68,UFO: EXTRATERRESTRIALS,PC,7,4-May-07
68,HORSE LIFE,DS,tbd,6-Nov-07
68,GALACTIC ASSAULT: PRISONER OF POWER,PC,7.7,12-Sep-07
68,AVENCAST: RISE OF THE MAGE,PC,7.1,8-Nov-07
68,DIGIMON WORLD: DAWN,DS,7.6,18-Sep-07
68,SMASH COURT TENNIS 3,PSP,6.3,16-Jul-07
68,CHAMPIONSHIP MANAGER 2008,PC,6.8,6-Nov-07
68,FATAL FURY: BATTLE ARCHIVES VOLUME 1,PS2,8.3,14-Aug-07
68,GOLDEN AXE,X360,8.4,11-Jul-07
68,RIVIERA: THE PROMISED LAND,PSP,7.8,11-Jul-07
67,PONY FRIENDS,DS,6.6,30-May-07
67,NCAA MARCH MADNESS 08,PS3,3.8,11-Dec-07
67,ALIEN SHOOTER: VENGEANCE,PC,8.1,16-Feb-07
67,FANTASY WARS,PC,8.1,8-Nov-07
67,DIGIMON WORLD: DUSK,DS,7.8,18-Sep-07
67,PANZER TACTICS DS,DS,8.2,6-Nov-07
67,PARAPPA THE RAPPER,PSP,5.8,17-Jul-07
67,SHADOWRUN,PC,6.1,29-May-07
67,FINAL FANTASY,PSP,9,26-Jun-07
67,MX VS. ATV UNTAMED,PS3,6.1,17-Dec-07
67,NCAA MARCH MADNESS 07,X360,7.1,17-Jan-07
67,TRANSFORMERS: AUTOBOTS,DS,7.5,19-Jun-07
67,INNOCENT LIFE: A FUTURISTIC HARVEST MOON,PSP,7.9,15-May-07
67,TAITO LEGENDS 2,PS2,tbd,16-May-07
67,NAMCO MUSEUM DS,DS,6,18-Sep-07
67,"WARHAMMER 40,000: SQUAD COMMAND",PSP,7.8,12-Nov-07
67,DEWY'S ADVENTURE,WII,6.3,25-Sep-07
72,PIXELJUNK MONSTERS 2,PS4,6.7,18-May-18
72,THE RAVEN REMASTERED,PS4,5.3,13-Mar-18
72,CHASM,PC,6,30-Jul-18
72,SHIFTLINGS: ENHANCED EDITION,Switch,tbd,1-Feb-18
72,CANDLE: THE POWER OF THE FLAME,Switch,tbd,26-Jul-18
72,ROGUE ACES,PS4,5.1,12-Apr-18
72,SHU,Switch,6.3,23-Jan-18
72,FAR CRY 5: HOURS OF DARKNESS,PC,4.3,5-Jun-18
72,ALL WALLS MUST FALL,PC,tbd,23-Feb-18
72,APEX CONSTRUCT,PS4,7,20-Feb-18
72,LIGHT FALL,Switch,6.7,26-Apr-18
72,ZONE OF THE ENDERS: THE 2ND RUNNER MARS,PS4,7.6,4-Sep-18
72,DE BLOB,Switch,7.5,26-Jun-18
71,39 DAYS TO MARS,PC,4.6,25-Apr-18
71,GRAY DAWN,PC,8.4,7-Jun-18
71,CALL OF DUTY: WWII - THE RESISTANCE,PS4,3.1,30-Jan-18
71,"WARHAMMER 40,000: INQUISITOR - MARTYR",XONE,3.4,5-Jul-18
71,TRANSFERENCE,PS4,4.4,18-Sep-18
71,LAMPLIGHT CITY,PC,7.4,13-Sep-18
71,HAPPY BIRTHDAYS,Switch,7,5-Jun-18
71,SWIM OUT,Switch,tbd,20-Mar-18
71,TESLA VS LOVECRAFT,PS4,6.1,13-Mar-18
71,PATHFINDER: KINGMAKER,PC,7.6,25-Sep-18
71,ATTACK OF THE EARTHLINGS,PC,6.9,8-Feb-18
71,HEXOLOGIC,Switch,7.2,12-Jun-18
71,BAD NORTH,Switch,7.4,20-Aug-18
71,ASSASSIN'S CREED ROGUE REMASTERED,PS4,5.9,20-Mar-18
71,NOT TONIGHT,PC,7.1,17-Aug-18
71,THE INVISIBLE HOURS,XONE,tbd,24-Apr-18
71,THE BARD'S TALE IV: BARROWS DEEP,PC,6.7,18-Sep-18
71,COLD IRON,PS4,7.7,30-Jan-18
71,MEMBRANE,Switch,7.6,22-Feb-18
71,A ROBOT NAMED FIGHT!,Switch,6.9,26-Apr-18
71,MEGADIMENSION NEPTUNIA VIIR,PS4,6.9,8-May-18
71,MUGSTERS,PS4,tbd,17-Jul-18
70,DETECTIVE PIKACHU,3DS,7.6,23-Mar-18
70,CROSSING SOULS,PC,6.1,13-Feb-18
70,H1Z1,PC,4.3,28-Feb-18
70,OOO: ASCENSION,XONE,8,25-May-18
70,FABLE FORTUNE,XONE,7.3,22-Feb-18
70,POOL PANIC,Switch,7.3,19-Jul-18
70,NOBUNAGA'S AMBITION: TAISHI,PS4,4.8,5-Jun-18
70,REGALIA: OF MEN AND MONARCHS - ROYAL EDITION,PS4,5,10-Apr-18
70,RICK AND MORTY: VIRTUAL RICK-ALITY,PS4,4.4,10-Apr-18
70,GOD WARS THE COMPLETE LEGEND,Switch,tbd,4-Sep-18
70,DEATH'S GAMBIT,PS4,6.8,14-Aug-18
70,DISCO DODGEBALL REMIX,Switch,7.1,22-May-18
70,NARUTO SHIPPUDEN: ULTIMATE NINJA STORM TRILOGY,Switch,7.5,26-Apr-18
70,STIKBOLD! DODGEBALL ADVENTURE! DELUXE,Switch,7,4-Jan-18
70,DANDARA,PC,6.5,6-Feb-18
70,YO-KAI WATCH BLASTERS: RED CAT CORPS,3DS,6.9,7-Sep-18
70,GRAVEYARD KEEPER,XONE,5,15-Aug-18
70,YO-KAI WATCH BLASTERS: WHITE DOG SQUAD,3DS,7.8,7-Sep-18
70,VAMPYR,XONE,6.6,5-Jun-18
69,CITY OF BRASS,PC,3.4,4-May-18
69,KINGDOM COME: DELIVERANCE,PS4,7.2,13-Feb-18
69,AGE OF EMPIRES: DEFINITIVE EDITION,PC,4.8,20-Feb-18
69,PUNCH LINE,PS4,4.7,9-Oct-18
69,MERCENARY KINGS: RELOADED EDITION,Switch,7.2,6-Feb-18
69,WE WERE HERE TOO,PC,tbd,2-Feb-18
69,THE ESCAPISTS: COMPLETE EDITION,Switch,6.8,25-Sep-18
68,SERIOUS SAM DOUBLE D XXL,X360,5.5,20-Feb-13
68,SCRIBBLENAUTS UNMASKED: A DC COMICS ADVENTURE,PC,6,24-Sep-13
68,GAME DEV TYCOON,PC,8,28-Apr-13
68,AGE OF EMPIRES II: HD EDITION,PC,7.8,9-Apr-13
68,MECHWARRIOR ONLINE,PC,5.3,17-Sep-13
68,DILLON'S ROLLING WESTERN: THE LAST RANGER,3DS,7.5,11-Apr-13
68,PANDORA: FIRST CONTACT,PC,7.4,14-Nov-13
68,SAINTS ROW IV: ENTER THE DOMINATRIX,X360,6.3,22-Oct-13
67,DISNEY CASTLE OF ILLUSION STARRING MICKEY MOUSE,X360,7.1,4-Sep-13
67,RISE OF THE TRIAD,PC,6.7,31-Jul-13
67,STRENGTH OF THE SWORD 3,PS3,8.1,10-Dec-13
67,DO NOT FALL,PS3,tbd,23-Jul-13
67,WORMS REVOLUTION EXTREME,VITA,6.8,8-Oct-13
67,KICKBEAT,VITA,7.3,3-Sep-13
67,ASSASSIN'S CREED III - THE BETRAYAL,X360,5.1,19-Mar-13
67,NINJA GAIDEN 3: RAZOR'S EDGE,PS3,7.2,2-Apr-13
67,THE SHOWDOWN EFFECT,PC,7,5-Mar-13
67,CORPSE PARTY: BOOK OF SHADOWS,PSP,8.2,15-Jan-13
67,MEN'S ROOM MAYHEM,VITA,5.1,21-May-13
67,DUNGEONLAND,PC,7.5,29-Jan-13
67,JAK AND DAXTER COLLECTION,VITA,6.2,18-Jun-13
66,BLACK ROCK SHOOTER: THE GAME,PSP,7.2,23-Apr-13
66,OOZI: EARTH ADVENTURE,PC,7.2,5-Dec-13
66,MARLOW BRIGGS AND THE MASK OF DEATH,X360,5.3,20-Sep-13
66,THE BUREAU: XCOM DECLASSIFIED,PC,6.5,19-Aug-13
66,DOKI-DOKI UNIVERSE,VITA,5.7,10-Dec-13
66,RISE OF VENICE,PC,6.8,27-Sep-13
66,STRIKE SUIT INFINITY,PC,7,30-Apr-13
66,THE NOVELIST,PC,6,10-Dec-13
66,PICROSS E3,3DS,7,3-Oct-13
66,THE YAWHG,PC,7.6,14-Jun-13
66,MIGHT & MAGIC: HEROES VI - SHADES OF DARKNESS,PC,5.3,2-May-13
66,NINJA GAIDEN SIGMA 2 PLUS,VITA,7.6,26-Feb-13
66,STRIKE SUIT ZERO,PC,7.3,23-Jan-13
66,A.R.E.S. EXTINCTION AGENDA EX,X360,7.2,2-Oct-13
65,SLENDER: THE ARRIVAL,PC,6.1,26-Mar-13
65,ARMORED CORE: VERDICT DAY,X360,7.5,24-Sep-13
65,THE RAVEN: LEGACY OF A MASTER THIEF - A MURDER OF RAVENS,PC,4.5,24-Sep-13
65,SORCERY SAGA: THE CURSE OF THE GREAT CURRY GOD,VITA,7.3,10-Dec-13
65,KUNG FU RABBIT,WIIU,5.1,2-May-13
65,DYNASTY WARRIORS 8,X360,7.5,16-Jul-13
65,DIVEKICK,PS3,7.1,20-Aug-13
65,WII PARTY U,WIIU,6.9,25-Oct-13
65,DR. LUIGI,WIIU,7.1,31-Dec-13
65,PRO CYCLING MANAGER SEASON 2013: LE TOUR DE FRANCE - 100TH EDITION,PC,7.5,20-Jun-13
65,POWERSTAR GOLF,XONE,5.6,22-Nov-13
65,JOURNEY OF A ROACH,PC,6.9,4-Nov-13
65,SUPER MOTHERLOAD,PS4,6.7,15-Nov-13
64,DEFIANCE,PC,6.6,2-Apr-13
64,URBAN TRIAL FREESTYLE,PS3,6.4,12-Feb-13
64,KILLER IS DEAD,X360,7.1,27-Aug-13
64,WRC 4: FIA WORLD RALLY CHAMPIONSHIP,PC,6.5,25-Oct-13
64,TINY BRAINS,PS4,6.8,3-Dec-13
64,THE MIGHTY QUEST FOR EPIC LOOT,PC,5.6,10-Jun-13
64,DUSTY REVENGE,PC,6.9,8-Jul-13
64,PRESSURE,PC,6.9,26-Mar-13
64,SIMCITY,PC,2.2,5-Mar-13
64,WARFRAME,PS4,7.1,12-Nov-13
64,NASCAR: THE GAME 2013,PC,4.8,24-Jul-13
64,STORM,X360,2.9,14-Jun-13
63,DRAGON'S PROPHET,PC,5.9,13-Aug-13
63,ASSASSIN'S CREED III - THE REDEMPTION,X360,5.7,23-Apr-13
63,WRC 3: FIA WORLD RALLY CHAMPIONSHIP,PS3,6.1,26-Mar-13
63,ZOMBIE TYCOON 2: BRAINHOV'S REVENGE,PS3,5.9,30-Apr-13
63,THE RAVEN: LEGACY OF A MASTER THIEF - ANCESTRY OF LIES,PC,5,27-Aug-13
63,TOTAL WAR: ROME II - CAESAR IN GAUL,PC,4.5,12-Dec-13
63,DYNASTY WARRIORS 7 EMPIRES,PS3,8,26-Feb-13
63,SONIC & ALL-STARS RACING TRANSFORMED,3DS,5.2,12-Feb-13
63,FUSE,PS3,5.3,28-May-13
63,DEFENSE TECHNICA,PC,7.7,24-Oct-13
62,TAKE ON MARS,PC,7.6,1-Aug-13
62,WARFACE,PC,4.3,21-Oct-13
62,SKYDIVE: PROXIMITY FLIGHT,PS3,tbd,1-Oct-13
62,WAR OF THE VIKINGS,PC,6.2,1-Oct-13
62,PLANETARY ANNIHILATION,PC,5.6,13-Jun-13
62,JETT ROCKET II: THE WRATH OF TAIKAI,3DS,6.5,13-Nov-13
62,LEGEND OF DUNGEON,PC,7.5,13-Sep-13
62,REDSHIRT,PC,5.4,13-Nov-13
62,THUNDER WOLVES,PS3,5.7,13-Aug-13
62,SENRAN KAGURA BURST,3DS,7.2,14-Nov-13
62,KERSPLOOSH!,3DS,7,7-Mar-13
62,DEAD ISLAND: RIPTIDE,PS3,6,23-Apr-13
62,LEGO CITY UNDERCOVER: THE CHASE BEGINS,3DS,6.5,21-Apr-13
62,KNIGHTS OF PEN & PAPER +1 EDITION,PC,5.8,18-Jun-13
76,SUPER MARIO STRIKERS,GC,8.6,5-Dec-05
76,MARIO SUPERSTAR BASEBALL,GC,8.7,29-Aug-05
76,THE SIMS 2: NIGHTLIFE,PC,6.7,13-Sep-05
76,ULTIMATE SPIDER-MAN,GC,7.5,21-Sep-05
76,POKEMON EMERALD VERSION,GBA,8.4,30-Apr-05
76,JAK X: COMBAT RACING,PS2,7.8,18-Oct-05
